district,property_type,property_subtype,area,floor,price_per_sqm,total_price,build_year,transaction_date,property_condition,has_elevator,has_parking,green_ratio,plot_ratio
长安区,住宅,高档小区,131.96,13,16711.04,220.52,1992,2019-03,中,True,True,0.37,4.42
经开区,写字楼,乙级写字楼,481.6,9,14276.44,687.56,2004,2019-07,良,True,True,0.45,2.46
雁塔区,住宅,普通住宅,108.88,15,17834.48,194.18,1991,2020-12,中,False,True,0.35,2.97
高新区,写字楼,乙级写字楼,608.41,8,28032.84,1705.55,1992,2019-10,良,False,False,0.43,2.3
碑林区,住宅,中档小区,149.7,14,15622.26,233.86,2003,2020-05,差,True,False,0.38,1.84
新城区,商铺,临街商铺,83.88,24,29371.03,246.36,2005,2019-01,中,True,True,0.43,3.07
长安区,住宅,高档小区,180.11,30,17383.53,313.1,1996,2020-09,中,False,True,0.38,3.23
经开区,住宅,普通住宅,65.65,2,8753.26,57.46,2010,2022-08,优,False,True,0.37,3.84
长安区,商铺,社区商铺,80.59,1,16902.12,136.22,2009,2020-10,良,False,False,0.42,3.58
碑林区,商铺,商场商铺,103.92,32,38938.5,404.66,2022,2023-11,良,False,False,0.39,2.92
莲湖区,写字楼,乙级写字楼,560.73,31,18971.27,1063.77,2000,2021-07,良,True,False,0.39,4.05
雁塔区,住宅,中档小区,85.78,23,17530.93,150.38,2009,2021-06,差,False,False,0.31,3.06
雁塔区,住宅,高档小区,188.84,1,16025.08,302.61,1997,2022-03,差,False,False,0.34,2.81
经开区,商铺,社区商铺,59.71,27,19385.39,115.75,2017,2019-12,优,False,True,0.43,2.62
长安区,写字楼,甲级写字楼,732.78,16,25948.86,1901.49,2023,2023-08,差,False,True,0.38,4.24
经开区,商铺,临街商铺,232.54,22,25751.36,598.83,2016,2020-02,优,True,True,0.34,3.49
长安区,写字楼,乙级写字楼,500.3,13,14295.68,715.21,1996,2019-12,中,True,False,0.28,2.04
新城区,商铺,社区商铺,53.1,23,22360.95,118.73,2014,2021-08,优,False,True,0.37,3.27
未央区,写字楼,甲级写字楼,530.69,7,31107.06,1650.81,2013,2023-06,差,False,False,0.42,4.01
灞桥区,商铺,商场商铺,99.91,24,18980.16,189.64,2011,2020-11,中,True,False,0.34,2.54
新城区,商铺,社区商铺,130.92,4,21864.25,286.25,2021,2021-02,中,False,False,0.45,3.25
灞桥区,住宅,普通住宅,113.41,16,9054.6,102.69,2017,2022-05,良,True,False,0.28,3.11
灞桥区,写字楼,乙级写字楼,149.73,16,12708.65,190.29,1996,2019-01,良,False,True,0.3,3.51
灞桥区,住宅,普通住宅,82.67,13,9483.85,78.4,1995,2021-11,优,True,False,0.38,2.24
未央区,写字楼,普通写字楼,318.72,27,11720.79,373.56,2012,2021-07,差,False,True,0.26,2.63
新城区,住宅,普通住宅,67.73,3,12034.88,81.51,2015,2019-08,优,False,False,0.28,1.99
碑林区,住宅,中档小区,99.31,5,20361.59,202.21,2005,2023-08,差,False,False,0.27,4.38
曲江新区,写字楼,乙级写字楼,531.43,4,19084.88,1014.23,1997,2023-01,中,False,False,0.28,3.63
新城区,住宅,普通住宅,111.62,6,12623.93,140.91,2006,2020-03,差,False,True,0.42,2.22
灞桥区,写字楼,乙级写字楼,521.56,2,10693.98,557.75,1998,2020-10,中,False,True,0.39,2.83
长安区,写字楼,乙级写字楼,285.51,11,19431.2,554.78,2017,2019-04,差,True,False,0.31,2.68
莲湖区,写字楼,甲级写字楼,449.47,29,28605.79,1285.76,2002,2020-12,差,True,False,0.44,4.0
未央区,写字楼,甲级写字楼,214.65,6,29926.29,642.37,2014,2020-07,差,False,False,0.29,4.4
未央区,住宅,高档小区,193.99,8,20696.49,401.49,2021,2023-04,中,False,False,0.42,2.14
雁塔区,商铺,商场商铺,146.5,4,30238.82,442.99,1995,2022-11,差,False,False,0.26,3.87
高新区,住宅,中档小区,129.96,21,19278.12,250.53,2015,2020-02,差,True,False,0.37,2.02
长安区,写字楼,甲级写字楼,888.67,18,18952.38,1684.23,2011,2022-11,差,False,False,0.38,3.09
灞桥区,住宅,高档小区,132.58,11,11484.77,152.27,1998,2022-01,优,True,False,0.35,2.68
雁塔区,商铺,商场商铺,143.87,8,30497.43,438.76,1992,2023-04,优,False,False,0.27,2.97
未央区,商铺,社区商铺,119.25,9,15255.58,181.93,1994,2020-09,优,False,True,0.42,2.71
长安区,商铺,社区商铺,94.92,15,16847.76,159.91,2004,2019-05,差,False,True,0.4,4.07
碑林区,商铺,社区商铺,141.25,13,26250.39,370.78,1990,2020-07,差,False,True,0.34,1.52
未央区,住宅,高档小区,146.08,4,17699.03,258.55,2023,2023-11,优,False,True,0.25,1.55
莲湖区,住宅,中档小区,138.28,15,13801.2,190.85,1998,2022-07,优,True,False,0.43,3.76
曲江新区,住宅,中档小区,131.34,21,26064.64,342.33,2019,2023-07,差,True,False,0.29,4.14
碑林区,商铺,临街商铺,212.4,2,26099.96,554.37,2014,2023-04,差,False,False,0.27,3.41
雁塔区,住宅,普通住宅,64.53,6,12917.23,83.36,2017,2020-01,良,False,False,0.35,2.46
灞桥区,住宅,中档小区,75.19,2,13163.47,98.98,2007,2023-07,良,False,False,0.32,3.06
雁塔区,住宅,普通住宅,101.56,18,13544.55,137.56,2003,2019-06,良,False,True,0.3,3.86
莲湖区,写字楼,乙级写字楼,689.65,16,18388.65,1268.17,2023,2023-07,良,True,False,0.31,3.95
碑林区,写字楼,普通写字楼,78.2,2,19546.25,152.84,2021,2023-01,中,False,False,0.35,2.74
雁塔区,住宅,中档小区,100.36,22,12443.65,124.88,1992,2022-03,良,False,True,0.32,2.21
莲湖区,商铺,社区商铺,91.52,10,17411.72,159.35,2015,2022-11,良,True,False,0.26,2.8
莲湖区,住宅,高档小区,155.97,19,15901.79,248.01,1991,2019-12,良,False,False,0.45,1.91
雁塔区,写字楼,普通写字楼,115.33,22,14791.76,170.6,2010,2022-07,差,False,True,0.31,2.57
曲江新区,写字楼,甲级写字楼,979.44,17,37050.21,3628.85,2011,2019-04,良,False,True,0.43,2.55
碑林区,商铺,商场商铺,169.94,2,49430.63,840.02,2023,2023-07,中,False,False,0.32,3.4
雁塔区,写字楼,乙级写字楼,505.62,20,30730.03,1553.78,2004,2019-10,优,True,True,0.42,2.33
雁塔区,写字楼,甲级写字楼,227.38,26,24249.6,551.39,2006,2022-11,优,True,True,0.32,3.32
高新区,住宅,高档小区,136.28,6,20752.26,282.82,1994,2020-09,良,False,False,0.4,1.65
灞桥区,商铺,社区商铺,148.06,18,12401.01,183.62,1998,2023-07,优,False,True,0.35,2.8
新城区,商铺,商场商铺,78.83,19,29742.88,234.45,2007,2021-01,优,True,False,0.42,4.43
未央区,写字楼,乙级写字楼,629.17,16,17230.44,1084.1,2017,2023-11,优,False,False,0.32,4.13
长安区,写字楼,乙级写字楼,768.61,19,19664.9,1511.46,2015,2020-11,优,True,False,0.32,1.9
未央区,写字楼,乙级写字楼,600.55,31,19751.01,1186.14,2013,2020-09,中,True,False,0.38,2.79
新城区,住宅,高档小区,116.43,5,17390.62,202.47,2010,2020-02,差,False,False,0.3,4.17
高新区,住宅,中档小区,131.23,5,23158.08,303.9,2021,2021-08,优,False,False,0.27,3.25
经开区,商铺,商场商铺,197.81,18,30230.41,597.99,2007,2021-04,中,False,False,0.25,1.87
雁塔区,写字楼,普通写字楼,469.59,1,18367.39,862.52,2019,2021-04,中,False,False,0.28,2.3
未央区,商铺,临街商铺,169.06,19,20449.02,345.71,2013,2019-01,优,True,False,0.28,3.94
碑林区,住宅,中档小区,92.89,31,24879.51,231.12,2007,2020-07,优,False,True,0.43,1.77
高新区,商铺,社区商铺,84.12,20,21098.08,177.47,1994,2023-05,中,True,True,0.27,3.42
灞桥区,商铺,商场商铺,180.63,4,18082.62,326.63,1999,2019-04,良,False,True,0.34,1.63
长安区,住宅,高档小区,190.83,18,17139.44,327.08,2011,2022-12,中,True,True,0.39,2.39
灞桥区,商铺,临街商铺,53.07,11,17689.51,93.88,2008,2019-12,良,True,False,0.44,1.81
碑林区,商铺,商场商铺,45.14,3,38594.62,174.2,2016,2019-05,良,False,True,0.38,3.54
曲江新区,写字楼,普通写字楼,412.23,6,12877.52,530.85,1995,2020-02,中,False,True,0.26,1.71
高新区,商铺,社区商铺,99.88,16,23004.98,229.78,1996,2021-02,良,True,True,0.37,2.56
新城区,商铺,商场商铺,120.75,23,34063.8,411.34,2015,2023-02,良,False,True,0.27,3.31
灞桥区,住宅,中档小区,117.32,9,10868.48,127.51,2012,2021-09,差,False,False,0.27,3.14
碑林区,住宅,中档小区,107.43,3,13723.47,147.43,2006,2022-08,差,False,True,0.45,2.15
雁塔区,商铺,社区商铺,122.57,4,25087.05,307.49,1991,2021-05,中,False,False,0.38,4.34
曲江新区,写字楼,乙级写字楼,611.67,5,28444.45,1739.86,2014,2020-02,优,False,False,0.43,2.04
未央区,写字楼,普通写字楼,477.78,7,11356.01,542.57,2000,2021-12,优,False,False,0.31,1.99
灞桥区,商铺,商场商铺,71.58,15,32668.84,233.85,2011,2023-06,中,False,True,0.27,4.04
未央区,商铺,商场商铺,180.42,16,28677.33,517.39,2017,2021-09,中,False,False,0.36,1.72
曲江新区,写字楼,普通写字楼,69.36,23,23101.98,160.25,2011,2022-05,中,True,True,0.39,3.93
未央区,商铺,临街商铺,73.86,31,25439.81,187.89,2020,2023-03,良,False,False,0.38,3.93
经开区,商铺,社区商铺,133.12,2,13198.28,175.69,2017,2023-08,差,False,False,0.43,3.52
长安区,住宅,中档小区,126.43,4,8807.15,111.35,1995,2021-12,优,False,True,0.35,1.94
碑林区,写字楼,乙级写字楼,664.75,3,25256.29,1678.9,2011,2021-08,差,False,False,0.42,3.43
曲江新区,写字楼,乙级写字楼,684.34,1,33897.03,2319.7,2015,2022-04,中,False,False,0.36,1.79
长安区,住宅,普通住宅,115.89,27,11281.22,130.74,2015,2023-07,差,True,True,0.39,4.13
新城区,商铺,社区商铺,137.68,15,20909.31,287.88,2007,2023-11,差,False,False,0.4,2.46
灞桥区,住宅,中档小区,124.67,32,11302.97,140.91,2003,2023-01,中,False,False,0.4,1.85
雁塔区,写字楼,普通写字楼,475.77,10,14203.4,675.76,2002,2019-07,优,True,False,0.26,1.63
长安区,住宅,普通住宅,90.97,4,9772.47,88.9,2006,2022-02,中,False,False,0.38,4.37
高新区,商铺,临街商铺,294.24,8,35075.95,1032.06,2021,2022-12,优,True,True,0.37,2.25
灞桥区,写字楼,甲级写字楼,427.31,27,17242.95,736.81,2012,2020-07,中,True,False,0.37,3.72
莲湖区,住宅,普通住宅,87.28,3,10280.36,89.73,1998,2022-09,中,False,False,0.4,4.19
碑林区,写字楼,普通写字楼,359.74,32,16974.07,610.62,1997,2020-08,中,True,True,0.28,2.32
新城区,商铺,社区商铺,117.93,10,23895.46,281.81,2020,2021-03,中,False,False,0.36,2.76
灞桥区,住宅,高档小区,131.14,1,13672.58,179.3,1999,2022-08,中,False,False,0.43,2.2
灞桥区,住宅,普通住宅,79.34,3,8148.91,64.65,1996,2019-12,优,False,False,0.27,2.56
雁塔区,住宅,中档小区,126.61,9,16515.07,209.09,2013,2022-08,差,True,True,0.45,1.87
灞桥区,写字楼,甲级写字楼,992.25,29,22304.21,2213.14,2008,2020-09,优,True,False,0.38,4.32
长安区,商铺,商场商铺,151.55,16,26806.38,406.24,2010,2020-09,良,True,False,0.39,3.18
雁塔区,写字楼,普通写字楼,211.17,26,16684.75,352.33,2008,2019-02,良,False,True,0.44,2.06
灞桥区,写字楼,甲级写字楼,942.49,6,25173.56,2372.58,2020,2022-02,优,False,False,0.3,1.92
碑林区,写字楼,乙级写字楼,416.46,25,23982.69,998.78,2018,2022-08,优,False,False,0.37,3.05
灞桥区,住宅,中档小区,139.51,19,9216.39,128.57,2004,2019-06,优,True,False,0.28,3.02
曲江新区,商铺,商场商铺,38.13,27,41820.53,159.47,2016,2022-12,差,True,True,0.45,2.34
长安区,写字楼,甲级写字楼,650.77,31,20790.87,1353.0,2012,2021-10,中,True,False,0.44,3.97
长安区,写字楼,甲级写字楼,340.54,5,21177.72,721.19,2018,2021-05,良,False,False,0.28,2.91
经开区,写字楼,普通写字楼,440.79,10,15797.03,696.32,2019,2022-09,优,True,True,0.33,1.8
莲湖区,商铺,社区商铺,108.86,4,18992.19,206.74,2006,2019-06,中,False,True,0.3,2.6
未央区,住宅,普通住宅,117.6,5,9717.92,114.28,2012,2020-01,中,False,False,0.28,2.33
曲江新区,商铺,商场商铺,180.96,1,32061.99,580.19,1999,2022-01,差,False,False,0.33,1.97
莲湖区,住宅,普通住宅,112.72,17,11108.45,125.22,1994,2020-12,优,False,False,0.26,2.78
灞桥区,写字楼,甲级写字楼,491.52,3,22136.55,1088.05,1993,2020-06,差,False,True,0.28,3.05
雁塔区,住宅,中档小区,133.35,3,17565.22,234.22,2009,2021-10,优,False,False,0.45,4.4
未央区,商铺,社区商铺,105.78,3,13331.98,141.02,2021,2023-11,中,False,True,0.42,3.23
雁塔区,住宅,普通住宅,81.0,2,13916.53,112.72,1993,2019-01,差,False,False,0.27,3.56
经开区,写字楼,普通写字楼,461.1,5,14903.93,687.22,2004,2023-08,良,False,True,0.41,3.33
碑林区,写字楼,普通写字楼,137.79,24,22471.97,309.65,2019,2020-06,良,True,False,0.28,2.54
长安区,住宅,普通住宅,108.5,3,9508.42,103.17,2013,2022-05,优,False,False,0.28,2.47
长安区,商铺,临街商铺,176.22,19,16375.24,288.56,1990,2020-06,优,True,True,0.3,4.27
新城区,写字楼,甲级写字楼,696.98,2,27365.76,1907.34,2000,2023-12,良,False,False,0.39,2.65
碑林区,写字楼,乙级写字楼,358.71,7,31420.57,1127.07,1999,2023-06,差,False,False,0.28,4.46
新城区,住宅,高档小区,116.18,26,19225.0,223.37,1993,2021-03,优,True,False,0.33,2.85
长安区,写字楼,乙级写字楼,183.8,14,13386.63,246.05,1991,2019-10,中,False,True,0.44,3.13
灞桥区,写字楼,甲级写字楼,203.32,15,29948.15,608.89,2018,2022-10,良,True,True,0.31,3.3
长安区,写字楼,普通写字楼,67.14,27,11859.2,79.63,2013,2020-05,中,False,True,0.34,3.29
未央区,商铺,商场商铺,131.34,7,38569.9,506.56,2020,2022-08,优,False,True,0.4,1.67
灞桥区,商铺,商场商铺,65.1,20,20015.49,130.3,1994,2019-08,优,True,True,0.4,2.98
新城区,写字楼,普通写字楼,329.22,4,17913.36,589.75,2017,2022-06,良,False,True,0.27,3.75
新城区,住宅,普通住宅,74.45,6,12342.22,91.89,1999,2022-01,差,False,True,0.44,3.29
新城区,写字楼,普通写字楼,330.28,1,16184.22,534.53,2023,2023-11,良,False,False,0.28,2.81
高新区,住宅,普通住宅,70.26,31,18509.93,130.05,2014,2019-06,中,False,False,0.44,3.38
莲湖区,住宅,中档小区,72.78,27,21039.55,153.13,2022,2023-03,优,False,True,0.39,4.22
雁塔区,商铺,社区商铺,60.23,24,25628.07,154.37,2023,2023-09,良,False,True,0.35,3.19
未央区,住宅,中档小区,71.92,17,11373.15,81.79,1992,2023-02,优,False,True,0.38,3.91
莲湖区,住宅,普通住宅,61.38,16,14029.61,86.11,2004,2020-12,良,False,True,0.45,2.35
经开区,写字楼,乙级写字楼,755.29,1,15548.33,1174.35,1997,2021-07,良,False,False,0.39,4.41
高新区,住宅,普通住宅,69.86,32,13137.84,91.79,1996,2023-05,中,True,True,0.41,3.35
经开区,商铺,商场商铺,48.5,2,25496.88,123.66,1990,2019-09,优,False,True,0.44,3.13
碑林区,商铺,商场商铺,133.83,3,38527.23,515.62,1995,2023-03,优,False,True,0.4,3.53
新城区,商铺,社区商铺,144.34,25,25918.21,374.1,2021,2022-02,中,False,False,0.33,2.76
莲湖区,住宅,中档小区,96.76,29,17016.56,164.66,2008,2019-04,差,False,False,0.42,2.0
雁塔区,住宅,中档小区,86.21,27,17136.2,147.73,2003,2022-11,中,True,True,0.35,2.1
未央区,写字楼,甲级写字楼,984.83,10,34776.76,3424.91,2022,2023-11,良,True,False,0.3,1.93
长安区,商铺,商场商铺,157.29,5,20214.9,317.96,2006,2023-09,中,False,False,0.26,1.76
雁塔区,商铺,商场商铺,51.39,19,35353.78,181.68,2006,2022-10,优,False,False,0.33,2.29
经开区,商铺,临街商铺,82.68,3,15832.7,130.9,2017,2021-05,优,False,True,0.41,2.08
碑林区,商铺,商场商铺,50.19,5,27695.77,139.02,1992,2019-02,中,False,False,0.32,4.15
未央区,住宅,普通住宅,94.52,27,11897.74,112.45,2013,2020-11,中,False,False,0.35,1.52
未央区,写字楼,乙级写字楼,689.06,13,15397.5,1060.98,2012,2019-05,差,True,False,0.36,3.91
经开区,商铺,商场商铺,135.54,30,26981.55,365.7,2007,2021-11,中,False,True,0.33,1.52
经开区,商铺,社区商铺,58.84,5,18908.69,111.26,2015,2022-08,优,False,False,0.42,2.44
经开区,住宅,高档小区,128.84,33,14437.61,186.01,2016,2020-04,中,True,False,0.39,2.57
雁塔区,商铺,社区商铺,64.76,18,20736.73,134.29,2004,2019-08,中,False,True,0.43,2.9
雁塔区,住宅,中档小区,126.28,11,23377.6,295.21,2021,2023-12,中,False,False,0.45,3.67
雁塔区,住宅,中档小区,136.57,13,20741.39,283.26,2009,2019-08,良,True,False,0.39,2.24
长安区,写字楼,乙级写字楼,696.45,31,12598.91,877.45,1998,2022-09,中,False,True,0.43,3.34
莲湖区,写字楼,乙级写字楼,109.47,5,14971.04,163.89,1995,2021-06,良,False,True,0.31,3.93
长安区,住宅,普通住宅,99.0,14,8582.76,84.97,2017,2019-02,差,True,True,0.38,2.98
碑林区,住宅,高档小区,103.21,14,31158.44,321.59,2015,2019-07,优,False,True,0.4,2.85
碑林区,写字楼,普通写字楼,65.4,13,21892.67,143.17,2010,2021-08,差,True,True,0.29,3.45
曲江新区,写字楼,普通写字楼,493.39,28,14158.86,698.58,2009,2023-10,良,False,True,0.43,4.39
新城区,写字楼,乙级写字楼,367.61,32,31667.03,1164.1,2022,2023-08,优,True,False,0.37,3.11
雁塔区,商铺,社区商铺,114.37,18,17166.65,196.33,1993,2020-11,良,False,True,0.35,3.35
新城区,写字楼,甲级写字楼,538.71,2,33127.85,1784.63,2008,2023-11,中,False,False,0.26,4.07
高新区,商铺,商场商铺,99.59,2,31414.12,312.86,2018,2021-09,优,False,False,0.26,4.42
未央区,商铺,社区商铺,79.67,26,23288.68,185.53,2023,2023-02,中,True,True,0.45,1.55
经开区,写字楼,普通写字楼,320.36,20,13152.38,421.35,2000,2019-10,中,True,False,0.31,2.65
新城区,商铺,社区商铺,93.13,10,18480.61,172.12,2014,2021-09,差,True,False,0.39,3.92
新城区,写字楼,甲级写字楼,956.42,2,24494.45,2342.69,2012,2022-08,中,False,False,0.44,2.85
高新区,商铺,商场商铺,131.2,19,26196.8,343.69,1993,2023-08,良,False,True,0.35,3.38
曲江新区,住宅,普通住宅,70.58,6,10785.37,76.12,2009,2019-06,优,False,False,0.38,4.16
未央区,住宅,高档小区,137.41,30,13809.17,189.75,2006,2022-12,良,True,True,0.43,1.89
经开区,住宅,高档小区,155.31,31,11283.57,175.24,1999,2020-09,中,False,False,0.3,3.96
新城区,住宅,高档小区,128.73,3,19394.98,249.67,1994,2020-10,良,False,True,0.29,2.06
灞桥区,商铺,临街商铺,207.39,3,19029.68,394.65,2005,2019-05,中,False,False,0.26,2.83
经开区,住宅,高档小区,93.17,28,21757.23,202.71,2018,2023-01,差,False,False,0.29,4.5
碑林区,写字楼,甲级写字楼,940.24,32,35582.92,3345.66,1991,2019-01,良,True,True,0.34,3.91
新城区,写字楼,乙级写字楼,682.91,8,19871.14,1357.01,1996,2023-03,差,True,False,0.44,2.54
雁塔区,住宅,普通住宅,85.53,22,14486.4,123.91,2023,2023-06,差,False,False,0.28,1.64
雁塔区,写字楼,乙级写字楼,259.65,12,24360.75,632.52,1998,2021-06,差,False,False,0.44,2.9
经开区,住宅,中档小区,139.74,11,11186.0,156.31,1996,2019-05,优,True,False,0.44,3.94
曲江新区,写字楼,普通写字楼,202.78,24,18774.9,380.72,1998,2021-07,中,False,True,0.33,3.71
经开区,写字楼,乙级写字楼,763.76,3,18990.51,1450.42,2004,2023-06,优,False,False,0.25,4.21
高新区,写字楼,乙级写字楼,697.49,2,26871.23,1874.25,2021,2023-11,差,False,False,0.3,4.02
长安区,商铺,社区商铺,49.56,4,14043.71,69.6,2002,2021-05,中,False,False,0.45,2.02
高新区,住宅,高档小区,194.87,16,17410.21,339.27,1991,2023-05,中,True,False,0.34,4.01
曲江新区,住宅,高档小区,90.41,4,19571.6,176.95,2005,2023-07,良,False,True,0.31,2.89
曲江新区,写字楼,乙级写字楼,530.72,19,24469.19,1298.64,2006,2019-02,优,True,False,0.36,2.92
未央区,住宅,中档小区,101.9,2,11782.12,120.06,1991,2021-10,差,False,True,0.38,3.33
灞桥区,写字楼,乙级写字楼,407.88,15,17759.37,724.37,2016,2023-01,中,True,True,0.33,2.71
雁塔区,住宅,中档小区,77.36,13,15089.5,116.74,1992,2022-03,差,False,True,0.26,2.37
莲湖区,住宅,普通住宅,86.18,24,12997.64,112.01,2011,2023-02,优,True,False,0.43,4.32
灞桥区,商铺,临街商铺,177.3,27,15546.82,275.65,2010,2022-11,差,True,False,0.3,2.47
高新区,写字楼,普通写字楼,184.72,1,19156.94,353.86,1996,2019-02,差,False,False,0.41,1.86
灞桥区,商铺,临街商铺,211.41,22,12865.0,271.98,1994,2023-07,优,True,False,0.35,2.54
新城区,住宅,普通住宅,119.86,9,13720.33,164.45,2021,2022-12,良,True,True,0.33,3.29
未央区,商铺,社区商铺,111.16,18,15272.62,169.77,1995,2023-12,良,True,False,0.32,4.15
长安区,写字楼,乙级写字楼,643.33,33,14552.81,936.23,1993,2022-06,中,False,True,0.31,4.39
经开区,商铺,临街商铺,182.02,13,20558.62,374.2,2001,2022-02,中,False,True,0.38,2.12
雁塔区,商铺,临街商铺,113.68,21,37604.91,427.51,2022,2023-12,优,False,False,0.42,3.91
新城区,写字楼,甲级写字楼,571.93,9,31040.4,1775.29,2018,2021-12,差,False,False,0.39,3.66
碑林区,住宅,普通住宅,88.83,4,11443.95,101.65,1996,2020-01,良,False,True,0.29,4.31
碑林区,住宅,高档小区,147.71,19,26753.92,395.17,2003,2021-07,中,False,True,0.45,3.21
曲江新区,写字楼,甲级写字楼,559.47,1,31460.76,1760.13,2017,2022-02,中,False,True,0.38,3.3
灞桥区,住宅,高档小区,172.08,17,16973.26,292.07,1997,2019-01,中,True,False,0.38,3.77
雁塔区,写字楼,乙级写字楼,570.51,20,29787.64,1699.42,1995,2021-12,差,False,False,0.43,2.31
曲江新区,写字楼,甲级写字楼,291.67,30,28095.13,819.45,2011,2019-12,中,False,False,0.32,4.28
灞桥区,商铺,临街商铺,133.68,16,13033.1,174.22,1992,2020-04,良,False,True,0.32,4.37
高新区,住宅,中档小区,76.11,5,14600.54,111.13,1998,2019-09,中,False,False,0.29,2.35
莲湖区,写字楼,乙级写字楼,315.11,1,17107.84,539.09,2001,2022-04,差,False,False,0.27,3.41
新城区,商铺,临街商铺,96.31,30,28341.96,272.95,2022,2023-08,中,False,False,0.38,1.61
经开区,住宅,高档小区,192.56,3,15896.5,306.11,2009,2023-04,差,False,True,0.31,4.33
灞桥区,住宅,普通住宅,89.65,4,7631.95,68.42,2015,2020-12,差,False,True,0.36,3.0
灞桥区,写字楼,甲级写字楼,765.56,14,18148.97,1389.41,2016,2023-02,良,True,True,0.32,1.84
高新区,商铺,临街商铺,89.43,7,35742.36,319.63,2020,2022-08,优,False,False,0.4,2.38
雁塔区,住宅,中档小区,77.47,15,15821.93,122.57,2009,2020-05,优,True,True,0.29,3.4
灞桥区,写字楼,甲级写字楼,499.1,4,20641.29,1030.2,1997,2023-09,中,False,False,0.42,3.87
碑林区,写字楼,乙级写字楼,688.49,16,32279.47,2222.4,2023,2023-07,中,True,True,0.25,2.53
曲江新区,住宅,中档小区,123.77,15,22037.02,272.76,2010,2021-08,良,True,True,0.45,1.56
长安区,商铺,商场商铺,136.17,3,27200.23,370.39,2003,2019-01,优,False,False,0.27,3.96
新城区,商铺,商场商铺,96.81,27,40699.46,394.0,2010,2022-10,良,True,False,0.39,2.51
曲江新区,住宅,普通住宅,114.79,1,18314.12,210.23,2022,2022-09,优,False,True,0.31,3.45
未央区,写字楼,普通写字楼,71.89,2,18185.13,130.74,2014,2021-09,优,False,True,0.4,2.59
莲湖区,商铺,商场商铺,180.28,6,37286.29,672.2,2013,2021-06,优,False,True,0.39,3.29
经开区,商铺,临街商铺,135.42,11,26082.53,353.22,2018,2022-02,良,False,False,0.38,2.2
新城区,住宅,中档小区,120.84,17,14245.92,172.15,1997,2020-02,差,True,True,0.43,1.86
曲江新区,住宅,中档小区,116.67,24,15743.88,183.69,2012,2022-06,中,False,True,0.3,3.61
曲江新区,写字楼,普通写字楼,51.75,22,15558.13,80.52,2001,2019-09,良,False,False,0.29,2.9
新城区,写字楼,甲级写字楼,833.08,1,23759.18,1979.33,1996,2023-01,优,False,True,0.27,2.09
长安区,住宅,中档小区,97.9,4,12415.31,121.54,2015,2021-11,良,False,False,0.45,3.36
未央区,商铺,临街商铺,278.12,15,29795.69,828.68,2013,2019-06,中,True,False,0.39,1.67
未央区,写字楼,普通写字楼,490.77,19,16747.73,821.93,2012,2022-05,良,False,False,0.34,2.88
长安区,住宅,中档小区,70.1,9,10427.58,73.1,1996,2019-10,中,False,True,0.4,3.62
高新区,商铺,商场商铺,99.65,29,32870.02,327.56,1995,2022-11,中,False,True,0.27,4.07
碑林区,写字楼,普通写字楼,238.06,13,15532.11,369.75,1999,2021-05,中,True,True,0.37,4.26
高新区,住宅,普通住宅,94.06,2,12479.79,117.39,2002,2020-03,差,False,False,0.42,2.37
新城区,住宅,中档小区,128.85,8,16598.94,213.88,2000,2021-10,良,False,False,0.3,2.27
未央区,住宅,普通住宅,91.83,11,8274.33,75.98,1992,2022-04,优,False,True,0.26,2.15
曲江新区,写字楼,乙级写字楼,401.93,9,18292.29,735.22,1997,2020-11,中,False,False,0.42,2.05
长安区,商铺,社区商铺,120.9,2,14291.42,172.78,2011,2020-03,差,False,False,0.35,2.75
新城区,住宅,高档小区,92.64,27,19917.9,184.53,2015,2022-09,良,False,False,0.36,1.77
曲江新区,写字楼,普通写字楼,183.4,11,16623.6,304.87,2005,2021-11,优,True,False,0.35,2.86
长安区,住宅,普通住宅,64.76,4,11797.56,76.4,2010,2022-06,优,False,False,0.37,3.63
长安区,商铺,商场商铺,62.92,24,22269.67,140.12,2001,2022-09,中,True,True,0.3,2.36
灞桥区,写字楼,乙级写字楼,249.11,2,10891.07,271.31,2006,2023-03,良,False,True,0.42,3.95
经开区,商铺,社区商铺,46.52,11,12159.68,56.57,2008,2022-02,良,False,False,0.31,3.56
新城区,住宅,中档小区,149.67,4,13044.34,195.24,2001,2022-07,优,False,False,0.41,3.12
经开区,商铺,社区商铺,112.91,31,13116.35,148.1,2005,2021-07,良,True,True,0.43,3.26
莲湖区,住宅,中档小区,135.04,5,19333.72,261.08,2021,2023-01,良,False,False,0.43,3.07
长安区,商铺,社区商铺,111.74,29,12097.36,135.17,2007,2022-10,差,True,False,0.37,1.58
新城区,商铺,临街商铺,112.87,1,18501.93,208.83,2012,2020-08,差,False,True,0.39,2.95
莲湖区,住宅,高档小区,120.74,15,18011.43,217.47,1995,2022-05,优,True,False,0.34,1.55
新城区,商铺,商场商铺,47.37,8,36552.68,173.15,1997,2019-02,良,True,True,0.32,1.51
经开区,写字楼,普通写字楼,320.36,10,10353.61,331.69,1991,2022-05,差,False,True,0.4,2.22
曲江新区,住宅,高档小区,111.43,27,23447.43,261.28,2017,2021-01,良,False,False,0.38,2.74
经开区,写字楼,乙级写字楼,381.68,12,19513.36,744.79,2011,2021-02,良,True,False,0.31,1.65
