district,enterprise_type,register_date,registered_capital,employee_count,development_stage,is_active,annual_revenue,annual_profit,patent_count,rd_investment_ratio,has_foreign_investment,is_listed,tax_contribution
碑林区,文化创意,2023-04-11,1589.91,36,成长期,True,4596.29,638.22,2,0.0832,False,False,424.46
莲湖区,商贸服务,2021-05-28,433.92,22,初创期,True,528.91,-95.58,5,0.045,True,False,73.19
莲湖区,商贸服务,2020-09-04,936.12,100,初创期,True,550.32,16.83,5,0.034,True,False,47.44
雁塔区,科技企业,2023-02-27,1801.91,135,初创期,True,1194.07,-215.98,16,0.1432,False,False,156.81
碑林区,文化创意,2022-01-06,835.36,81,初创期,True,1081.65,-101.9,10,0.1475,False,False,91.85
雁塔区,科技企业,2019-03-24,6288.03,236,成熟期,True,29390.82,8188.68,1,0.1237,True,True,4150.2
雁塔区,科技企业,2021-02-03,4972.69,193,初创期,True,7394.32,-68.78,16,0.0549,True,False,979.47
长安区,制造业,2021-05-08,19623.42,320,初创期,True,28591.59,2181.23,1,0.0161,True,True,4037.19
碑林区,商贸服务,2019-02-09,3133.61,49,成熟期,True,13532.64,3675.01,1,0.0317,False,False,1566.85
雁塔区,科技企业,2023-01-30,8519.19,366,成长期,False,25412.1,2750.91,14,0.1044,False,True,1518.97
灞桥区,科技企业,2020-12-31,5599.7,380,初创期,True,4676.99,465.97,7,0.0749,True,False,383.08
莲湖区,商贸服务,2022-07-28,3921.31,12,成熟期,True,19018.69,3303.43,0,0.025,False,False,1546.89
碑林区,科技企业,2022-11-05,7999.07,335,初创期,False,10490.54,-1151.52,7,0.087,True,False,732.86
新城区,商贸服务,2020-02-02,3443.04,47,成长期,True,7721.76,789.9,4,0.0104,False,False,523.72
未央区,制造业,2022-11-19,16896.98,1706,初创期,True,15401.24,1530.77,5,0.0387,True,False,1875.42
高新区,金融服务,2020-01-03,9243.33,133,成长期,True,24436.44,3258.14,0,0.03,False,True,1257.97
碑林区,商贸服务,2021-10-05,2939.86,114,初创期,False,3697.2,255.32,2,0.0291,True,False,498.61
经开区,科技企业,2022-05-30,8008.37,77,成长期,True,18561.96,3143.58,10,0.1389,True,False,1101.52
碑林区,金融服务,2022-01-20,34791.07,52,成熟期,True,154883.81,35296.4,3,0.0106,False,False,20620.84
碑林区,金融服务,2019-12-23,18521.59,81,转型期,True,48337.02,7190.52,5,0.0173,False,False,6307.06
高新区,金融服务,2020-02-14,44159.43,176,初创期,True,55981.89,-3573.05,5,0.0299,True,True,3939.43
碑林区,商贸服务,2020-07-10,4759.1,21,成长期,False,13331.16,1777.58,2,0.0108,False,False,807.21
新城区,商贸服务,2023-02-17,4437.14,14,成熟期,True,21192.05,6099.32,5,0.0285,True,False,1292.22
雁塔区,文化创意,2019-09-15,1849.01,36,成长期,True,3825.12,516.98,15,0.0861,False,False,334.37
新城区,金融服务,2021-11-13,40818.54,67,成长期,True,91456.26,17401.89,5,0.0137,True,False,8772.17
经开区,制造业,2023-05-03,5186.38,1613,成长期,True,13460.13,2349.42,1,0.0313,False,True,1045.81
雁塔区,文化创意,2022-05-10,232.06,17,转型期,True,481.38,44.38,13,0.1485,False,False,58.05
雁塔区,文化创意,2022-06-18,1564.41,21,成长期,True,4684.78,893.95,8,0.0796,True,False,368.86
雁塔区,文化创意,2019-05-30,1447.62,82,初创期,True,1605.79,-274.96,9,0.0568,False,False,211.44
碑林区,文化创意,2021-08-25,584.06,77,初创期,False,424.13,-80.76,12,0.0608,True,False,40.55
新城区,商贸服务,2020-02-29,2923.23,82,初创期,False,1624.4,128.79,2,0.0213,True,False,106.01
经开区,科技企业,2021-11-09,728.43,207,成熟期,True,2242.85,556.65,16,0.1006,True,False,284.43
雁塔区,科技企业,2020-10-12,3564.44,249,成长期,True,8113.95,1296.26,5,0.0776,False,False,946.11
雁塔区,文化创意,2019-10-25,1070.52,62,成熟期,True,4209.13,828.6,14,0.1154,False,False,543.87
雁塔区,文化创意,2019-08-18,798.08,73,成熟期,True,3202.33,532.93,10,0.0519,True,False,233.17
经开区,制造业,2021-02-21,8345.79,1327,成长期,True,16111.26,2374.51,1,0.0306,True,False,1464.23
灞桥区,文化创意,2019-01-29,1887.28,34,成长期,True,4489.31,815.64,19,0.0547,False,False,662.75
雁塔区,文化创意,2022-06-08,1538.04,71,成熟期,True,4738.59,880.78,10,0.0923,True,False,426.45
新城区,商贸服务,2022-02-26,3952.49,154,初创期,False,2962.06,242.46,2,0.0371,False,False,291.31
高新区,科技企业,2019-10-19,6631.37,373,初创期,True,6081.66,-508.62,18,0.0741,False,False,614.74
碑林区,商贸服务,2021-01-05,456.08,31,初创期,True,592.37,-89.34,0,0.0466,False,False,54.67
曲江新区,科技企业,2022-04-09,6268.21,334,成长期,True,15744.64,2251.29,13,0.1186,False,False,1110.34
高新区,金融服务,2019-10-23,37079.54,92,成熟期,True,166101.08,48601.45,0,0.0248,True,True,20284.8
曲江新区,商贸服务,2019-12-05,1465.32,186,成熟期,False,5249.66,1467.95,1,0.034,False,False,761.5
曲江新区,文化创意,2021-12-11,1287.71,10,成熟期,True,4013.78,624.53,5,0.1265,True,False,237.18
长安区,科技企业,2023-08-04,881.51,41,初创期,True,624.83,-32.54,8,0.1213,True,False,52.41
碑林区,金融服务,2023-05-31,6334.27,83,成长期,True,15313.97,2376.46,3,0.0448,False,True,911.01
长安区,制造业,2019-11-05,7768.36,1173,成熟期,True,28087.65,4214.59,4,0.0239,True,False,3718.18
未央区,制造业,2019-11-16,6121.92,1208,成长期,False,10295.44,1755.19,3,0.0147,False,True,634.46
未央区,制造业,2023-09-01,16934.1,177,成长期,True,31536.37,5242.6,5,0.0108,True,False,2356.28
长安区,制造业,2019-05-29,6537.49,844,成长期,True,12457.87,1389.58,3,0.0154,False,True,873.85
长安区,制造业,2020-08-17,3763.73,589,成长期,True,8459.51,1542.35,0,0.0109,True,False,927.09
高新区,科技企业,2019-04-15,8488.81,395,初创期,True,12163.9,-2074.82,4,0.099,False,True,1760.29
雁塔区,文化创意,2021-03-21,1041.35,63,初创期,False,1062.67,98.2,4,0.1088,True,False,74.28
碑林区,文化创意,2022-11-24,1853.02,87,成熟期,True,7561.58,1390.98,6,0.1219,True,False,1028.98
碑林区,文化创意,2020-08-12,840.14,21,初创期,True,861.14,-140.33,11,0.1258,True,False,73.52
新城区,科技企业,2020-04-24,3476.03,124,成长期,True,8607.23,1693.93,16,0.1192,False,False,1164.29
雁塔区,文化创意,2020-01-15,1054.72,32,成熟期,True,4243.55,1116.76,7,0.1182,False,False,398.53
雁塔区,科技企业,2023-10-03,2740.37,480,成长期,True,7497.09,935.22,20,0.1449,True,False,735.36
曲江新区,文化创意,2020-09-21,684.98,58,初创期,True,795.35,23.91,5,0.1431,False,False,108.08
碑林区,文化创意,2019-07-23,1496.77,58,成长期,True,2571.88,428.0,5,0.0729,True,False,236.38
雁塔区,文化创意,2022-10-08,1278.95,35,成熟期,False,5446.65,1397.46,1,0.0613,False,False,319.83
碑林区,文化创意,2023-01-21,1687.07,25,成长期,True,3551.43,504.56,10,0.0952,True,False,381.82
雁塔区,科技企业,2023-11-21,8229.06,180,成长期,True,17564.35,3436.96,16,0.0804,True,False,2256.52
未央区,商贸服务,2022-07-12,2468.22,156,成熟期,False,9349.39,1538.08,2,0.0364,False,False,977.95
雁塔区,金融服务,2023-09-23,46640.55,244,成长期,True,78460.12,11417.36,5,0.0427,True,False,8268.5
雁塔区,科技企业,2020-12-04,7904.93,436,初创期,True,9117.69,445.06,2,0.0564,False,False,867.18
未央区,制造业,2019-07-20,16111.0,498,成长期,True,33948.8,6057.69,4,0.0171,True,True,3920.64
高新区,科技企业,2023-09-06,6957.72,476,成熟期,False,32730.1,9301.2,18,0.1153,False,False,3371.32
经开区,制造业,2020-04-08,12713.59,1222,成长期,False,36058.39,5732.23,2,0.0401,False,True,2902.09
碑林区,金融服务,2023-05-20,42147.47,83,成熟期,True,210042.58,46286.62,1,0.045,True,True,24378.22
经开区,科技企业,2019-05-02,8535.33,37,成长期,True,21140.68,3405.74,20,0.0804,True,False,1331.92
雁塔区,文化创意,2022-01-13,960.62,20,成长期,True,1915.42,321.03,19,0.086,False,False,142.22
高新区,金融服务,2022-02-07,46464.85,204,成长期,True,123650.65,23885.67,4,0.0143,False,False,10520.56
长安区,制造业,2023-10-30,3219.68,1341,成长期,True,9317.82,1652.44,3,0.0142,False,False,1246.7
高新区,商贸服务,2019-09-30,1119.16,160,成熟期,True,4560.69,1144.4,2,0.0171,False,False,356.27
经开区,制造业,2021-10-19,628.19,1306,成长期,True,1480.16,199.56,0,0.0369,True,False,207.97
碑林区,科技企业,2021-10-15,2722.62,250,成长期,True,4917.17,640.31,14,0.1467,True,False,273.73
未央区,制造业,2021-09-12,19390.74,297,成长期,True,36105.26,6530.87,2,0.0248,False,False,2914.47
未央区,制造业,2020-02-17,17632.88,1578,成熟期,True,80657.19,20891.19,2,0.0288,False,True,5585.29
碑林区,商贸服务,2022-10-12,4611.24,114,成长期,False,7348.93,1251.91,0,0.0204,True,False,976.15
曲江新区,文化创意,2019-10-23,224.19,21,成熟期,False,848.26,213.17,1,0.1085,True,False,73.54
长安区,科技企业,2019-05-14,4801.74,224,成长期,False,11207.72,2051.97,2,0.0574,False,True,1568.76
碑林区,制造业,2019-12-31,15599.01,560,初创期,True,20672.0,1457.0,5,0.0126,False,False,2759.42
曲江新区,文化创意,2023-01-10,1435.46,32,成熟期,True,5014.37,1347.68,14,0.0568,False,False,599.23
新城区,金融服务,2019-12-19,34757.93,236,初创期,False,21258.96,-1457.4,4,0.0341,False,False,2705.33
曲江新区,金融服务,2023-08-24,20941.55,72,成长期,True,53175.47,6558.3,1,0.0112,True,True,5550.45
新城区,商贸服务,2020-06-02,4493.06,34,初创期,True,4804.74,28.71,0,0.0153,True,False,311.14
莲湖区,商贸服务,2021-07-23,3506.9,132,成熟期,False,15738.22,2427.87,1,0.0208,True,False,1498.52
长安区,制造业,2020-05-08,5664.04,1401,初创期,True,6531.35,-113.5,1,0.0328,False,False,792.99
长安区,制造业,2019-01-25,18021.97,174,初创期,True,21756.25,-1707.31,4,0.0258,False,False,1100.21
长安区,制造业,2021-07-11,10548.63,207,成长期,True,21119.75,3158.09,3,0.033,True,False,1766.15
曲江新区,文化创意,2022-04-12,125.97,56,成熟期,True,540.59,132.28,11,0.1257,True,False,48.73
长安区,制造业,2020-07-23,19178.24,1092,成长期,True,40333.85,5818.06,0,0.0454,False,False,5460.23
高新区,金融服务,2023-06-22,46178.58,111,初创期,True,66671.65,-9567.72,2,0.0414,False,True,8332.1
雁塔区,科技企业,2020-11-27,9364.5,238,初创期,True,7827.38,-1300.37,17,0.0855,True,False,773.17
新城区,科技企业,2019-04-23,7053.29,409,初创期,True,9814.32,-137.54,8,0.0607,False,False,805.78
长安区,制造业,2020-05-21,19533.73,642,成长期,True,44949.89,4838.83,0,0.0452,False,True,5588.29
长安区,科技企业,2023-08-25,5467.67,318,成长期,True,16060.29,1966.19,15,0.0818,False,True,1485.26
雁塔区,文化创意,2020-02-04,622.78,25,成熟期,True,2422.94,526.86,9,0.0564,True,False,298.51
莲湖区,制造业,2023-05-28,5210.46,677,初创期,True,4599.81,-632.52,4,0.0375,False,False,518.06
经开区,科技企业,2023-04-13,6825.14,180,初创期,True,8905.31,-305.49,13,0.0879,True,False,926.04
碑林区,文化创意,2021-04-12,1856.26,43,初创期,False,1200.48,-224.85,6,0.1268,False,False,152.13
雁塔区,科技企业,2021-04-01,8969.35,29,成长期,True,20408.12,2642.02,5,0.0858,True,True,2944.81
灞桥区,金融服务,2023-01-31,46073.05,58,初创期,True,31064.26,-5599.17,1,0.0241,True,True,1572.95
碑林区,商贸服务,2021-07-01,1389.89,74,成熟期,True,6177.45,1223.96,1,0.0441,False,False,555.08
新城区,商贸服务,2020-10-25,1219.09,117,成熟期,True,3990.41,1170.82,2,0.0199,True,False,473.47
高新区,科技企业,2022-05-22,4120.56,241,成熟期,True,16714.14,4450.42,19,0.0597,False,False,1197.41
高新区,科技企业,2020-05-12,5541.8,244,初创期,True,3072.91,136.65,7,0.1378,False,False,453.69
长安区,商贸服务,2023-11-09,589.71,189,转型期,True,1706.22,159.23,5,0.0269,True,False,210.8
长安区,制造业,2021-08-17,15220.41,270,成长期,True,27024.99,2851.2,5,0.0493,False,False,3636.49
高新区,科技企业,2023-07-23,7517.16,265,成熟期,True,30997.45,9152.27,16,0.1428,False,True,3114.57
未央区,制造业,2021-09-21,7225.5,1014,初创期,True,4488.44,25.72,0,0.0392,False,False,265.89
经开区,金融服务,2019-06-02,12703.15,275,成长期,True,21582.91,4283.59,3,0.0269,True,False,1446.72
新城区,商贸服务,2020-10-11,2790.0,80,初创期,False,2567.61,-40.49,4,0.0188,False,False,298.92
莲湖区,商贸服务,2023-05-03,837.99,40,初创期,True,481.84,-92.09,3,0.0321,False,False,68.65
高新区,科技企业,2020-12-16,1613.08,165,成长期,True,3497.66,574.2,12,0.0736,True,False,433.17
碑林区,文化创意,2023-03-20,838.68,47,成熟期,True,4077.32,1039.13,11,0.125,True,False,241.48
长安区,制造业,2021-12-08,2852.54,1665,初创期,False,3197.94,-193.89,5,0.0341,True,False,446.8
未央区,制造业,2019-11-27,10658.71,698,初创期,True,6213.32,-1072.06,0,0.0408,False,False,907.73
长安区,商贸服务,2020-12-14,4360.83,84,初创期,False,6159.49,-312.74,3,0.0227,True,False,479.7
高新区,科技企业,2019-06-01,7533.02,176,成长期,True,12263.61,2263.23,14,0.0885,True,True,935.72
高新区,商贸服务,2019-07-29,3832.18,10,初创期,False,4452.51,-567.43,2,0.0445,True,False,612.09
经开区,科技企业,2021-04-21,5123.3,356,成长期,True,12145.48,1918.99,17,0.1193,False,False,786.45
雁塔区,文化创意,2022-01-02,1267.4,69,初创期,False,1377.44,27.98,7,0.1098,False,False,123.95
碑林区,金融服务,2023-01-08,43904.66,75,初创期,True,37497.76,-6868.75,0,0.0251,False,False,3885.78
灞桥区,金融服务,2021-08-13,12135.09,50,初创期,True,6781.15,-122.99,0,0.0276,True,False,747.41
莲湖区,商贸服务,2019-11-04,2178.99,102,成长期,True,6520.37,1053.65,4,0.0423,False,False,820.79
雁塔区,科技企业,2022-06-09,3692.08,70,初创期,True,5329.58,-919.44,9,0.0835,False,False,332.33
碑林区,商贸服务,2022-02-16,1277.48,165,转型期,True,2836.46,214.1,2,0.0182,False,False,326.61
莲湖区,商贸服务,2023-05-10,2230.35,193,转型期,True,8314.0,1233.96,5,0.0298,False,False,937.19
莲湖区,文化创意,2023-08-26,1092.98,82,成熟期,True,5301.06,1420.0,13,0.1304,True,False,602.87
碑林区,金融服务,2023-09-22,29389.14,245,成熟期,True,96510.13,21618.4,1,0.0167,False,True,11608.92
碑林区,商贸服务,2023-02-05,1185.46,143,成长期,True,2214.43,417.45,5,0.0438,False,False,267.21
高新区,科技企业,2019-05-21,2499.93,349,成熟期,True,9210.78,1883.93,14,0.0864,True,False,1183.87
雁塔区,文化创意,2023-11-26,992.36,45,成熟期,False,4732.28,1299.65,11,0.0799,True,False,340.93
碑林区,文化创意,2019-05-02,368.49,8,成熟期,True,1387.61,257.95,8,0.1208,False,False,177.28
雁塔区,制造业,2019-01-06,19993.41,138,成长期,True,47760.77,5569.31,4,0.0498,True,False,5371.41
长安区,制造业,2023-06-11,5085.12,529,初创期,True,6055.71,216.29,2,0.036,False,False,468.14
长安区,制造业,2021-11-09,3997.4,117,成长期,True,8100.52,1331.77,5,0.0428,True,False,843.11
经开区,科技企业,2022-04-02,503.68,337,成长期,True,838.42,93.63,7,0.0685,True,False,48.43
长安区,金融服务,2021-03-08,26433.08,161,初创期,True,19968.43,-3572.38,5,0.0197,False,True,1072.25
莲湖区,金融服务,2022-05-24,48106.92,82,成熟期,True,238353.8,58404.31,4,0.0406,False,False,22619.79
莲湖区,制造业,2019-09-29,7016.84,97,成长期,True,16505.96,2361.09,1,0.0216,True,False,2405.36
未央区,制造业,2019-11-19,2817.71,1034,成熟期,True,13705.27,3438.68,3,0.0465,False,True,790.72
长安区,商贸服务,2020-01-28,1633.51,172,初创期,False,1588.96,-1.02,0,0.0395,True,False,187.25
新城区,金融服务,2021-03-31,42143.82,160,初创期,True,29558.92,-15.24,2,0.0344,True,True,2547.5
曲江新区,文化创意,2021-01-09,1424.11,78,初创期,True,1784.68,-288.18,10,0.1016,False,False,163.43
曲江新区,文化创意,2022-11-23,970.75,40,成长期,False,2534.68,312.86,19,0.1218,False,False,248.77
雁塔区,文化创意,2020-07-28,1907.49,5,成长期,False,5449.95,885.48,14,0.0622,True,False,596.69
曲江新区,文化创意,2021-07-05,1870.8,72,成熟期,False,8833.31,1524.63,18,0.0607,True,False,905.25
经开区,制造业,2020-10-15,17212.3,1193,成熟期,True,72406.83,15182.83,2,0.0114,True,True,3748.14
新城区,金融服务,2022-05-31,13475.03,210,初创期,True,7462.03,-1202.69,4,0.0282,True,False,1030.24
莲湖区,商贸服务,2021-11-20,2744.18,199,初创期,True,3626.5,257.31,0,0.0152,True,False,193.3
未央区,制造业,2021-04-29,9462.32,1011,初创期,True,12888.67,176.75,3,0.0454,False,True,1741.61
未央区,制造业,2021-09-29,16064.09,693,成长期,True,36152.47,5562.38,1,0.0244,True,False,3005.59
碑林区,文化创意,2019-09-10,145.63,29,成长期,True,397.24,57.44,8,0.086,False,False,23.08
碑林区,商贸服务,2022-09-30,4378.03,38,成长期,False,9656.14,1607.54,3,0.0363,True,False,1118.11
长安区,商贸服务,2019-06-01,2041.7,22,成长期,False,3755.27,545.96,4,0.0314,False,False,531.88
未央区,制造业,2021-03-30,8633.06,167,成长期,True,13446.81,2339.59,2,0.0213,False,False,680.14
长安区,制造业,2021-06-09,12520.83,88,初创期,True,12979.12,39.97,1,0.0464,False,True,1247.41
经开区,制造业,2022-03-05,1035.18,591,初创期,True,1464.95,-65.8,1,0.0352,True,False,116.5
碑林区,文化创意,2020-05-29,229.42,12,成长期,False,674.55,106.69,6,0.0789,True,False,45.71
灞桥区,金融服务,2021-12-21,14162.2,153,转型期,True,46470.3,2404.56,0,0.0298,True,True,3185.33
碑林区,金融服务,2021-01-04,18626.4,101,成长期,True,29143.64,5080.62,0,0.0425,False,True,2659.9
碑林区,商贸服务,2020-02-11,4571.99,42,初创期,True,3600.29,-121.77,5,0.0393,True,False,225.67
曲江新区,科技企业,2022-01-24,2044.83,368,初创期,True,1730.07,-86.3,16,0.0724,True,False,104.03
长安区,制造业,2020-03-09,13290.59,1724,初创期,True,10419.96,841.24,2,0.0185,True,False,857.78
曲江新区,金融服务,2021-07-24,2253.05,103,成长期,True,3792.98,566.48,3,0.0226,True,False,516.48
经开区,科技企业,2023-04-26,5328.75,209,成长期,True,14377.21,2485.96,20,0.1143,False,False,2092.67
雁塔区,商贸服务,2023-10-09,1802.36,123,转型期,False,4906.28,459.03,0,0.0412,True,False,550.18
高新区,金融服务,2019-06-16,42149.49,288,成长期,True,70678.16,7833.64,3,0.0362,True,True,8385.27
未央区,制造业,2022-12-13,6544.58,761,成长期,True,12518.97,2325.68,1,0.0435,False,False,862.21
高新区,文化创意,2020-02-03,744.92,61,初创期,False,558.42,23.87,18,0.1331,True,False,46.47
长安区,金融服务,2022-03-22,28894.7,99,成熟期,True,141513.1,28674.33,3,0.0294,False,False,17797.66
灞桥区,商贸服务,2023-04-04,3614.19,147,成长期,True,8255.11,1163.71,4,0.0431,False,False,1077.56
雁塔区,科技企业,2019-04-03,7353.65,425,初创期,True,5794.49,509.94,1,0.115,True,False,315.14
雁塔区,科技企业,2020-10-26,6365.22,55,成长期,True,18162.1,2924.16,17,0.0683,False,True,1376.17
未央区,制造业,2023-08-15,6387.97,356,初创期,True,4404.02,84.58,5,0.0419,False,False,589.67
灞桥区,商贸服务,2021-03-23,1016.2,103,成熟期,True,3422.13,867.03,2,0.019,True,False,344.64
高新区,金融服务,2020-06-17,3343.58,194,成熟期,True,15866.85,3262.68,4,0.0323,False,True,1213.61
新城区,商贸服务,2021-02-14,1908.37,37,成熟期,False,7734.76,1964.41,4,0.0335,False,False,628.4
未央区,文化创意,2023-04-12,1408.94,22,成长期,True,3275.16,612.83,14,0.0903,True,False,456.55
高新区,科技企业,2020-08-21,7219.35,447,成长期,True,15839.56,2321.95,18,0.1256,True,False,2262.11
新城区,商贸服务,2023-03-20,3103.68,169,成长期,False,8408.87,1195.73,2,0.0438,True,False,1241.9
碑林区,文化创意,2019-03-15,934.78,81,成长期,True,1716.95,194.26,4,0.1313,True,False,108.66
新城区,商贸服务,2020-05-27,4968.34,128,成长期,True,9950.12,1779.44,5,0.0119,True,False,709.82
莲湖区,商贸服务,2020-02-07,949.4,182,成长期,True,2112.89,340.78,0,0.0259,False,False,234.9
新城区,商贸服务,2022-04-05,798.26,13,成长期,True,1282.74,248.21,2,0.0367,False,False,79.47
雁塔区,商贸服务,2023-08-22,2112.39,154,初创期,True,2679.88,200.8,5,0.0366,True,False,368.12
曲江新区,文化创意,2019-09-07,868.13,33,成长期,True,1982.26,359.94,5,0.0613,False,False,254.47
雁塔区,科技企业,2022-12-02,5778.21,285,初创期,True,7875.92,-823.47,5,0.0823,True,False,859.77
雁塔区,文化创意,2021-07-07,1228.76,63,初创期,True,886.27,67.83,9,0.1195,True,False,104.62
未央区,金融服务,2020-08-20,28841.2,198,成长期,True,58578.59,9278.39,5,0.037,False,False,8759.72
经开区,制造业,2019-06-05,12291.2,1044,成长期,True,18579.51,2329.01,5,0.0253,True,True,2363.28
曲江新区,科技企业,2022-01-29,4987.97,211,初创期,True,5579.54,209.18,10,0.0686,True,False,492.07
曲江新区,科技企业,2021-10-07,8421.36,414,成长期,True,24345.72,4078.86,18,0.0582,False,True,3330.31
雁塔区,文化创意,2022-08-27,1204.92,41,成熟期,True,4959.62,1328.76,14,0.1387,False,False,625.53
莲湖区,商贸服务,2023-12-04,1316.38,83,成长期,True,3115.23,521.48,0,0.0378,True,False,389.95
未央区,制造业,2019-10-26,8649.89,446,成长期,True,20542.52,3958.27,5,0.0288,False,True,2722.81
经开区,金融服务,2021-03-23,33031.54,234,成长期,True,77287.78,8763.78,3,0.0265,True,False,4677.37
长安区,制造业,2023-03-03,9859.15,1862,成熟期,True,40662.08,11499.86,1,0.0218,True,False,5712.24
未央区,科技企业,2021-05-30,1599.14,346,成长期,True,3358.25,445.89,15,0.1104,True,False,446.19
未央区,科技企业,2023-08-26,7617.52,67,初创期,True,6957.31,-1315.1,9,0.1217,True,False,469.91
曲江新区,文化创意,2020-01-08,1154.43,44,成长期,False,2116.95,358.01,4,0.1242,False,False,222.38
新城区,商贸服务,2022-09-29,1745.9,69,初创期,True,1143.97,-50.06,1,0.0281,True,False,163.46
经开区,制造业,2022-11-04,5328.47,1578,初创期,True,7697.17,-987.65,3,0.0264,True,False,986.47
莲湖区,商贸服务,2020-03-27,2181.97,183,成熟期,True,10421.86,2985.85,2,0.0302,False,False,811.34
高新区,科技企业,2021-02-23,2698.92,192,转型期,True,7731.27,732.24,6,0.0924,False,False,605.9
新城区,金融服务,2022-08-16,21493.91,164,成长期,True,62256.02,12230.96,4,0.0132,False,True,9060.72
莲湖区,制造业,2019-09-01,2287.67,433,成长期,True,3498.39,633.69,2,0.0275,True,False,332.04
新城区,商贸服务,2019-07-18,3504.48,199,成长期,True,10388.72,1542.23,0,0.0186,False,False,870.38
碑林区,文化创意,2022-08-22,483.33,65,成长期,True,1089.06,144.86,5,0.0966,False,False,150.19
新城区,制造业,2019-01-19,4403.35,849,成熟期,True,19697.68,5600.24,5,0.0338,False,False,2328.46
高新区,金融服务,2021-09-16,2167.2,278,成熟期,True,7890.21,1882.31,0,0.0253,False,False,873.19
莲湖区,科技企业,2019-09-06,2016.28,497,成熟期,True,8470.55,1357.97,2,0.0816,False,False,442.0
经开区,制造业,2021-01-12,11729.58,561,初创期,False,10123.31,805.66,1,0.0188,True,False,1491.07
新城区,文化创意,2021-07-05,1153.2,82,初创期,True,870.34,-18.39,10,0.1438,True,False,76.1
未央区,制造业,2019-12-14,14298.74,1071,成熟期,True,45772.01,12584.39,2,0.0153,True,True,4178.79
高新区,科技企业,2023-09-10,3744.96,115,成熟期,True,16393.67,3048.12,14,0.1228,False,True,1228.78
新城区,商贸服务,2021-11-29,2501.44,174,成熟期,True,8593.89,1544.05,1,0.0476,True,False,612.11
高新区,科技企业,2020-05-15,1201.36,312,成长期,True,3005.28,322.21,20,0.1265,False,False,209.24
长安区,制造业,2019-12-22,15126.59,91,成长期,True,38715.41,5257.27,4,0.0148,True,False,5274.06
碑林区,制造业,2021-03-07,1026.02,1583,成长期,False,2606.15,420.73,2,0.0153,True,False,193.63
曲江新区,文化创意,2022-09-06,928.62,80,成长期,True,2728.68,418.74,5,0.0748,True,False,399.81
雁塔区,文化创意,2020-11-05,1785.76,27,成熟期,True,7267.62,1244.56,3,0.1054,False,False,958.37
曲江新区,文化创意,2020-10-27,120.02,88,初创期,True,92.93,5.95,20,0.0751,True,False,11.51
新城区,商贸服务,2019-03-30,3264.42,23,成长期,True,9243.73,954.22,4,0.0192,False,False,933.23
莲湖区,文化创意,2021-04-29,189.74,43,成长期,False,421.02,44.87,11,0.0515,True,False,44.18
曲江新区,文化创意,2020-09-04,438.07,67,成熟期,True,1647.01,465.91,20,0.1252,True,False,184.87
新城区,金融服务,2020-06-16,13457.82,98,成熟期,True,56652.14,13521.89,2,0.031,False,True,4206.46
未央区,制造业,2023-06-08,13124.06,1360,初创期,True,17364.86,-3133.54,1,0.026,True,False,2057.41
曲江新区,制造业,2019-11-12,6093.35,1441,初创期,True,8285.3,-1432.67,0,0.0167,True,False,489.18
高新区,科技企业,2020-07-28,8482.97,356,成长期,True,22873.45,3757.51,10,0.1216,False,False,1377.12
碑林区,商贸服务,2023-12-13,4532.32,130,初创期,False,2719.71,-486.81,3,0.0222,True,False,142.22
长安区,制造业,2023-12-25,2366.8,1167,转型期,True,8025.16,848.85,0,0.03,False,False,974.4
碑林区,文化创意,2022-10-10,155.92,36,成长期,True,368.07,37.03,17,0.149,True,False,43.85
高新区,制造业,2022-02-12,15901.43,1692,成熟期,True,63294.07,12183.81,5,0.0201,True,True,4142.76
高新区,金融服务,2023-06-20,3651.3,175,转型期,True,10166.11,522.92,1,0.0368,True,True,1493.28
曲江新区,文化创意,2021-01-07,1317.97,69,成长期,True,2449.93,319.16,8,0.0974,True,False,180.09
新城区,商贸服务,2023-03-03,1972.55,88,成熟期,True,7413.46,2131.78,5,0.0438,True,False,631.71
新城区,商贸服务,2020-10-17,4477.42,134,成长期,True,12931.89,2043.89,0,0.0184,True,False,1822.82
新城区,金融服务,2021-07-08,16584.75,47,初创期,True,16177.35,1096.95,0,0.0167,True,True,2087.38
未央区,制造业,2022-01-16,5066.9,1355,成长期,True,14916.72,2311.2,4,0.0331,False,True,1013.24
莲湖区,商贸服务,2022-05-11,4059.69,30,成长期,True,6514.6,1226.58,1,0.0447,False,False,707.74
碑林区,文化创意,2021-08-04,78.82,97,成长期,True,182.18,32.64,10,0.1009,True,False,23.86
雁塔区,文化创意,2021-06-03,936.16,55,初创期,True,1396.4,-245.53,6,0.1095,False,False,149.81
曲江新区,文化创意,2023-03-05,1203.12,19,初创期,True,1062.18,11.76,5,0.1284,False,False,77.39
新城区,金融服务,2019-01-08,11012.75,113,成长期,True,23059.34,2735.36,5,0.0208,True,False,2984.52
经开区,科技企业,2023-03-18,541.94,182,成熟期,True,2401.4,662.46,13,0.0732,False,False,335.81
未央区,金融服务,2023-07-11,6782.0,272,成长期,True,16183.41,3180.97,5,0.0464,False,False,1226.65
莲湖区,商贸服务,2022-09-16,471.39,134,初创期,False,453.97,-51.69,0,0.0398,True,False,37.32
碑林区,金融服务,2022-09-20,19363.24,138,初创期,True,25019.22,1466.14,5,0.0283,False,False,3219.56
