date,hour,district,period_type,is_weekend,inflow,outflow,total_flow
2023-02-08,9,经开区,早高峰,False,8.26,5.51,13.76
2023-02-08,9,曲江新区,早高峰,False,7.74,11.6,19.34
2023-02-08,10,新城区,平峰,False,3.18,3.18,6.36
2023-02-08,10,碑林区,平峰,False,3.14,3.14,6.27
2023-02-08,10,莲湖区,平峰,False,4.13,4.13,8.26
2023-02-08,10,雁塔区,平峰,False,2.84,2.84,5.67
2023-02-08,10,未央区,平峰,False,1.87,1.87,3.74
2023-02-08,10,灞桥区,平峰,False,3.17,3.17,6.33
2023-02-08,10,长安区,平峰,False,1.95,1.95,3.9
2023-02-08,10,高新区,平峰,False,3.38,3.38,6.77
2023-02-08,10,经开区,平峰,False,2.38,2.38,4.75
2023-02-08,10,曲江新区,平峰,False,3.4,3.4,6.79
2023-02-08,11,新城区,平峰,False,4.29,4.29,8.58
2023-02-08,11,碑林区,平峰,False,4.15,4.15,8.29
2023-02-08,11,莲湖区,平峰,False,5.02,5.02,10.04
2023-02-08,11,雁塔区,平峰,False,4.4,4.4,8.8
2023-02-08,11,未央区,平峰,False,2.17,2.17,4.33
2023-02-08,11,灞桥区,平峰,False,1.56,1.56,3.11
2023-02-08,11,长安区,平峰,False,3.06,3.06,6.11
2023-02-08,11,高新区,平峰,False,2.29,2.29,4.58
2023-02-08,11,经开区,平峰,False,2.78,2.78,5.56
2023-02-08,11,曲江新区,平峰,False,2.84,2.84,5.68
2023-02-08,12,新城区,平峰,False,6.17,6.17,12.34
2023-02-08,12,碑林区,平峰,False,4.55,4.55,9.1
2023-02-08,12,莲湖区,平峰,False,4.43,4.43,8.86
2023-02-08,12,雁塔区,平峰,False,5.88,5.88,11.77
2023-02-08,12,未央区,平峰,False,3.6,3.6,7.2
2023-02-08,12,灞桥区,平峰,False,1.74,1.74,3.47
2023-02-08,12,长安区,平峰,False,2.98,2.98,5.95
2023-02-08,12,高新区,平峰,False,4.57,4.57,9.15
2023-02-08,12,经开区,平峰,False,2.8,2.8,5.59
2023-02-08,12,曲江新区,平峰,False,3.19,3.19,6.39
2023-02-08,13,新城区,平峰,False,4.63,4.63,9.26
2023-02-08,13,碑林区,平峰,False,4.87,4.87,9.74
2023-02-08,13,莲湖区,平峰,False,3.38,3.38,6.76
2023-02-08,13,雁塔区,平峰,False,5.46,5.46,10.91
2023-02-08,13,未央区,平峰,False,4.16,4.16,8.32
2023-02-08,13,灞桥区,平峰,False,2.49,2.49,4.99
2023-02-08,13,长安区,平峰,False,2.33,2.33,4.66
2023-02-08,13,高新区,平峰,False,5.3,5.3,10.59
2023-02-08,13,经开区,平峰,False,4.04,4.04,8.09
2023-02-08,13,曲江新区,平峰,False,2.51,2.51,5.03
2023-02-08,14,新城区,平峰,False,4.47,4.47,8.94
2023-02-08,14,碑林区,平峰,False,2.67,2.67,5.35
2023-02-08,14,莲湖区,平峰,False,3.39,3.39,6.78
2023-02-08,14,雁塔区,平峰,False,4.99,4.99,9.99
2023-02-08,14,未央区,平峰,False,3.94,3.94,7.88
2023-02-08,14,灞桥区,平峰,False,1.97,1.97,3.95
2023-02-08,14,长安区,平峰,False,3.46,3.46,6.93
2023-02-08,14,高新区,平峰,False,3.52,3.52,7.03
2023-02-08,14,经开区,平峰,False,2.08,2.08,4.16
2023-02-08,14,曲江新区,平峰,False,2.37,2.37,4.74
2023-02-08,15,新城区,平峰,False,3.14,3.14,6.28
2023-02-08,15,碑林区,平峰,False,3.51,3.51,7.02
2023-02-08,15,莲湖区,平峰,False,3.17,3.17,6.34
2023-02-08,15,雁塔区,平峰,False,4.51,4.51,9.02
2023-02-08,15,未央区,平峰,False,3.81,3.81,7.62
2023-02-08,15,灞桥区,平峰,False,2.96,2.96,5.91
2023-02-08,15,长安区,平峰,False,2.05,2.05,4.1
2023-02-08,15,高新区,平峰,False,2.3,2.3,4.6
2023-02-08,15,经开区,平峰,False,3.39,3.39,6.79
2023-02-08,15,曲江新区,平峰,False,2.8,2.8,5.59
2023-02-08,16,新城区,平峰,False,3.08,3.08,6.16
2023-02-08,16,碑林区,平峰,False,4.29,4.29,8.58
2023-02-08,16,莲湖区,平峰,False,3.12,3.12,6.24
2023-02-08,16,雁塔区,平峰,False,4.68,4.68,9.35
2023-02-08,16,未央区,平峰,False,3.93,3.93,7.86
2023-02-08,16,灞桥区,平峰,False,2.45,2.45,4.9
2023-02-08,16,长安区,平峰,False,1.95,1.95,3.9
2023-02-08,16,高新区,平峰,False,4.25,4.25,8.5
2023-02-08,16,经开区,平峰,False,2.07,2.07,4.15
2023-02-08,16,曲江新区,平峰,False,3.91,3.91,7.82
2023-02-08,17,新城区,晚高峰,False,11.17,7.45,18.62
2023-02-08,17,碑林区,晚高峰,False,6.71,4.47,11.18
2023-02-08,17,莲湖区,晚高峰,False,10.26,6.84,17.11
2023-02-08,17,雁塔区,晚高峰,False,6.7,4.46,11.16
2023-02-08,17,未央区,晚高峰,False,4.56,3.04,7.61
2023-02-08,17,灞桥区,晚高峰,False,5.1,3.4,8.51
2023-02-08,17,长安区,晚高峰,False,6.35,4.23,10.58
2023-02-08,17,高新区,晚高峰,False,5.57,8.36,13.93
2023-02-08,17,经开区,晚高峰,False,3.91,5.86,9.77
2023-02-08,17,曲江新区,晚高峰,False,6.59,4.39,10.98
2023-02-08,18,新城区,晚高峰,False,10.28,6.86,17.14
2023-02-08,18,碑林区,晚高峰,False,13.67,9.11,22.78
2023-02-08,18,莲湖区,晚高峰,False,10.7,7.13,17.83
2023-02-08,18,雁塔区,晚高峰,False,8.0,5.33,13.33
2023-02-08,18,未央区,晚高峰,False,6.48,4.32,10.8
2023-02-08,18,灞桥区,晚高峰,False,6.74,4.5,11.24
2023-02-08,18,长安区,晚高峰,False,5.9,3.93,9.83
2023-02-08,18,高新区,晚高峰,False,3.67,5.51,9.18
2023-02-08,18,经开区,晚高峰,False,5.7,8.55,14.25
2023-02-08,18,曲江新区,晚高峰,False,7.77,5.18,12.95
2023-02-08,19,新城区,晚高峰,False,7.69,5.13,12.82
2023-02-08,19,碑林区,晚高峰,False,8.78,5.86,14.64
2023-02-08,19,莲湖区,晚高峰,False,9.91,6.61,16.52
2023-02-08,19,雁塔区,晚高峰,False,11.42,7.61,19.03
2023-02-08,19,未央区,晚高峰,False,8.43,5.62,14.04
2023-02-08,19,灞桥区,晚高峰,False,5.34,3.56,8.9
2023-02-08,19,长安区,晚高峰,False,4.14,2.76,6.9
2023-02-08,19,高新区,晚高峰,False,6.32,9.49,15.81
2023-02-08,19,经开区,晚高峰,False,4.43,6.65,11.08
2023-02-08,19,曲江新区,晚高峰,False,8.88,5.92,14.8
2023-02-08,20,新城区,平峰,False,4.32,4.32,8.64
2023-02-08,20,碑林区,平峰,False,5.3,5.3,10.61
2023-02-08,20,莲湖区,平峰,False,3.65,3.65,7.3
2023-02-08,20,雁塔区,平峰,False,3.25,3.25,6.5
2023-02-08,20,未央区,平峰,False,2.63,2.63,5.25
2023-02-08,20,灞桥区,平峰,False,2.29,2.29,4.58
2023-02-08,20,长安区,平峰,False,2.41,2.41,4.82
2023-02-08,20,高新区,平峰,False,2.69,2.69,5.39
2023-02-08,20,经开区,平峰,False,3.1,3.1,6.21
2023-02-08,20,曲江新区,平峰,False,5.02,5.02,10.05
2023-02-08,21,新城区,平峰,False,3.76,3.76,7.51
2023-02-08,21,碑林区,平峰,False,4.78,4.78,9.56
2023-02-08,21,莲湖区,平峰,False,2.97,2.97,5.94
2023-02-08,21,雁塔区,平峰,False,2.29,2.29,4.58
2023-02-08,21,未央区,平峰,False,3.08,3.08,6.15
2023-02-08,21,灞桥区,平峰,False,1.55,1.55,3.1
2023-02-08,21,长安区,平峰,False,2.38,2.38,4.76
2023-02-08,21,高新区,平峰,False,2.37,2.37,4.74
2023-02-08,21,经开区,平峰,False,1.61,1.61,3.22
2023-02-08,21,曲江新区,平峰,False,2.48,2.48,4.96
2023-02-08,22,新城区,平峰,False,5.66,5.66,11.32
2023-02-08,22,碑林区,平峰,False,3.33,3.33,6.65
2023-02-08,22,莲湖区,平峰,False,2.93,2.93,5.85
2023-02-08,22,雁塔区,平峰,False,4.28,4.28,8.56
2023-02-08,22,未央区,平峰,False,3.03,3.03,6.07
2023-02-08,22,灞桥区,平峰,False,2.4,2.4,4.81
2023-02-08,22,长安区,平峰,False,2.2,2.2,4.41
2023-02-08,22,高新区,平峰,False,3.14,3.14,6.27
2023-02-08,22,经开区,平峰,False,2.45,2.45,4.91
2023-02-08,22,曲江新区,平峰,False,2.36,2.36,4.71
2023-02-08,23,新城区,平峰,False,3.32,3.32,6.65
2023-02-08,23,碑林区,平峰,False,3.95,3.95,7.9
2023-02-08,23,莲湖区,平峰,False,3.06,3.06,6.13
2023-02-08,23,雁塔区,平峰,False,3.95,3.95,7.91
2023-02-08,23,未央区,平峰,False,2.67,2.67,5.35
2023-02-08,23,灞桥区,平峰,False,2.12,2.12,4.25
2023-02-08,23,长安区,平峰,False,3.04,3.04,6.08
2023-02-08,23,高新区,平峰,False,3.5,3.5,7.0
2023-02-08,23,经开区,平峰,False,4.0,4.0,8.01
2023-02-08,23,曲江新区,平峰,False,3.89,3.89,7.78
2023-02-09,0,新城区,平峰,False,0.72,0.72,1.43
2023-02-09,0,碑林区,平峰,False,1.42,1.42,2.84
2023-02-09,0,莲湖区,平峰,False,1.49,1.49,2.98
2023-02-09,0,雁塔区,平峰,False,0.89,0.89,1.79
2023-02-09,0,未央区,平峰,False,0.75,0.75,1.5
2023-02-09,0,灞桥区,平峰,False,0.53,0.53,1.06
2023-02-09,0,长安区,平峰,False,0.69,0.69,1.37
2023-02-09,0,高新区,平峰,False,0.84,0.84,1.68
2023-02-09,0,经开区,平峰,False,0.97,0.97,1.94
2023-02-09,0,曲江新区,平峰,False,0.78,0.78,1.55
2023-02-09,1,新城区,平峰,False,1.29,1.29,2.58
2023-02-09,1,碑林区,平峰,False,1.22,1.22,2.45
2023-02-09,1,莲湖区,平峰,False,1.69,1.69,3.38
2023-02-09,1,雁塔区,平峰,False,1.18,1.18,2.36
2023-02-09,1,未央区,平峰,False,0.95,0.95,1.9
2023-02-09,1,灞桥区,平峰,False,0.87,0.87,1.75
2023-02-09,1,长安区,平峰,False,0.72,0.72,1.45
2023-02-09,1,高新区,平峰,False,1.26,1.26,2.53
2023-02-09,1,经开区,平峰,False,0.8,0.8,1.6
2023-02-09,1,曲江新区,平峰,False,0.86,0.86,1.73
2023-02-09,2,新城区,平峰,False,1.09,1.09,2.19
2023-02-09,2,碑林区,平峰,False,1.59,1.59,3.17
2023-02-09,2,莲湖区,平峰,False,1.69,1.69,3.39
2023-02-09,2,雁塔区,平峰,False,1.23,1.23,2.47
2023-02-09,2,未央区,平峰,False,1.15,1.15,2.3
2023-02-09,2,灞桥区,平峰,False,0.73,0.73,1.46
2023-02-09,2,长安区,平峰,False,0.99,0.99,1.97
2023-02-09,2,高新区,平峰,False,1.0,1.0,2.0
2023-02-09,2,经开区,平峰,False,0.79,0.79,1.59
2023-02-09,2,曲江新区,平峰,False,0.63,0.63,1.27
2023-02-09,3,新城区,平峰,False,1.05,1.05,2.1
2023-02-09,3,碑林区,平峰,False,0.88,0.88,1.75
2023-02-09,3,莲湖区,平峰,False,0.81,0.81,1.62
2023-02-09,3,雁塔区,平峰,False,1.08,1.08,2.15
2023-02-09,3,未央区,平峰,False,1.06,1.06,2.12
2023-02-09,3,灞桥区,平峰,False,0.6,0.6,1.21
2023-02-09,3,长安区,平峰,False,0.62,0.62,1.24
2023-02-09,3,高新区,平峰,False,0.77,0.77,1.54
2023-02-09,3,经开区,平峰,False,0.66,0.66,1.31
2023-02-09,3,曲江新区,平峰,False,1.04,1.04,2.08
2023-02-09,4,新城区,平峰,False,1.49,1.49,2.98
2023-02-09,4,碑林区,平峰,False,0.92,0.92,1.85
2023-02-09,4,莲湖区,平峰,False,1.14,1.14,2.28
2023-02-09,4,雁塔区,平峰,False,1.39,1.39,2.78
2023-02-09,4,未央区,平峰,False,0.92,0.92,1.84
2023-02-09,4,灞桥区,平峰,False,0.62,0.62,1.24
2023-02-09,4,长安区,平峰,False,0.69,0.69,1.37
2023-02-09,4,高新区,平峰,False,0.88,0.88,1.77
2023-02-09,4,经开区,平峰,False,0.83,0.83,1.65
2023-02-09,4,曲江新区,平峰,False,0.65,0.65,1.31
2023-02-09,5,新城区,平峰,False,0.7,0.7,1.39
2023-02-09,5,碑林区,平峰,False,0.87,0.87,1.74
2023-02-09,5,莲湖区,平峰,False,1.24,1.24,2.48
2023-02-09,5,雁塔区,平峰,False,1.26,1.26,2.51
2023-02-09,5,未央区,平峰,False,1.01,1.01,2.02
2023-02-09,5,灞桥区,平峰,False,0.49,0.49,0.99
2023-02-09,5,长安区,平峰,False,0.58,0.58,1.16
2023-02-09,5,高新区,平峰,False,0.78,0.78,1.56
2023-02-09,5,经开区,平峰,False,1.2,1.2,2.41
2023-02-09,5,曲江新区,平峰,False,1.01,1.01,2.03
2023-02-09,6,新城区,平峰,False,3.54,3.54,7.09
2023-02-09,6,碑林区,平峰,False,5.34,5.34,10.68
2023-02-09,6,莲湖区,平峰,False,4.74,4.74,9.48
2023-02-09,6,雁塔区,平峰,False,1.87,1.87,3.74
2023-02-09,6,未央区,平峰,False,2.24,2.24,4.49
2023-02-09,6,灞桥区,平峰,False,2.7,2.7,5.4
2023-02-09,6,长安区,平峰,False,2.76,2.76,5.51
2023-02-09,6,高新区,平峰,False,2.12,2.12,4.24
2023-02-09,6,经开区,平峰,False,3.16,3.16,6.32
2023-02-09,6,曲江新区,平峰,False,2.29,2.29,4.58
2023-02-09,7,新城区,早高峰,False,6.62,9.93,16.54
2023-02-09,7,碑林区,早高峰,False,6.58,9.87,16.45
2023-02-09,7,莲湖区,早高峰,False,7.75,11.62,19.36
2023-02-09,7,雁塔区,早高峰,False,7.15,10.72,17.87
2023-02-09,7,未央区,早高峰,False,5.03,7.55,12.59
2023-02-09,7,灞桥区,早高峰,False,3.94,5.91,9.85
2023-02-09,7,长安区,早高峰,False,5.41,8.11,13.52
2023-02-09,7,高新区,早高峰,False,8.92,5.94,14.86
2023-02-09,7,经开区,早高峰,False,8.13,5.42,13.55
2023-02-09,7,曲江新区,早高峰,False,5.21,7.81,13.02
2023-02-09,8,新城区,早高峰,False,8.85,13.28,22.13
2023-02-09,8,碑林区,早高峰,False,12.84,19.26,32.1
2023-02-09,8,莲湖区,早高峰,False,5.4,8.1,13.5
2023-02-09,8,雁塔区,早高峰,False,7.88,11.82,19.7
2023-02-09,8,未央区,早高峰,False,5.67,8.5,14.16
2023-02-09,8,灞桥区,早高峰,False,4.32,6.49,10.81
2023-02-09,8,长安区,早高峰,False,4.55,6.82,11.37
2023-02-09,8,高新区,早高峰,False,8.08,5.38,13.46
2023-02-09,8,经开区,早高峰,False,7.77,5.18,12.95
2023-02-09,8,曲江新区,早高峰,False,4.7,7.05,11.75
2023-02-09,9,新城区,早高峰,False,8.81,13.22,22.03
2023-02-09,9,碑林区,早高峰,False,9.25,13.88,23.13
2023-02-09,9,莲湖区,早高峰,False,6.64,9.96,16.6
2023-02-09,9,雁塔区,早高峰,False,7.21,10.82,18.03
2023-02-09,9,未央区,早高峰,False,5.67,8.51,14.18
2023-02-09,9,灞桥区,早高峰,False,6.54,9.81,16.36
2023-02-09,9,长安区,早高峰,False,6.79,10.19,16.98
2023-02-09,9,高新区,早高峰,False,10.35,6.9,17.26
2023-02-09,9,经开区,早高峰,False,7.55,5.04,12.59
2023-02-09,9,曲江新区,早高峰,False,6.79,10.18,16.97
2023-02-09,10,新城区,平峰,False,2.86,2.86,5.73
2023-02-09,10,碑林区,平峰,False,4.28,4.28,8.56
2023-02-09,10,莲湖区,平峰,False,2.82,2.82,5.65
2023-02-09,10,雁塔区,平峰,False,3.42,3.42,6.84
2023-02-09,10,未央区,平峰,False,2.54,2.54,5.08
2023-02-09,10,灞桥区,平峰,False,1.55,1.55,3.11
2023-02-09,10,长安区,平峰,False,2.25,2.25,4.5
2023-02-09,10,高新区,平峰,False,2.51,2.51,5.03
2023-02-09,10,经开区,平峰,False,2.78,2.78,5.55
2023-02-09,10,曲江新区,平峰,False,2.75,2.75,5.5
2023-02-09,11,新城区,平峰,False,4.48,4.48,8.96
2023-02-09,11,碑林区,平峰,False,4.0,4.0,8.01
2023-02-09,11,莲湖区,平峰,False,2.62,2.62,5.25
2023-02-09,11,雁塔区,平峰,False,4.01,4.01,8.02
2023-02-09,11,未央区,平峰,False,2.67,2.67,5.34
2023-02-09,11,灞桥区,平峰,False,2.09,2.09,4.18
2023-02-09,11,长安区,平峰,False,1.82,1.82,3.64
2023-02-09,11,高新区,平峰,False,4.59,4.59,9.19
2023-02-09,11,经开区,平峰,False,3.43,3.43,6.86
2023-02-09,11,曲江新区,平峰,False,3.16,3.16,6.32
2023-02-09,12,新城区,平峰,False,3.09,3.09,6.18
2023-02-09,12,碑林区,平峰,False,7.8,7.8,15.61
2023-02-09,12,莲湖区,平峰,False,3.17,3.17,6.34
2023-02-09,12,雁塔区,平峰,False,4.02,4.02,8.03
2023-02-09,12,未央区,平峰,False,2.52,2.52,5.03
2023-02-09,12,灞桥区,平峰,False,3.15,3.15,6.3
2023-02-09,12,长安区,平峰,False,3.22,3.22,6.44
2023-02-09,12,高新区,平峰,False,5.23,5.23,10.45
2023-02-09,12,经开区,平峰,False,4.01,4.01,8.01
2023-02-09,12,曲江新区,平峰,False,4.14,4.14,8.27
2023-02-09,13,新城区,平峰,False,3.28,3.28,6.56
2023-02-09,13,碑林区,平峰,False,7.05,7.05,14.1
2023-02-09,13,莲湖区,平峰,False,4.17,4.17,8.34
2023-02-09,13,雁塔区,平峰,False,3.59,3.59,7.18
2023-02-09,13,未央区,平峰,False,4.98,4.98,9.96
2023-02-09,13,灞桥区,平峰,False,1.78,1.78,3.57
2023-02-09,13,长安区,平峰,False,1.76,1.76,3.51
2023-02-09,13,高新区,平峰,False,3.04,3.04,6.07
2023-02-09,13,经开区,平峰,False,4.55,4.55,9.1
2023-02-09,13,曲江新区,平峰,False,2.97,2.97,5.93
2023-02-09,14,新城区,平峰,False,3.46,3.46,6.91
2023-02-09,14,碑林区,平峰,False,3.2,3.2,6.4
2023-02-09,14,莲湖区,平峰,False,2.82,2.82,5.65
2023-02-09,14,雁塔区,平峰,False,4.57,4.57,9.15
2023-02-09,14,未央区,平峰,False,1.97,1.97,3.93
2023-02-09,14,灞桥区,平峰,False,1.88,1.88,3.76
2023-02-09,14,长安区,平峰,False,2.71,2.71,5.43
2023-02-09,14,高新区,平峰,False,2.32,2.32,4.64
2023-02-09,14,经开区,平峰,False,2.32,2.32,4.65
2023-02-09,14,曲江新区,平峰,False,2.94,2.94,5.89
2023-02-09,15,新城区,平峰,False,5.7,5.7,11.4
2023-02-09,15,碑林区,平峰,False,4.17,4.17,8.33
2023-02-09,15,莲湖区,平峰,False,5.04,5.04,10.08
2023-02-09,15,雁塔区,平峰,False,2.24,2.24,4.48
2023-02-09,15,未央区,平峰,False,3.63,3.63,7.27
2023-02-09,15,灞桥区,平峰,False,2.07,2.07,4.15
2023-02-09,15,长安区,平峰,False,2.58,2.58,5.16
2023-02-09,15,高新区,平峰,False,3.73,3.73,7.46
2023-02-09,15,经开区,平峰,False,2.51,2.51,5.02
2023-02-09,15,曲江新区,平峰,False,3.46,3.46,6.93
2023-02-09,16,新城区,平峰,False,2.71,2.71,5.43
2023-02-09,16,碑林区,平峰,False,5.27,5.27,10.55
2023-02-09,16,莲湖区,平峰,False,3.74,3.74,7.49
2023-02-09,16,雁塔区,平峰,False,4.24,4.24,8.47
2023-02-09,16,未央区,平峰,False,2.83,2.83,5.67
2023-02-09,16,灞桥区,平峰,False,2.07,2.07,4.14
2023-02-09,16,长安区,平峰,False,2.05,2.05,4.11
2023-02-09,16,高新区,平峰,False,1.93,1.93,3.87
2023-02-09,16,经开区,平峰,False,2.74,2.74,5.48
2023-02-09,16,曲江新区,平峰,False,3.83,3.83,7.66
2023-02-09,17,新城区,晚高峰,False,8.56,5.71,14.27
2023-02-09,17,碑林区,晚高峰,False,8.7,5.8,14.5
2023-02-09,17,莲湖区,晚高峰,False,10.78,7.19,17.97
2023-02-09,17,雁塔区,晚高峰,False,9.3,6.2,15.5
2023-02-09,17,未央区,晚高峰,False,7.16,4.77,11.93
2023-02-09,17,灞桥区,晚高峰,False,6.94,4.62,11.56
2023-02-09,17,长安区,晚高峰,False,7.08,4.72,11.8
2023-02-09,17,高新区,晚高峰,False,4.22,6.34,10.56
2023-02-09,17,经开区,晚高峰,False,4.86,7.28,12.14
2023-02-09,17,曲江新区,晚高峰,False,9.17,6.12,15.29
2023-02-09,18,新城区,晚高峰,False,8.18,5.45,13.63
2023-02-09,18,碑林区,晚高峰,False,11.12,7.42,18.54
2023-02-09,18,莲湖区,晚高峰,False,9.67,6.45,16.12
2023-02-09,18,雁塔区,晚高峰,False,8.78,5.85,14.63
2023-02-09,18,未央区,晚高峰,False,6.87,4.58,11.45
2023-02-09,18,灞桥区,晚高峰,False,4.01,2.68,6.69
2023-02-09,18,长安区,晚高峰,False,5.42,3.61,9.03
2023-02-09,18,高新区,晚高峰,False,6.58,9.87,16.44
2023-02-09,18,经开区,晚高峰,False,5.36,8.05,13.41
2023-02-09,18,曲江新区,晚高峰,False,7.54,5.03,12.57
2023-02-09,19,新城区,晚高峰,False,12.64,8.43,21.07
2023-02-09,19,碑林区,晚高峰,False,10.4,6.93,17.33
2023-02-09,19,莲湖区,晚高峰,False,9.51,6.34,15.85
2023-02-09,19,雁塔区,晚高峰,False,9.6,6.4,16.01
2023-02-09,19,未央区,晚高峰,False,5.06,3.37,8.43
2023-02-09,19,灞桥区,晚高峰,False,6.7,4.47,11.16
2023-02-09,19,长安区,晚高峰,False,5.72,3.81,9.53
2023-02-09,19,高新区,晚高峰,False,4.26,6.39,10.65
2023-02-09,19,经开区,晚高峰,False,5.38,8.07,13.45
2023-02-09,19,曲江新区,晚高峰,False,7.47,4.98,12.45
2023-02-09,20,新城区,平峰,False,4.15,4.15,8.31
2023-02-09,20,碑林区,平峰,False,5.13,5.13,10.26
2023-02-09,20,莲湖区,平峰,False,2.96,2.96,5.92
2023-02-09,20,雁塔区,平峰,False,3.93,3.93,7.87
2023-02-09,20,未央区,平峰,False,2.64,2.64,5.29
2023-02-09,20,灞桥区,平峰,False,1.34,1.34,2.69
2023-02-09,20,长安区,平峰,False,3.33,3.33,6.66
2023-02-09,20,高新区,平峰,False,2.77,2.77,5.53
2023-02-09,20,经开区,平峰,False,1.52,1.52,3.05
2023-02-09,20,曲江新区,平峰,False,2.89,2.89,5.77
2023-02-09,21,新城区,平峰,False,2.12,2.12,4.24
2023-02-09,21,碑林区,平峰,False,5.66,5.66,11.32
2023-02-09,21,莲湖区,平峰,False,4.25,4.25,8.51
2023-02-09,21,雁塔区,平峰,False,3.25,3.25,6.5
2023-02-09,21,未央区,平峰,False,3.02,3.02,6.03
2023-02-09,21,灞桥区,平峰,False,2.39,2.39,4.77
2023-02-09,21,长安区,平峰,False,2.04,2.04,4.07
2023-02-09,21,高新区,平峰,False,2.7,2.7,5.4
2023-02-09,21,经开区,平峰,False,2.81,2.81,5.61
2023-02-09,21,曲江新区,平峰,False,3.6,3.6,7.2
2023-02-09,22,新城区,平峰,False,5.08,5.08,10.15
2023-02-09,22,碑林区,平峰,False,3.62,3.62,7.23
2023-02-09,22,莲湖区,平峰,False,4.48,4.48,8.96
2023-02-09,22,雁塔区,平峰,False,4.03,4.03,8.07
2023-02-09,22,未央区,平峰,False,3.65,3.65,7.3
2023-02-09,22,灞桥区,平峰,False,1.75,1.75,3.49
2023-02-09,22,长安区,平峰,False,2.23,2.23,4.46
2023-02-09,22,高新区,平峰,False,3.74,3.74,7.48
2023-02-09,22,经开区,平峰,False,3.39,3.39,6.79
2023-02-09,22,曲江新区,平峰,False,2.23,2.23,4.47
2023-02-09,23,新城区,平峰,False,3.76,3.76,7.51
2023-02-09,23,碑林区,平峰,False,3.21,3.21,6.41
2023-02-09,23,莲湖区,平峰,False,4.73,4.73,9.46
2023-02-09,23,雁塔区,平峰,False,2.4,2.4,4.81
2023-02-09,23,未央区,平峰,False,2.5,2.5,4.99
2023-02-09,23,灞桥区,平峰,False,2.89,2.89,5.78
2023-02-09,23,长安区,平峰,False,2.73,2.73,5.46
2023-02-09,23,高新区,平峰,False,2.08,2.08,4.16
2023-02-09,23,经开区,平峰,False,2.85,2.85,5.71
2023-02-09,23,曲江新区,平峰,False,2.86,2.86,5.72
2023-02-10,0,新城区,平峰,False,0.92,0.92,1.84
2023-02-10,0,碑林区,平峰,False,1.27,1.27,2.55
2023-02-10,0,莲湖区,平峰,False,1.69,1.69,3.39
2023-02-10,0,雁塔区,平峰,False,1.05,1.05,2.1
2023-02-10,0,未央区,平峰,False,0.81,0.81,1.61
2023-02-10,0,灞桥区,平峰,False,0.52,0.52,1.05
2023-02-10,0,长安区,平峰,False,0.61,0.61,1.22
2023-02-10,0,高新区,平峰,False,0.95,0.95,1.91
2023-02-10,0,经开区,平峰,False,1.02,1.02,2.03
2023-02-10,0,曲江新区,平峰,False,0.83,0.83,1.65
2023-02-10,1,新城区,平峰,False,0.82,0.82,1.64
2023-02-10,1,碑林区,平峰,False,1.17,1.17,2.34
2023-02-10,1,莲湖区,平峰,False,1.02,1.02,2.04
2023-02-10,1,雁塔区,平峰,False,1.18,1.18,2.36
2023-02-10,1,未央区,平峰,False,1.26,1.26,2.51
2023-02-10,1,灞桥区,平峰,False,0.7,0.7,1.4
2023-02-10,1,长安区,平峰,False,1.01,1.01,2.02
2023-02-10,1,高新区,平峰,False,1.13,1.13,2.27
2023-02-10,1,经开区,平峰,False,0.53,0.53,1.05
2023-02-10,1,曲江新区,平峰,False,0.87,0.87,1.74
2023-02-10,2,新城区,平峰,False,0.91,0.91,1.83
2023-02-10,2,碑林区,平峰,False,0.84,0.84,1.67
2023-02-10,2,莲湖区,平峰,False,1.31,1.31,2.61
2023-02-10,2,雁塔区,平峰,False,1.33,1.33,2.66
2023-02-10,2,未央区,平峰,False,0.5,0.5,1.0
2023-02-10,2,灞桥区,平峰,False,0.48,0.48,0.95
2023-02-10,2,长安区,平峰,False,0.62,0.62,1.24
2023-02-10,2,高新区,平峰,False,0.85,0.85,1.7
2023-02-10,2,经开区,平峰,False,1.17,1.17,2.33
2023-02-10,2,曲江新区,平峰,False,0.64,0.64,1.28
2023-02-10,3,新城区,平峰,False,1.3,1.3,2.6
2023-02-10,3,碑林区,平峰,False,0.9,0.9,1.8
2023-02-10,3,莲湖区,平峰,False,1.22,1.22,2.43
2023-02-10,3,雁塔区,平峰,False,0.59,0.59,1.18
2023-02-10,3,未央区,平峰,False,0.57,0.57,1.14
2023-02-10,3,灞桥区,平峰,False,0.53,0.53,1.06
2023-02-10,3,长安区,平峰,False,0.54,0.54,1.08
2023-02-10,3,高新区,平峰,False,1.14,1.14,2.29
2023-02-10,3,经开区,平峰,False,0.67,0.67,1.34
2023-02-10,3,曲江新区,平峰,False,0.69,0.69,1.38
2023-02-10,4,新城区,平峰,False,1.28,1.28,2.57
2023-02-10,4,碑林区,平峰,False,1.33,1.33,2.66
2023-02-10,4,莲湖区,平峰,False,1.5,1.5,3.0
2023-02-10,4,雁塔区,平峰,False,0.94,0.94,1.87
2023-02-10,4,未央区,平峰,False,0.6,0.6,1.21
2023-02-10,4,灞桥区,平峰,False,0.48,0.48,0.95
2023-02-10,4,长安区,平峰,False,0.81,0.81,1.62
2023-02-10,4,高新区,平峰,False,0.67,0.67,1.35
2023-02-10,4,经开区,平峰,False,0.77,0.77,1.54
2023-02-10,4,曲江新区,平峰,False,0.79,0.79,1.58
2023-02-10,5,新城区,平峰,False,1.43,1.43,2.85
