district,entity_type,facility_area,enterprise_count,occupancy_rate,service_types,project_field,total_funding,success_rate,patent_applications,talent_count,industry_cooperation,annual_events,govt_support,establishment_date
碑林区,众创空间,3234.48,33,0.82,"['创业培训', '联合办公']",文创设计,31498.32,0.23,16,185,6,17,851.76,2022-10-14
灞桥区,科技园区,51266.42,124,0.69,"['研发支持', '产业集群', '人才服务']",新能源,273023.77,0.23,141,629,11,24,739.96,2020-11-07
经开区,孵化器,11067.02,82,0.9,"['政策咨询', '投融资服务', '创业辅导', '场地服务']",新能源,491283.72,0.38,77,476,15,24,489.42,2021-03-04
经开区,科技园区,83234.17,131,0.65,"['产业集群', '研发支持', '知识产权', '人才服务']",新能源,410130.7,0.38,72,958,18,18,888.79,2021-12-27
新城区,众创空间,3850.27,45,0.88,"['联合办公', '创业培训']",人工智能,26941.94,0.16,89,234,14,18,355.62,2021-02-06
碑林区,众创空间,4503.27,48,0.79,"['资源对接', '联合办公', '创业培训']",文创设计,53116.83,0.23,57,305,5,23,889.21,2019-01-16
未央区,孵化器,9863.21,91,0.61,"['投融资服务', '场地服务', '创业辅导']",智能制造,904709.1,0.28,63,593,7,4,661.07,2019-06-23
新城区,众创空间,3908.31,50,0.9,"['创业培训', '资源对接']",文创设计,55877.92,0.18,53,257,17,4,915.44,2022-05-20
高新区,众创空间,3500.46,33,0.81,"['资源对接', '联合办公', '创业培训']",生物医药,81611.58,0.33,38,112,17,8,676.61,2022-02-11
经开区,科技园区,155213.59,161,0.76,"['研发支持', '知识产权', '人才服务']",新能源,201169.93,0.38,131,1244,14,16,876.62,2021-10-16
碑林区,科技园区,151438.21,149,0.87,"['产业集群', '知识产权', '研发支持', '人才服务']",文创设计,280266.91,0.23,280,753,11,7,227.21,2021-11-01
高新区,科技园区,161062.8,474,0.8,"['研发支持', '产业集群', '人才服务']",生物医药,681660.21,0.33,877,3270,12,15,701.68,2020-11-17
灞桥区,众创空间,1955.06,22,0.9,"['创业培训', '联合办公', '资源对接']",新能源,103626.59,0.23,17,176,12,8,153.93,2022-05-25
灞桥区,孵化器,6846.43,80,0.74,"['场地服务', '投融资服务']",文创设计,148523.55,0.23,41,628,8,20,661.31,2020-04-01
经开区,科技园区,108000.13,424,0.61,"['产业集群', '研发支持', '知识产权', '人才服务']",人工智能,441790.0,0.34,677,2643,5,4,884.5,2019-04-06
新城区,众创空间,3369.9,29,0.82,"['创业培训', '资源对接', '联合办公']",文创设计,35904.68,0.18,48,212,13,10,589.18,2020-11-02
高新区,孵化器,19823.65,36,0.77,"['创业辅导', '政策咨询', '场地服务', '投融资服务']",电子商务,99216.02,0.47,22,236,14,22,973.32,2019-05-08
经开区,孵化器,16443.85,66,0.86,"['政策咨询', '创业辅导', '投融资服务', '场地服务']",文创设计,86442.98,0.38,43,358,12,8,104.27,2020-05-22
雁塔区,众创空间,3084.58,13,0.83,"['资源对接', '创业培训', '联合办公']",文创设计,16785.53,0.36,9,56,8,24,175.75,2021-07-30
未央区,孵化器,18071.65,92,0.77,"['创业辅导', '政策咨询']",电子商务,43829.75,0.35,162,566,13,13,758.29,2023-09-24
长安区,科技园区,107092.14,430,0.76,"['知识产权', '研发支持']",人工智能,1139422.99,0.34,712,3275,13,14,928.88,2019-07-18
曲江新区,孵化器,6326.67,44,0.93,"['创业辅导', '政策咨询']",文创设计,16456.89,0.34,54,315,8,16,990.84,2022-11-24
碑林区,众创空间,4606.99,28,0.93,"['联合办公', '资源对接']",智能制造,69288.75,0.2,49,98,11,13,283.81,2019-08-15
高新区,科技园区,75809.69,318,0.86,"['知识产权', '人才服务', '研发支持']",新能源,1255221.16,0.43,176,1840,7,6,851.2,2020-08-21
曲江新区,孵化器,8307.68,84,0.68,"['创业辅导', '政策咨询']",文创设计,97088.77,0.34,117,487,10,18,558.37,2019-06-22
莲湖区,众创空间,4614.38,21,0.79,"['联合办公', '资源对接', '创业培训']",人工智能,93845.48,0.16,11,147,17,17,137.43,2023-11-22
雁塔区,众创空间,2345.25,38,0.88,"['资源对接', '创业培训', '联合办公']",电子商务,49740.8,0.4,36,198,18,7,193.72,2022-03-19
经开区,孵化器,8004.75,56,0.62,"['投融资服务', '创业辅导']",新能源,227991.58,0.38,83,247,17,9,370.38,2019-05-09
经开区,孵化器,10558.87,65,0.93,"['政策咨询', '场地服务', '创业辅导']",智能制造,125546.38,0.34,107,258,18,8,162.29,2023-10-07
新城区,众创空间,3869.3,24,0.81,"['联合办公', '资源对接']",新能源,137700.47,0.18,27,124,7,20,588.36,2019-04-28
经开区,孵化器,8827.65,55,0.71,"['场地服务', '投融资服务', '政策咨询', '创业辅导']",智能制造,404541.04,0.34,110,206,9,9,146.52,2023-11-11
长安区,科技园区,180894.14,224,0.81,"['知识产权', '人才服务']",生物医药,370103.25,0.3,137,996,16,10,703.34,2023-05-14
长安区,科技园区,62025.22,281,0.91,"['研发支持', '产业集群', '人才服务', '知识产权']",电子商务,838960.18,0.42,381,1512,10,9,683.06,2023-11-24
灞桥区,孵化器,15893.36,84,0.84,"['创业辅导', '政策咨询', '场地服务']",智能制造,579160.26,0.2,122,296,7,22,738.36,2020-05-10
长安区,科技园区,193973.06,469,0.81,"['人才服务', '产业集群']",智能制造,2939415.39,0.34,425,1610,5,20,192.93,2021-10-14
碑林区,众创空间,2216.17,31,0.63,"['创业培训', '资源对接', '联合办公']",新能源,79049.23,0.23,51,137,12,14,395.57,2020-02-17
经开区,孵化器,10203.14,33,0.94,"['场地服务', '创业辅导', '政策咨询']",智能制造,73615.93,0.34,18,247,5,9,719.86,2021-11-17
莲湖区,众创空间,2959.37,37,0.69,"['资源对接', '创业培训']",电子商务,72583.6,0.2,52,285,12,15,822.98,2020-12-16
高新区,孵化器,9689.98,69,0.76,"['场地服务', '投融资服务']",智能制造,509464.23,0.38,64,435,14,21,307.57,2022-10-13
经开区,科技园区,107288.17,450,0.77,"['研发支持', '知识产权', '人才服务']",智能制造,3992885.84,0.34,890,3594,5,4,667.86,2021-03-09
长安区,科技园区,52180.78,322,0.73,"['研发支持', '人才服务']",智能制造,2223451.23,0.34,642,2566,5,6,403.37,2020-01-28
经开区,孵化器,11252.78,60,0.73,"['投融资服务', '政策咨询']",新能源,145545.9,0.38,115,449,12,17,576.36,2021-01-07
曲江新区,孵化器,5290.87,59,0.93,"['创业辅导', '场地服务', '投融资服务']",智能制造,364280.61,0.3,54,375,10,17,936.77,2021-08-01
高新区,孵化器,7413.85,41,0.8,"['投融资服务', '创业辅导', '场地服务']",生物医药,254204.22,0.33,54,178,12,10,171.76,2019-07-30
高新区,科技园区,110084.34,380,0.89,"['知识产权', '人才服务', '研发支持']",文创设计,255212.7,0.43,484,1929,7,17,616.01,2021-09-30
高新区,孵化器,19573.5,33,0.9,"['投融资服务', '政策咨询', '创业辅导', '场地服务']",人工智能,147076.04,0.38,29,178,17,10,901.11,2022-12-07
雁塔区,众创空间,2918.23,35,0.88,"['联合办公', '创业培训']",文创设计,22468.77,0.36,19,236,9,20,457.0,2019-08-08
灞桥区,众创空间,3524.69,16,0.78,"['联合办公', '创业培训']",生物医药,47106.8,0.17,22,70,18,4,622.38,2023-03-27
经开区,孵化器,15778.09,83,0.67,"['投融资服务', '政策咨询']",新能源,266199.56,0.38,92,562,19,9,876.55,2020-08-15
经开区,科技园区,136488.7,341,0.77,"['知识产权', '产业集群', '人才服务']",智能制造,1533330.15,0.34,378,2074,19,8,716.6,2021-09-21
新城区,众创空间,4708.36,38,0.8,"['联合办公', '资源对接', '创业培训']",生物医药,255502.09,0.14,26,126,14,19,118.5,2021-06-17
曲江新区,孵化器,9505.86,47,0.81,"['政策咨询', '创业辅导']",生物医药,294685.33,0.26,46,200,17,21,912.52,2020-06-15
雁塔区,众创空间,1996.12,23,0.8,"['联合办公', '创业培训']",电子商务,31148.71,0.4,45,133,7,10,537.78,2023-10-26
新城区,众创空间,3958.72,46,0.78,"['创业培训', '联合办公']",智能制造,197335.54,0.16,50,298,14,20,281.71,2023-02-16
曲江新区,孵化器,11598.96,81,0.66,"['政策咨询', '创业辅导', '场地服务', '投融资服务']",新能源,110557.98,0.34,159,278,11,9,188.18,2019-03-02
未央区,孵化器,12694.0,64,0.61,"['场地服务', '政策咨询', '创业辅导', '投融资服务']",新能源,315390.0,0.32,43,342,17,22,997.82,2019-04-03
经开区,孵化器,18695.9,58,0.86,"['场地服务', '政策咨询', '创业辅导', '投融资服务']",电子商务,57333.93,0.42,43,175,11,17,505.87,2020-10-16
高新区,科技园区,78182.59,450,0.61,"['产业集群', '知识产权', '研发支持']",生物医药,1261525.14,0.33,556,2956,10,15,249.26,2019-06-24
高新区,孵化器,9462.3,84,0.92,"['投融资服务', '场地服务', '创业辅导']",智能制造,163540.63,0.38,94,252,19,21,251.76,2022-02-23
雁塔区,众创空间,4868.41,42,0.84,"['资源对接', '联合办公']",人工智能,140977.58,0.32,32,190,10,4,568.35,2019-07-04
碑林区,众创空间,1010.05,29,0.88,"['创业培训', '联合办公']",人工智能,77522.74,0.2,57,158,6,6,788.36,2023-10-31
碑林区,众创空间,1292.63,12,0.87,"['资源对接', '联合办公']",新能源,52113.5,0.23,21,50,16,20,621.67,2023-07-17
高新区,孵化器,13891.56,75,0.82,"['创业辅导', '投融资服务']",智能制造,398320.94,0.38,114,529,13,15,471.52,2019-10-04
经开区,孵化器,12904.41,98,0.62,"['场地服务', '政策咨询', '投融资服务', '创业辅导']",文创设计,128647.38,0.38,162,769,18,9,294.54,2023-06-08
长安区,科技园区,138676.13,204,0.79,"['知识产权', '人才服务']",生物医药,1109974.81,0.3,199,1088,16,20,749.3,2020-07-11
新城区,众创空间,4107.7,20,0.66,"['创业培训', '资源对接', '联合办公']",智能制造,112929.01,0.16,12,89,13,6,828.69,2021-03-15
长安区,科技园区,120023.46,108,0.68,"['人才服务', '知识产权']",电子商务,168140.67,0.42,194,383,6,10,499.99,2021-08-26
高新区,孵化器,5693.34,42,0.83,"['创业辅导', '投融资服务', '政策咨询']",新能源,158721.42,0.43,26,186,5,10,165.8,2021-07-29
经开区,孵化器,6294.87,65,0.62,"['政策咨询', '投融资服务']",新能源,63348.12,0.38,113,372,12,5,284.32,2023-12-28
高新区,科技园区,89532.02,205,0.61,"['知识产权', '研发支持', '产业集群']",文创设计,257555.63,0.43,253,1354,12,15,658.8,2021-06-29
碑林区,众创空间,1309.87,38,0.77,"['创业培训', '资源对接']",人工智能,80713.92,0.2,21,210,14,6,570.61,2022-11-16
雁塔区,众创空间,2328.59,28,0.74,"['联合办公', '创业培训', '资源对接']",新能源,58429.14,0.36,28,163,8,8,608.55,2019-04-12
高新区,科技园区,72102.43,214,0.78,"['产业集群', '知识产权', '人才服务', '研发支持']",电子商务,306683.36,0.47,260,1323,18,15,837.2,2019-11-27
碑林区,科技园区,66066.48,326,0.61,"['研发支持', '人才服务']",文创设计,241325.72,0.23,572,1070,18,5,951.86,2020-08-31
曲江新区,孵化器,5045.24,57,0.89,"['创业辅导', '政策咨询', '场地服务']",人工智能,157374.13,0.3,70,326,14,15,590.24,2023-03-06
经开区,孵化器,11665.11,69,0.75,"['场地服务', '投融资服务', '创业辅导', '政策咨询']",电子商务,190039.41,0.42,82,314,16,22,427.74,2020-09-23
长安区,科技园区,134374.57,377,0.94,"['产业集群', '研发支持']",人工智能,1489086.96,0.34,239,1250,16,21,158.45,2023-04-14
经开区,科技园区,86052.69,188,0.75,"['产业集群', '人才服务']",电子商务,161608.23,0.42,161,950,10,11,189.26,2019-01-31
雁塔区,众创空间,1654.48,32,0.61,"['资源对接', '联合办公']",新能源,93395.88,0.36,18,106,14,7,565.2,2021-03-05
长安区,科技园区,107776.97,176,0.8,"['研发支持', '产业集群', '人才服务']",生物医药,868361.35,0.3,240,748,16,13,661.27,2021-12-22
碑林区,众创空间,4981.68,42,0.82,"['创业培训', '资源对接']",人工智能,80963.14,0.2,64,172,7,14,600.51,2022-10-11
经开区,孵化器,7803.28,39,0.86,"['场地服务', '创业辅导', '投融资服务', '政策咨询']",新能源,81490.33,0.38,69,230,8,23,577.17,2023-02-09
长安区,科技园区,123397.05,492,0.9,"['研发支持', '人才服务', '产业集群']",文创设计,100863.46,0.38,729,3398,19,21,918.71,2023-08-23
经开区,孵化器,15995.84,68,0.61,"['场地服务', '创业辅导']",生物医药,366949.94,0.3,130,361,8,4,280.0,2019-09-11
长安区,科技园区,86358.27,104,0.84,"['研发支持', '知识产权']",文创设计,34932.97,0.38,80,576,9,18,490.4,2021-01-11
高新区,科技园区,85827.17,323,0.63,"['产业集群', '人才服务']",新能源,1255707.48,0.43,360,1353,16,18,742.31,2023-03-27
碑林区,众创空间,4731.94,19,0.64,"['创业培训', '联合办公', '资源对接']",生物医药,92841.62,0.17,34,84,8,9,270.86,2020-12-03
碑林区,众创空间,4270.05,33,0.71,"['资源对接', '创业培训']",智能制造,215353.44,0.2,18,113,10,9,600.98,2021-03-23
雁塔区,众创空间,4736.96,43,0.74,"['联合办公', '创业培训']",生物医药,238694.53,0.28,55,135,7,5,933.61,2020-06-30
碑林区,众创空间,4932.58,21,0.79,"['创业培训', '联合办公']",生物医药,149537.01,0.17,17,138,19,6,538.1,2021-10-12
经开区,孵化器,10840.49,78,0.85,"['投融资服务', '创业辅导']",生物医药,124653.2,0.3,41,297,13,14,385.17,2022-08-27
高新区,孵化器,12164.66,63,0.88,"['政策咨询', '投融资服务', '创业辅导', '场地服务']",人工智能,85607.69,0.38,111,239,16,19,237.18,2023-11-11
灞桥区,科技园区,172929.3,137,0.94,"['知识产权', '研发支持']",新能源,541389.45,0.23,112,814,6,23,387.08,2019-05-27
经开区,科技园区,155327.81,221,0.94,"['人才服务', '知识产权', '研发支持']",电子商务,228311.1,0.42,283,818,8,21,519.9,2021-02-21
长安区,科技园区,184128.15,390,0.92,"['知识产权', '人才服务', '研发支持']",新能源,2295732.47,0.38,715,1485,10,8,818.02,2021-07-08
经开区,科技园区,154133.06,101,0.7,"['产业集群', '知识产权', '研发支持']",智能制造,826321.17,0.34,92,364,11,16,114.07,2023-05-10
碑林区,众创空间,2041.83,47,0.68,"['联合办公', '创业培训', '资源对接']",生物医药,87658.1,0.17,68,257,17,6,128.11,2021-12-19
曲江新区,孵化器,16809.77,58,0.86,"['创业辅导', '场地服务', '政策咨询']",文创设计,49201.59,0.34,91,217,19,8,280.71,2020-09-15
曲江新区,孵化器,8370.5,96,0.69,"['创业辅导', '投融资服务', '场地服务']",生物医药,728632.68,0.26,122,506,19,20,104.29,2019-07-10
碑林区,众创空间,4981.39,36,0.84,"['创业培训', '资源对接']",电子商务,22712.52,0.25,26,186,16,4,812.04,2020-12-24
曲江新区,孵化器,19916.86,42,0.74,"['场地服务', '创业辅导', '投融资服务']",生物医药,248967.42,0.26,34,188,13,10,983.94,2023-07-29
高新区,孵化器,7897.83,86,0.61,"['创业辅导', '投融资服务', '政策咨询']",生物医药,666484.94,0.33,62,518,13,23,796.17,2020-05-13
碑林区,众创空间,4084.13,24,0.68,"['资源对接', '联合办公']",人工智能,52999.82,0.2,44,150,6,19,771.34,2023-05-02
高新区,孵化器,13727.03,42,0.62,"['场地服务', '创业辅导', '投融资服务', '政策咨询']",电子商务,100862.25,0.47,84,330,10,17,918.24,2022-07-31
曲江新区,众创空间,4922.78,21,0.82,"['创业培训', '联合办公']",新能源,47952.11,0.34,38,106,9,8,290.05,2022-02-27
经开区,孵化器,8470.74,61,0.68,"['创业辅导', '投融资服务', '政策咨询']",人工智能,208396.73,0.34,46,297,12,13,518.85,2022-11-12
经开区,孵化器,17604.51,71,0.82,"['场地服务', '政策咨询']",生物医药,514177.68,0.3,105,251,12,6,568.49,2022-05-11
高新区,科技园区,118530.03,180,0.77,"['人才服务', '知识产权', '研发支持']",生物医药,824046.6,0.33,189,810,16,12,951.82,2021-10-31
雁塔区,众创空间,2639.42,15,0.7,"['联合办公', '创业培训', '资源对接']",智能制造,38207.56,0.32,21,52,18,18,948.31,2021-10-23
经开区,科技园区,86720.83,127,0.77,"['知识产权', '研发支持']",智能制造,531788.22,0.34,218,475,18,21,598.76,2020-10-12
长安区,科技园区,167680.02,165,0.9,"['知识产权', '研发支持', '产业集群', '人才服务']",文创设计,78999.37,0.38,286,752,14,17,381.73,2020-08-04
碑林区,众创空间,1375.75,39,0.7,"['资源对接', '创业培训', '联合办公']",智能制造,74662.04,0.2,68,267,9,24,651.29,2021-11-13
碑林区,众创空间,3891.58,31,0.67,"['联合办公', '创业培训', '资源对接']",生物医药,133923.46,0.17,54,100,14,20,136.87,2020-06-03
曲江新区,孵化器,8362.83,92,0.72,"['场地服务', '创业辅导', '政策咨询']",文创设计,75232.43,0.34,116,486,17,17,833.89,2021-07-09
高新区,科技园区,121771.01,404,0.77,"['人才服务', '知识产权', '产业集群', '研发支持']",电子商务,471898.51,0.47,421,2799,19,6,389.44,2021-08-07
高新区,孵化器,18091.08,97,0.74,"['投融资服务', '场地服务']",智能制造,389886.94,0.38,189,622,20,4,126.9,2022-12-26
新城区,众创空间,1517.05,28,0.92,"['资源对接', '创业培训']",智能制造,28769.55,0.16,23,199,7,16,943.08,2020-08-27
高新区,孵化器,16127.96,54,0.74,"['创业辅导', '政策咨询']",新能源,157831.79,0.43,106,427,20,19,176.75,2019-01-05
曲江新区,孵化器,17166.39,73,0.75,"['场地服务', '政策咨询', '投融资服务', '创业辅导']",电子商务,161794.07,0.38,46,387,6,17,953.87,2023-01-16
高新区,科技园区,55186.45,106,0.9,"['知识产权', '产业集群', '人才服务', '研发支持']",文创设计,132910.39,0.43,88,522,10,10,948.91,2022-12-23
曲江新区,孵化器,14397.1,52,0.92,"['政策咨询', '场地服务']",电子商务,155312.79,0.38,80,317,8,19,340.83,2022-05-29
长安区,科技园区,69035.84,443,0.61,"['研发支持', '知识产权', '人才服务']",智能制造,3183375.1,0.34,301,1694,11,4,390.8,2019-11-18
长安区,科技园区,82913.65,211,0.61,"['知识产权', '产业集群', '研发支持']",电子商务,215065.75,0.42,393,1245,12,14,280.16,2023-09-15
长安区,科技园区,87045.49,261,0.85,"['知识产权', '人才服务', '研发支持', '产业集群']",人工智能,451173.3,0.34,249,1326,9,7,683.22,2019-01-17
碑林区,众创空间,1176.29,48,0.8,"['资源对接', '创业培训']",电子商务,42568.46,0.25,79,197,18,21,263.91,2022-08-31
未央区,孵化器,8460.53,50,0.92,"['政策咨询', '场地服务', '投融资服务', '创业辅导']",生物医药,333331.09,0.24,75,158,20,22,799.83,2020-07-29
高新区,科技园区,105893.84,215,0.66,"['人才服务', '知识产权']",生物医药,888253.91,0.33,168,895,7,9,757.81,2022-09-16
新城区,众创空间,1583.57,25,0.62,"['联合办公', '资源对接']",新能源,93273.95,0.18,49,129,14,18,109.48,2020-06-13
未央区,众创空间,3517.07,48,0.77,"['联合办公', '创业培训', '资源对接']",文创设计,39197.36,0.32,71,329,13,11,706.99,2020-08-15
经开区,科技园区,191433.8,265,0.89,"['研发支持', '产业集群', '知识产权', '人才服务']",新能源,443695.53,0.38,529,1033,20,7,377.2,2020-03-24
新城区,众创空间,3196.92,26,0.84,"['资源对接', '创业培训']",生物医药,66222.14,0.14,30,157,20,20,415.67,2020-03-17
曲江新区,孵化器,10618.44,65,0.72,"['场地服务', '投融资服务', '创业辅导']",电子商务,46067.51,0.38,70,490,11,14,523.36,2022-10-09
经开区,孵化器,6619.34,57,0.89,"['场地服务', '创业辅导']",新能源,118138.35,0.38,108,242,19,15,734.94,2021-09-09
高新区,孵化器,11729.59,35,0.77,"['政策咨询', '投融资服务']",文创设计,62263.79,0.43,41,268,5,17,346.68,2023-12-01
雁塔区,众创空间,2418.66,26,0.85,"['创业培训', '资源对接', '联合办公']",文创设计,13584.58,0.36,37,148,17,7,883.31,2023-01-06
经开区,孵化器,18877.48,33,0.83,"['投融资服务', '场地服务', '政策咨询']",人工智能,119519.48,0.34,64,142,11,15,409.46,2023-09-20
雁塔区,孵化器,19355.75,68,0.62,"['场地服务', '创业辅导']",人工智能,306584.16,0.32,44,318,13,18,533.32,2021-02-08
经开区,科技园区,128792.64,180,0.63,"['产业集群', '研发支持', '知识产权', '人才服务']",新能源,419227.87,0.38,276,1149,5,13,803.92,2021-12-07
曲江新区,众创空间,4411.15,14,0.76,"['联合办公', '创业培训', '资源对接']",生物医药,95515.37,0.26,16,107,19,17,515.28,2021-05-12
高新区,科技园区,100194.17,218,0.66,"['产业集群', '知识产权', '人才服务', '研发支持']",生物医药,889375.21,0.33,113,666,5,15,943.88,2022-04-10
长安区,众创空间,3183.1,23,0.76,"['联合办公', '资源对接', '创业培训']",文创设计,11547.02,0.38,14,181,13,4,745.24,2020-04-29
长安区,科技园区,132124.26,268,0.93,"['研发支持', '知识产权', '人才服务']",生物医药,468749.6,0.3,240,2010,19,18,810.45,2021-03-03
高新区,科技园区,174841.23,426,0.77,"['知识产权', '研发支持', '人才服务']",电子商务,156605.24,0.47,437,3020,16,19,561.12,2019-05-08
长安区,科技园区,57433.68,150,0.88,"['产业集群', '研发支持', '知识产权', '人才服务']",生物医药,937445.95,0.3,263,618,12,14,785.84,2021-09-04
经开区,科技园区,164635.84,409,0.88,"['研发支持', '知识产权', '产业集群', '人才服务']",人工智能,1872006.42,0.34,384,2395,10,15,119.23,2019-02-22
经开区,科技园区,58509.61,404,0.61,"['人才服务', '研发支持', '知识产权']",生物医药,2118970.53,0.3,805,1241,19,12,494.68,2019-01-13
经开区,孵化器,10672.86,49,0.89,"['投融资服务', '创业辅导']",文创设计,95276.75,0.38,84,246,17,6,934.92,2023-12-27
灞桥区,众创空间,4410.13,43,0.88,"['资源对接', '联合办公', '创业培训']",智能制造,154866.35,0.2,62,263,12,22,879.97,2019-11-18
雁塔区,孵化器,14676.59,94,0.88,"['投融资服务', '场地服务']",文创设计,67642.48,0.36,132,533,20,19,739.33,2023-01-15
经开区,孵化器,14082.33,37,0.62,"['投融资服务', '政策咨询', '创业辅导']",智能制造,167202.72,0.34,18,209,11,4,302.01,2023-10-14
高新区,孵化器,13297.64,95,0.72,"['政策咨询', '场地服务']",智能制造,515705.91,0.38,116,738,10,15,981.82,2021-11-05
曲江新区,孵化器,12003.57,56,0.76,"['政策咨询', '创业辅导', '场地服务']",文创设计,80821.68,0.34,53,345,14,12,433.6,2022-07-15
长安区,科技园区,103105.46,353,0.69,"['人才服务', '产业集群']",文创设计,222312.39,0.38,696,2088,8,8,963.47,2023-09-25
经开区,孵化器,12773.53,82,0.87,"['创业辅导', '政策咨询', '场地服务']",电子商务,144631.42,0.42,86,450,7,13,478.36,2021-01-02
高新区,科技园区,190183.35,342,0.63,"['知识产权', '产业集群']",文创设计,408799.82,0.43,598,2099,6,13,690.67,2022-08-17
新城区,众创空间,1574.06,37,0.6,"['创业培训', '资源对接', '联合办公']",智能制造,361767.21,0.16,24,294,13,22,151.37,2020-08-23
长安区,科技园区,102399.03,366,0.95,"['人才服务', '产业集群', '知识产权', '研发支持']",电子商务,895682.29,0.42,437,2338,10,14,295.39,2020-10-01
未央区,科技园区,136267.47,270,0.91,"['人才服务', '知识产权', '产业集群']",人工智能,1002116.41,0.28,488,1808,9,7,309.41,2020-08-28
经开区,科技园区,146436.28,490,0.68,"['人才服务', '研发支持']",生物医药,3849912.51,0.3,443,1947,18,20,571.56,2021-07-23
长安区,科技园区,154839.34,162,0.77,"['产业集群', '知识产权', '研发支持', '人才服务']",生物医药,423577.17,0.3,167,1157,15,4,642.75,2019-05-29
长安区,科技园区,192993.36,145,0.91,"['人才服务', '研发支持']",电子商务,185428.6,0.42,190,742,14,22,187.21,2019-11-08
莲湖区,科技园区,199055.66,223,0.91,"['研发支持', '人才服务', '产业集群', '知识产权']",人工智能,677992.55,0.16,430,720,9,23,870.79,2020-03-20
经开区,科技园区,151373.06,416,0.79,"['知识产权', '人才服务']",人工智能,888119.69,0.34,603,2441,17,21,365.0,2019-09-22
雁塔区,众创空间,4595.37,36,0.64,"['联合办公', '资源对接']",生物医药,47047.71,0.28,20,263,8,14,297.36,2019-05-29
高新区,孵化器,5033.45,75,0.86,"['政策咨询', '场地服务', '投融资服务']",人工智能,63647.07,0.38,115,518,14,7,869.87,2020-06-12
新城区,众创空间,4802.92,50,0.71,"['联合办公', '创业培训', '资源对接']",人工智能,57865.21,0.16,59,325,14,5,426.76,2023-11-13
高新区,科技园区,168503.19,406,0.87,"['人才服务', '知识产权', '研发支持']",电子商务,216874.57,0.47,549,3015,15,21,342.51,2020-04-04
雁塔区,众创空间,3391.6,45,0.82,"['资源对接', '创业培训']",文创设计,81735.83,0.36,79,243,8,8,764.23,2020-12-01
碑林区,众创空间,3532.01,25,0.92,"['创业培训', '资源对接', '联合办公']",生物医药,83328.86,0.17,14,192,15,8,193.46,2022-10-06
碑林区,众创空间,1672.67,35,0.61,"['资源对接', '联合办公', '创业培训']",文创设计,21907.73,0.23,35,236,18,17,269.92,2021-10-17
高新区,科技园区,59610.84,395,0.8,"['知识产权', '人才服务', '产业集群']",新能源,1485052.9,0.43,727,2979,19,19,970.95,2019-07-20
高新区,孵化器,19125.63,84,0.71,"['场地服务', '政策咨询', '创业辅导', '投融资服务']",电子商务,78868.73,0.47,65,451,18,12,171.4,2020-11-30
长安区,科技园区,165998.08,329,0.66,"['研发支持', '人才服务', '产业集群']",新能源,1379616.69,0.38,184,1094,17,18,547.63,2020-07-24
高新区,科技园区,145508.32,293,0.65,"['研发支持', '人才服务']",电子商务,473806.04,0.47,180,1630,10,11,731.81,2023-05-06
雁塔区,众创空间,1599.42,35,0.88,"['联合办公', '创业培训', '资源对接']",文创设计,53865.56,0.36,70,228,20,9,696.32,2019-03-29
高新区,孵化器,18759.83,91,0.79,"['创业辅导', '政策咨询', '投融资服务']",人工智能,96863.02,0.38,67,701,8,5,621.49,2020-03-26
新城区,众创空间,4940.95,17,0.68,"['资源对接', '创业培训', '联合办公']",智能制造,22531.42,0.16,20,84,11,13,751.38,2019-05-30
经开区,科技园区,131612.76,181,0.91,"['研发支持', '知识产权', '人才服务', '产业集群']",人工智能,615314.45,0.34,226,937,12,5,752.63,2022-09-29
未央区,孵化器,14085.64,91,0.9,"['投融资服务', '创业辅导', '政策咨询', '场地服务']",人工智能,436983.86,0.28,109,452,18,11,616.85,2020-12-13
高新区,孵化器,11905.01,86,0.89,"['创业辅导', '场地服务', '投融资服务']",文创设计,115002.32,0.43,143,288,13,10,229.73,2022-03-14
高新区,孵化器,14310.09,79,0.69,"['政策咨询', '投融资服务', '创业辅导', '场地服务']",人工智能,153625.48,0.38,97,402,6,10,882.37,2021-11-12
高新区,孵化器,18118.84,69,0.62,"['场地服务', '创业辅导', '投融资服务', '政策咨询']",人工智能,123943.45,0.38,42,330,10,5,225.66,2022-09-04
雁塔区,众创空间,3065.97,29,0.7,"['联合办公', '创业培训', '资源对接']",文创设计,26789.66,0.36,52,205,13,18,529.4,2023-06-12
经开区,科技园区,115606.49,165,0.67,"['研发支持', '人才服务', '知识产权']",文创设计,37049.69,0.38,297,1145,16,10,459.28,2021-03-16
新城区,孵化器,16396.64,80,0.71,"['场地服务', '创业辅导', '投融资服务']",生物医药,296292.94,0.14,120,407,5,13,667.61,2023-03-07
新城区,众创空间,3457.2,11,0.87,"['联合办公', '资源对接']",新能源,36595.38,0.18,8,49,12,6,346.28,2021-12-09
新城区,众创空间,3673.96,49,0.94,"['创业培训', '联合办公']",文创设计,53874.48,0.18,27,382,18,7,145.97,2019-08-06
高新区,众创空间,4543.3,50,0.63,"['创业培训', '联合办公', '资源对接']",电子商务,61898.85,0.47,64,193,8,20,564.22,2019-12-02
雁塔区,众创空间,4069.41,23,0.9,"['联合办公', '资源对接', '创业培训']",智能制造,207963.46,0.32,35,158,8,15,963.04,2019-01-25
