date,district,station,PM2.5,PM10,SO2,NO2,CO,O3,AQI,noise_level,area_type,water_quality,green_coverage,waste_treatment_rate,sewage_treatment_rate
2023-02-14,未央区,未央宫站,84.6,121.36,21.27,84.37,1.22,213.0,128,69.6,工业区,II类,0.41,0.983,0.948
2023-02-14,未央区,开发区站,39.14,52.9,27.06,63.36,1.69,188.34,113,62.5,商业区,I类,0.41,0.982,0.941
2023-02-14,灞桥区,灞桥站,100.14,96.97,50.0,102.78,1.82,71.01,150,49.9,居住区,II类,0.43,0.986,0.953
2023-02-14,灞桥区,纺织城站,97.4,136.8,30.89,56.3,1.48,187.73,146,71.7,交通干线,I类,0.43,0.97,0.945
2023-02-14,长安区,郭杜站,53.52,153.05,12.71,39.78,2.87,133.52,122,57.8,商业区,III类,0.48,0.958,0.969
2023-02-14,长安区,大学城站,62.98,193.34,25.95,104.39,1.28,212.43,155,63.1,工业区,II类,0.48,0.957,0.95
2023-02-14,高新区,科技路站,87.89,126.08,38.49,72.19,1.67,122.68,132,53.9,居住区,I类,0.42,0.955,0.948
2023-02-14,高新区,高新西站,71.06,84.87,27.07,64.4,2.66,200.81,120,63.6,工业区,V类,0.42,0.976,0.976
2023-02-14,高新区,丈八站,55.07,155.57,7.32,43.42,1.89,154.76,124,56.4,居住区,V类,0.42,0.987,0.943
2023-02-14,经开区,经开站,70.59,131.13,44.94,81.19,2.71,61.68,108,60.3,工业区,II类,0.4,0.956,0.96
2023-02-14,经开区,浐灞站,22.76,149.16,21.6,37.69,2.45,154.43,119,79.9,交通干线,V类,0.4,0.974,0.977
2023-02-14,曲江新区,曲江站,41.83,106.95,51.5,95.22,1.73,176.98,114,62.8,工业区,IV类,0.5,0.976,0.977
2023-02-14,曲江新区,芙蓉园站,90.8,81.88,8.37,63.99,1.61,111.3,136,62.0,工业区,I类,0.5,0.979,0.948
2023-02-15,新城区,民乐站,28.8,132.88,20.96,39.89,1.46,117.18,106,59.4,商业区,II类,0.4,0.954,0.976
2023-02-15,新城区,长乐站,57.75,143.34,43.25,26.13,1.37,51.73,115,78.6,交通干线,III类,0.4,0.956,0.956
2023-02-15,碑林区,小寨站,65.4,105.96,29.88,79.62,0.73,76.37,98,71.2,工业区,II类,0.38,0.97,0.948
2023-02-15,碑林区,文艺路站,72.12,46.22,12.06,72.55,2.1,134.36,108,60.3,商业区,III类,0.38,0.966,0.953
2023-02-15,莲湖区,北院门站,52.94,119.41,28.89,44.25,2.23,127.93,96,61.0,工业区,I类,0.35,0.968,0.95
2023-02-15,莲湖区,红庙坡站,72.17,105.58,41.09,33.99,0.9,104.92,108,69.5,交通干线,II类,0.35,0.964,0.951
2023-02-15,雁塔区,大雁塔站,43.97,112.39,7.35,75.47,2.68,132.14,107,57.4,商业区,I类,0.45,0.964,0.96
2023-02-15,雁塔区,小雁塔站,20.67,118.85,27.77,27.51,1.82,142.0,95,66.4,工业区,II类,0.45,0.963,0.978
2023-02-15,未央区,未央宫站,22.74,41.04,36.0,25.64,0.7,148.59,89,65.0,商业区,III类,0.41,0.956,0.977
2023-02-15,未央区,开发区站,39.16,112.94,13.99,24.82,1.79,83.06,90,70.5,交通干线,V类,0.41,0.955,0.978
2023-02-15,灞桥区,灞桥站,27.94,114.41,24.53,24.58,1.86,166.6,100,56.2,居住区,III类,0.43,0.96,0.972
2023-02-15,灞桥区,纺织城站,70.39,129.02,5.7,31.49,1.34,162.84,106,65.9,交通干线,IV类,0.43,0.965,0.976
2023-02-15,长安区,郭杜站,55.32,74.12,35.7,68.13,0.89,99.0,83,78.8,交通干线,III类,0.48,0.966,0.943
2023-02-15,长安区,大学城站,66.68,71.91,35.83,34.64,1.81,123.5,100,65.5,工业区,II类,0.48,0.975,0.954
2023-02-15,高新区,科技路站,31.28,74.67,10.87,69.95,1.82,118.67,84,75.5,交通干线,I类,0.42,0.974,0.972
2023-02-15,高新区,高新西站,39.3,62.69,26.26,85.32,2.19,92.94,102,79.1,交通干线,V类,0.42,0.984,0.971
2023-02-15,高新区,丈八站,34.98,147.9,6.04,83.35,0.9,133.36,118,64.0,工业区,I类,0.42,0.959,0.97
2023-02-15,经开区,经开站,66.07,112.74,16.41,32.96,1.65,119.28,99,57.6,居住区,III类,0.4,0.956,0.947
2023-02-15,经开区,浐灞站,24.64,36.93,27.44,23.78,1.62,52.53,65,65.3,工业区,I类,0.4,0.953,0.971
2023-02-15,曲江新区,曲江站,51.62,107.66,25.95,79.65,0.83,90.16,96,53.7,居住区,II类,0.5,0.968,0.948
2023-02-15,曲江新区,芙蓉园站,78.84,89.26,22.51,50.87,0.98,136.66,118,63.9,商业区,V类,0.5,0.963,0.971
2023-02-16,新城区,民乐站,92.84,192.68,18.66,54.49,0.84,79.75,154,61.1,工业区,V类,0.4,0.981,0.967
2023-02-16,新城区,长乐站,42.19,62.37,17.4,77.3,1.34,175.71,105,65.8,商业区,V类,0.4,0.954,0.979
2023-02-16,碑林区,小寨站,25.41,116.48,30.71,33.78,1.21,52.65,93,78.8,交通干线,III类,0.38,0.972,0.976
2023-02-16,碑林区,文艺路站,56.0,132.23,31.12,65.93,2.41,132.87,106,64.7,工业区,III类,0.38,0.987,0.951
2023-02-16,莲湖区,北院门站,33.78,179.43,43.78,51.09,1.42,64.49,144,58.6,居住区,V类,0.35,0.985,0.969
2023-02-16,莲湖区,红庙坡站,87.13,131.43,34.91,67.0,2.53,163.12,131,58.9,居住区,III类,0.35,0.951,0.946
2023-02-16,雁塔区,大雁塔站,47.38,186.87,21.58,75.65,2.57,53.66,149,68.3,商业区,V类,0.45,0.985,0.965
2023-02-16,雁塔区,小雁塔站,95.14,170.72,17.35,39.99,1.2,188.62,143,45.1,居住区,III类,0.45,0.951,0.94
2023-02-16,未央区,未央宫站,72.21,76.09,47.67,62.46,1.2,109.8,108,61.0,工业区,IV类,0.41,0.981,0.973
2023-02-16,未央区,开发区站,29.35,60.51,18.76,88.66,3.18,152.05,127,68.1,商业区,IV类,0.41,0.957,0.952
2023-02-16,灞桥区,灞桥站,83.3,125.14,48.05,89.31,1.29,114.64,125,74.7,工业区,I类,0.43,0.955,0.957
2023-02-16,灞桥区,纺织城站,79.07,86.5,30.54,39.88,0.93,92.99,119,77.4,交通干线,II类,0.43,0.965,0.97
2023-02-16,长安区,郭杜站,35.9,193.34,11.49,94.57,1.05,139.98,155,56.5,居住区,II类,0.48,0.954,0.946
2023-02-16,长安区,大学城站,58.59,121.93,28.99,63.79,1.33,182.07,109,65.8,交通干线,III类,0.48,0.984,0.959
2023-02-16,高新区,科技路站,29.99,192.91,43.86,78.82,1.5,115.78,154,65.5,交通干线,V类,0.42,0.95,0.978
2023-02-16,高新区,高新西站,68.36,57.3,26.06,56.1,2.07,183.78,110,52.1,居住区,IV类,0.42,0.98,0.979
2023-02-16,高新区,丈八站,24.86,177.94,30.28,85.87,1.29,72.31,142,74.5,交通干线,II类,0.42,0.98,0.951
2023-02-16,经开区,经开站,47.75,104.14,23.21,70.39,1.99,132.03,84,69.2,工业区,IV类,0.4,0.956,0.974
2023-02-16,经开区,浐灞站,81.71,171.36,16.77,84.69,1.75,168.86,137,47.5,居住区,V类,0.4,0.972,0.941
2023-02-16,曲江新区,曲江站,54.05,143.89,34.96,47.37,1.92,120.92,115,55.5,居住区,I类,0.5,0.965,0.973
2023-02-16,曲江新区,芙蓉园站,25.38,191.17,9.11,37.32,2.06,196.02,153,72.5,工业区,I类,0.5,0.952,0.971
2023-02-17,新城区,民乐站,73.67,99.41,14.67,55.43,1.62,45.19,111,65.0,工业区,I类,0.4,0.96,0.973
2023-02-17,新城区,长乐站,61.33,63.44,15.33,48.85,2.58,170.52,103,62.4,商业区,II类,0.4,0.967,0.964
2023-02-17,碑林区,小寨站,42.64,104.51,37.09,74.97,2.53,86.41,101,74.5,交通干线,III类,0.38,0.979,0.974
2023-02-17,碑林区,文艺路站,61.65,82.34,38.58,66.82,1.13,158.71,95,74.8,工业区,II类,0.38,0.983,0.961
2023-02-17,莲湖区,北院门站,25.88,108.94,5.84,58.72,1.62,60.49,87,55.0,居住区,IV类,0.35,0.957,0.975
2023-02-17,莲湖区,红庙坡站,68.11,85.52,19.99,71.21,1.47,65.18,102,61.0,商业区,I类,0.35,0.987,0.954
2023-02-17,雁塔区,大雁塔站,66.88,158.71,41.68,66.29,1.54,125.85,127,69.4,交通干线,IV类,0.45,0.982,0.975
2023-02-17,雁塔区,小雁塔站,76.96,148.47,39.37,29.35,2.04,87.07,119,50.0,居住区,III类,0.45,0.962,0.969
2023-02-17,未央区,未央宫站,42.0,95.53,39.59,37.28,1.66,62.38,79,66.6,交通干线,I类,0.41,0.972,0.946
2023-02-17,未央区,开发区站,35.58,131.32,11.65,82.66,1.94,80.39,105,67.1,工业区,V类,0.41,0.958,0.948
2023-02-17,灞桥区,灞桥站,53.58,147.85,42.16,52.98,0.59,134.37,118,73.3,交通干线,V类,0.43,0.955,0.948
2023-02-17,灞桥区,纺织城站,33.22,50.16,27.42,29.29,2.63,115.62,105,56.3,居住区,III类,0.43,0.986,0.945
2023-02-17,长安区,郭杜站,70.08,61.43,23.62,67.51,0.84,169.65,105,58.7,商业区,II类,0.48,0.961,0.957
2023-02-17,长安区,大学城站,36.79,37.82,9.21,54.07,2.6,120.3,104,72.0,工业区,I类,0.48,0.964,0.951
2023-02-17,高新区,科技路站,47.84,96.34,8.12,22.93,1.07,140.04,84,63.0,商业区,IV类,0.42,0.983,0.958
2023-02-17,高新区,高新西站,77.5,55.42,19.99,80.99,1.41,169.04,116,70.0,交通干线,V类,0.42,0.963,0.946
2023-02-17,高新区,丈八站,29.05,57.69,35.26,46.3,2.36,160.03,96,61.1,工业区,V类,0.42,0.98,0.968
2023-02-17,经开区,经开站,52.89,50.63,14.04,45.78,2.26,98.27,90,65.2,交通干线,II类,0.4,0.989,0.944
2023-02-17,经开区,浐灞站,30.1,160.51,26.96,30.79,1.87,167.26,128,51.1,居住区,III类,0.4,0.958,0.971
2023-02-17,曲江新区,曲江站,38.51,120.29,18.7,25.54,0.57,158.43,96,61.9,工业区,IV类,0.5,0.981,0.959
2023-02-17,曲江新区,芙蓉园站,65.64,106.3,33.95,42.9,1.02,73.77,98,57.0,商业区,V类,0.5,0.964,0.972
2023-02-18,新城区,民乐站,73.17,112.37,49.79,73.5,0.99,203.42,122,68.6,工业区,IV类,0.4,0.952,0.945
2023-02-18,新城区,长乐站,31.64,47.04,24.02,27.67,0.76,66.84,48,71.6,交通干线,V类,0.4,0.965,0.971
2023-02-18,碑林区,小寨站,85.84,162.93,16.87,60.72,1.42,125.65,130,65.6,交通干线,II类,0.38,0.953,0.946
2023-02-18,碑林区,文艺路站,74.74,66.74,41.83,39.94,1.83,121.43,112,72.0,工业区,IV类,0.38,0.973,0.976
2023-02-18,莲湖区,北院门站,63.64,96.25,8.82,82.07,3.16,106.55,126,66.3,工业区,I类,0.35,0.98,0.961
2023-02-18,莲湖区,红庙坡站,70.93,180.17,8.13,88.72,2.78,176.75,144,50.9,居住区,IV类,0.35,0.969,0.958
2023-02-18,雁塔区,大雁塔站,52.8,88.42,7.46,88.3,2.76,204.97,123,67.3,工业区,II类,0.45,0.981,0.953
2023-02-18,雁塔区,小雁塔站,95.36,108.11,47.28,63.52,2.31,75.77,143,62.9,工业区,III类,0.45,0.963,0.972
2023-02-18,未央区,未央宫站,70.36,45.94,25.68,55.23,0.98,141.1,106,71.3,交通干线,IV类,0.41,0.963,0.968
2023-02-18,未央区,开发区站,25.79,40.82,20.98,46.13,2.65,158.65,106,67.7,交通干线,IV类,0.41,0.971,0.952
2023-02-18,灞桥区,灞桥站,56.74,151.8,22.62,52.54,0.88,158.69,121,77.0,交通干线,IV类,0.43,0.957,0.976
2023-02-18,灞桥区,纺织城站,80.13,136.27,42.59,62.38,1.05,175.95,120,50.8,居住区,II类,0.43,0.976,0.965
2023-02-18,长安区,郭杜站,65.0,115.53,23.96,82.41,1.9,151.15,99,49.2,居住区,I类,0.48,0.972,0.964
2023-02-18,长安区,大学城站,66.06,179.52,51.0,37.72,2.2,201.6,144,70.1,交通干线,II类,0.48,0.986,0.953
2023-02-18,高新区,科技路站,63.75,91.64,23.95,31.68,1.73,153.65,96,78.7,交通干线,I类,0.42,0.982,0.943
2023-02-18,高新区,高新西站,63.8,161.36,23.54,59.34,1.82,160.85,129,74.2,交通干线,II类,0.42,0.985,0.976
2023-02-18,高新区,丈八站,57.4,181.18,10.05,77.89,3.15,99.75,145,51.7,居住区,I类,0.42,0.966,0.957
2023-02-18,经开区,经开站,95.31,116.79,51.22,61.72,1.05,182.56,143,70.0,交通干线,III类,0.4,0.974,0.946
2023-02-18,经开区,浐灞站,36.46,136.32,36.94,53.77,3.19,204.15,128,73.9,交通干线,V类,0.4,0.955,0.971
2023-02-18,曲江新区,曲江站,33.41,88.23,47.0,68.7,2.23,156.73,94,75.0,交通干线,V类,0.5,0.972,0.964
2023-02-18,曲江新区,芙蓉园站,83.32,60.18,47.86,56.6,2.27,55.64,125,49.8,居住区,III类,0.5,0.952,0.973
2023-02-19,新城区,民乐站,80.57,106.2,50.86,63.3,1.17,88.57,121,77.8,交通干线,II类,0.4,0.953,0.947
2023-02-19,新城区,长乐站,103.69,114.02,34.16,34.99,3.12,208.96,156,51.7,居住区,V类,0.4,0.977,0.941
2023-02-19,碑林区,小寨站,62.28,206.37,32.38,121.6,3.62,147.76,165,59.1,居住区,V类,0.38,0.964,0.966
2023-02-19,碑林区,文艺路站,96.55,218.79,32.52,82.3,1.16,127.09,175,61.5,商业区,V类,0.38,0.957,0.957
2023-02-19,莲湖区,北院门站,53.88,154.15,27.09,68.36,3.77,61.15,151,65.6,商业区,I类,0.35,0.968,0.964
2023-02-19,莲湖区,红庙坡站,80.84,75.07,17.73,37.6,2.01,87.9,121,45.6,居住区,IV类,0.35,0.964,0.947
2023-02-19,雁塔区,大雁塔站,113.3,46.68,30.36,48.72,2.63,85.45,170,63.3,工业区,III类,0.45,0.969,0.966
2023-02-19,雁塔区,小雁塔站,84.53,202.91,16.53,58.96,1.6,218.04,162,53.8,居住区,I类,0.45,0.978,0.967
2023-02-19,未央区,未央宫站,46.65,122.61,46.47,32.58,1.44,83.23,98,74.8,工业区,V类,0.41,0.984,0.972
2023-02-19,未央区,开发区站,59.04,170.08,42.3,71.17,3.43,181.01,137,66.9,工业区,V类,0.41,0.979,0.947
2023-02-19,灞桥区,灞桥站,107.85,191.46,8.4,107.18,2.3,136.04,162,66.3,商业区,II类,0.43,0.971,0.963
2023-02-19,灞桥区,纺织城站,75.91,199.9,34.36,39.59,2.54,200.16,160,63.1,商业区,IV类,0.43,0.954,0.976
2023-02-19,长安区,郭杜站,47.84,134.96,32.78,70.21,2.73,139.0,109,54.0,居住区,III类,0.48,0.987,0.953
2023-02-19,长安区,大学城站,98.27,182.52,16.2,97.43,3.44,242.71,147,74.1,交通干线,III类,0.48,0.983,0.959
2023-02-19,高新区,科技路站,46.64,139.21,37.78,114.64,3.06,134.45,138,57.4,居住区,I类,0.42,0.986,0.97
2023-02-19,高新区,高新西站,94.13,109.6,22.25,73.21,3.63,213.25,145,72.8,交通干线,V类,0.42,0.969,0.964
2023-02-19,高新区,丈八站,103.93,178.1,57.45,32.9,3.31,163.46,156,66.7,商业区,V类,0.42,0.964,0.978
2023-02-19,经开区,经开站,48.06,205.29,50.99,55.68,3.61,187.04,164,65.6,商业区,III类,0.4,0.977,0.972
2023-02-19,经开区,浐灞站,50.62,186.03,28.63,32.16,1.65,116.07,149,70.4,工业区,II类,0.4,0.976,0.961
2023-02-19,曲江新区,曲江站,57.73,69.26,60.22,60.9,2.63,160.08,120,76.6,交通干线,III类,0.5,0.955,0.979
2023-02-19,曲江新区,芙蓉园站,27.18,58.71,35.54,78.26,2.57,142.39,103,56.0,居住区,II类,0.5,0.957,0.966
2023-02-20,新城区,民乐站,28.38,154.79,27.45,83.32,3.29,167.08,132,62.4,商业区,V类,0.4,0.986,0.955
2023-02-20,新城区,长乐站,91.78,131.67,28.02,30.33,3.05,207.01,138,65.8,工业区,II类,0.4,0.987,0.98
2023-02-20,碑林区,小寨站,27.42,213.96,30.03,62.93,1.03,130.42,171,70.6,工业区,I类,0.38,0.964,0.944
2023-02-20,碑林区,文艺路站,92.03,132.2,24.21,99.77,3.4,146.98,138,72.8,交通干线,II类,0.38,0.96,0.945
2023-02-20,莲湖区,北院门站,72.65,146.18,54.22,91.25,1.54,166.28,117,74.0,工业区,V类,0.35,0.986,0.971
2023-02-20,莲湖区,红庙坡站,32.67,217.54,15.36,34.86,0.94,114.14,174,72.8,交通干线,IV类,0.35,0.987,0.943
2023-02-20,雁塔区,大雁塔站,58.91,58.61,8.64,69.79,3.4,177.97,136,76.8,交通干线,II类,0.45,0.986,0.967
2023-02-20,雁塔区,小雁塔站,72.15,217.44,36.77,66.68,1.6,199.1,174,58.7,商业区,I类,0.45,0.958,0.951
2023-02-20,未央区,未央宫站,34.97,196.39,15.14,61.33,3.5,172.31,157,66.2,工业区,III类,0.41,0.96,0.949
2023-02-20,未央区,开发区站,68.01,149.91,45.29,61.75,0.96,173.78,120,69.3,交通干线,II类,0.41,0.953,0.975
2023-02-20,灞桥区,灞桥站,80.35,59.72,23.1,102.74,2.97,143.01,123,72.4,工业区,IV类,0.43,0.979,0.966
2023-02-20,灞桥区,纺织城站,82.46,181.53,20.02,32.52,3.39,105.41,145,62.9,工业区,IV类,0.43,0.989,0.961
2023-02-20,长安区,郭杜站,29.55,48.5,9.88,75.57,1.25,184.46,111,61.1,工业区,II类,0.48,0.961,0.96
2023-02-20,长安区,大学城站,72.7,77.86,45.69,77.16,3.44,96.95,138,68.9,商业区,III类,0.48,0.975,0.974
2023-02-20,高新区,科技路站,72.24,165.93,17.71,62.27,1.18,215.42,133,76.4,交通干线,II类,0.42,0.954,0.964
2023-02-20,高新区,高新西站,108.78,48.64,8.61,67.87,1.47,179.44,163,75.9,交通干线,I类,0.42,0.956,0.979
2023-02-20,高新区,丈八站,92.84,76.73,18.51,46.83,3.4,126.75,139,77.4,交通干线,V类,0.42,0.953,0.953
2023-02-20,经开区,经开站,85.75,179.97,8.52,72.38,2.48,181.76,144,51.6,居住区,III类,0.4,0.97,0.974
2023-02-20,经开区,浐灞站,78.34,92.8,48.72,68.86,2.63,126.78,118,53.6,居住区,I类,0.4,0.962,0.963
2023-02-20,曲江新区,曲江站,43.15,160.75,25.84,31.27,3.16,206.91,129,56.0,商业区,II类,0.5,0.966,0.953
2023-02-20,曲江新区,芙蓉园站,28.8,168.41,9.92,93.05,3.5,227.22,140,72.5,工业区,I类,0.5,0.97,0.94
2023-02-21,新城区,民乐站,86.02,144.69,27.31,53.81,1.97,128.98,129,63.0,商业区,V类,0.4,0.962,0.95
2023-02-21,新城区,长乐站,97.04,64.44,34.37,27.29,2.54,114.51,146,72.9,工业区,I类,0.4,0.961,0.957
2023-02-21,碑林区,小寨站,72.54,44.84,50.87,74.44,1.81,160.86,109,51.4,居住区,V类,0.38,0.967,0.962
2023-02-21,碑林区,文艺路站,36.99,76.72,8.35,100.8,2.01,156.0,121,69.2,工业区,IV类,0.38,0.97,0.974
2023-02-21,莲湖区,北院门站,58.32,50.7,23.45,41.14,0.91,65.64,87,63.0,商业区,IV类,0.35,0.978,0.978
2023-02-21,莲湖区,红庙坡站,63.98,140.62,41.94,46.59,1.56,159.55,112,72.7,工业区,II类,0.35,0.957,0.947
2023-02-21,雁塔区,大雁塔站,80.65,160.62,18.51,52.94,2.38,159.71,128,55.7,居住区,II类,0.45,0.984,0.947
2023-02-21,雁塔区,小雁塔站,90.11,53.38,30.4,101.47,1.0,93.46,135,78.4,交通干线,I类,0.45,0.965,0.954
2023-02-21,未央区,未央宫站,83.15,149.78,41.58,37.31,1.84,81.16,125,67.3,工业区,III类,0.41,0.98,0.941
2023-02-21,未央区,开发区站,75.06,44.29,7.71,64.0,3.07,134.67,123,76.2,交通干线,IV类,0.41,0.966,0.975
2023-02-21,灞桥区,灞桥站,48.81,127.24,46.85,77.83,1.4,143.81,102,55.3,商业区,I类,0.43,0.987,0.98
2023-02-21,灞桥区,纺织城站,88.48,157.97,33.09,29.18,3.02,195.14,133,64.5,商业区,III类,0.43,0.972,0.969
2023-02-21,长安区,郭杜站,40.47,47.18,20.08,79.98,1.6,191.63,115,52.2,居住区,I类,0.48,0.956,0.962
2023-02-21,长安区,大学城站,83.1,113.72,33.23,49.82,1.38,53.07,125,46.3,居住区,I类,0.48,0.972,0.955
2023-02-21,高新区,科技路站,36.92,159.14,39.7,88.29,1.43,171.42,127,62.8,商业区,IV类,0.42,0.974,0.95
2023-02-21,高新区,高新西站,22.02,123.51,23.35,41.6,3.19,194.34,128,68.8,工业区,III类,0.42,0.971,0.951
2023-02-21,高新区,丈八站,23.65,107.37,35.76,88.12,2.65,173.72,106,76.6,交通干线,I类,0.42,0.989,0.959
2023-02-21,经开区,经开站,53.86,124.94,20.53,30.66,1.18,149.93,100,53.8,居住区,II类,0.4,0.98,0.953
2023-02-21,经开区,浐灞站,96.51,48.92,32.83,63.49,2.91,162.41,145,75.3,交通干线,II类,0.4,0.959,0.942
2023-02-21,曲江新区,曲江站,37.95,39.02,6.84,68.56,1.04,177.66,107,73.4,工业区,I类,0.5,0.979,0.951
2023-02-21,曲江新区,芙蓉园站,29.61,140.01,27.42,61.46,1.82,79.68,112,79.1,交通干线,IV类,0.5,0.983,0.966
2023-02-22,新城区,民乐站,41.34,118.15,42.05,79.71,2.21,151.0,96,55.8,居住区,II类,0.4,0.971,0.965
2023-02-22,新城区,长乐站,61.21,47.08,20.24,27.98,2.08,192.66,116,72.3,工业区,IV类,0.4,0.962,0.969
2023-02-22,碑林区,小寨站,31.32,161.19,41.97,63.72,1.37,166.41,129,52.2,居住区,III类,0.38,0.964,0.966
2023-02-22,碑林区,文艺路站,42.11,94.0,22.24,58.51,2.99,63.45,120,56.6,居住区,II类,0.38,0.954,0.947
2023-02-22,莲湖区,北院门站,33.99,77.51,9.58,89.11,2.6,105.74,107,56.7,商业区,I类,0.35,0.97,0.966
2023-02-22,莲湖区,红庙坡站,32.89,110.12,50.38,78.19,0.77,163.51,101,69.2,工业区,II类,0.35,0.983,0.97
2023-02-22,雁塔区,大雁塔站,36.92,135.18,18.58,46.84,1.58,143.2,108,65.9,商业区,I类,0.45,0.959,0.957
2023-02-22,雁塔区,小雁塔站,48.31,77.99,49.98,74.83,1.46,146.51,100,69.3,工业区,I类,0.45,0.956,0.963
2023-02-22,未央区,未央宫站,87.8,95.29,50.11,50.95,1.34,65.89,132,65.6,商业区,IV类,0.41,0.983,0.954
2023-02-22,未央区,开发区站,27.77,84.63,14.27,37.71,2.44,183.02,110,72.4,工业区,V类,0.41,0.987,0.95
2023-02-22,灞桥区,灞桥站,90.66,185.84,45.46,62.71,2.37,110.91,149,78.5,交通干线,II类,0.43,0.983,0.963
2023-02-22,灞桥区,纺织城站,53.82,145.36,16.23,52.45,2.07,63.08,116,56.0,居住区,II类,0.43,0.967,0.953
2023-02-22,长安区,郭杜站,72.76,69.34,17.0,40.13,1.21,112.63,109,59.8,商业区,V类,0.48,0.977,0.953
2023-02-22,长安区,大学城站,25.46,115.92,25.28,61.89,0.86,158.31,95,52.7,居住区,IV类,0.48,0.988,0.946
2023-02-22,高新区,科技路站,79.57,173.29,8.87,33.49,1.04,125.27,139,60.5,商业区,IV类,0.42,0.965,0.969
2023-02-22,高新区,高新西站,75.59,159.86,8.79,54.75,2.53,80.49,128,71.1,工业区,V类,0.42,0.98,0.979
2023-02-22,高新区,丈八站,34.42,105.93,43.59,69.87,0.78,159.06,95,64.3,工业区,III类,0.42,0.954,0.958
2023-02-22,经开区,经开站,76.13,49.35,21.81,27.51,2.64,190.02,114,73.5,交通干线,I类,0.4,0.962,0.968
2023-02-22,经开区,浐灞站,82.6,152.57,21.78,52.31,2.69,101.39,124,62.4,商业区,I类,0.4,0.959,0.952
2023-02-22,曲江新区,曲江站,41.18,105.4,16.23,69.54,3.01,71.89,120,50.5,居住区,IV类,0.5,0.964,0.95
2023-02-22,曲江新区,芙蓉园站,29.58,129.72,37.81,45.65,3.07,189.45,123,53.4,居住区,IV类,0.5,0.97,0.95
2023-02-23,新城区,民乐站,54.07,47.28,40.23,63.11,1.23,95.88,81,56.9,居住区,V类,0.4,0.973,0.943
2023-02-23,新城区,长乐站,41.05,135.86,24.76,48.53,1.44,152.88,109,65.6,交通干线,III类,0.4,0.957,0.94
2023-02-23,碑林区,小寨站,32.21,86.24,45.9,26.81,1.23,65.39,92,71.7,工业区,IV类,0.38,0.959,0.945
2023-02-23,碑林区,文艺路站,29.48,157.64,11.43,30.4,1.4,160.57,126,46.2,居住区,II类,0.38,0.972,0.949
2023-02-23,莲湖区,北院门站,74.55,170.2,11.18,79.47,2.2,163.54,136,57.8,商业区,V类,0.35,0.985,0.967
2023-02-23,莲湖区,红庙坡站,56.92,62.06,37.26,86.2,1.06,66.8,103,47.1,居住区,V类,0.35,0.985,0.942
2023-02-23,雁塔区,大雁塔站,26.26,170.45,39.72,59.41,1.97,102.87,136,69.3,商业区,II类,0.45,0.969,0.972
2023-02-23,雁塔区,小雁塔站,34.88,131.59,43.35,85.95,2.54,185.14,111,71.5,交通干线,II类,0.45,0.954,0.951
2023-02-23,未央区,未央宫站,80.92,116.39,10.39,67.5,2.52,149.68,121,56.9,居住区,V类,0.41,0.968,0.958
2023-02-23,未央区,开发区站,42.11,109.58,28.08,41.17,0.78,130.37,88,70.9,交通干线,I类,0.41,0.984,0.943
2023-02-23,灞桥区,灞桥站,69.62,104.28,36.41,94.17,0.75,58.11,113,63.2,工业区,III类,0.43,0.965,0.949
2023-02-23,灞桥区,纺织城站,57.43,65.46,21.76,74.03,1.71,118.31,89,46.8,居住区,V类,0.43,0.954,0.953
2023-02-23,长安区,郭杜站,38.32,151.9,31.26,61.6,1.48,74.85,122,72.8,工业区,II类,0.48,0.955,0.965
2023-02-23,长安区,大学城站,67.98,79.82,7.81,34.29,0.63,89.18,102,77.3,交通干线,V类,0.48,0.971,0.959
2023-02-23,高新区,科技路站,30.9,57.67,11.21,43.7,1.68,96.01,67,79.2,交通干线,III类,0.42,0.952,0.963
2023-02-23,高新区,高新西站,52.91,84.37,24.39,55.68,2.67,184.44,111,65.5,商业区,V类,0.42,0.961,0.972
2023-02-23,高新区,丈八站,25.86,46.78,14.52,65.46,0.96,100.57,79,71.1,交通干线,III类,0.42,0.957,0.957
2023-02-23,经开区,经开站,67.98,43.07,44.4,90.36,2.12,78.33,108,61.1,工业区,II类,0.4,0.973,0.956
2023-02-23,经开区,浐灞站,82.67,57.04,7.57,90.2,2.24,48.02,124,61.5,工业区,II类,0.4,0.953,0.959
2023-02-23,曲江新区,曲江站,38.66,153.65,29.24,39.35,1.45,124.96,123,47.7,居住区,V类,0.5,0.981,0.949
2023-02-23,曲江新区,芙蓉园站,62.16,169.66,43.7,84.54,1.79,111.69,136,63.7,商业区,II类,0.5,0.973,0.947
2023-02-24,新城区,民乐站,71.65,56.27,24.83,105.61,1.66,84.28,127,78.9,交通干线,III类,0.4,0.956,0.944
2023-02-24,新城区,长乐站,88.8,79.26,12.22,93.93,0.79,106.95,133,77.0,交通干线,II类,0.4,0.984,0.967
2023-02-24,碑林区,小寨站,61.91,106.58,16.98,97.95,1.83,194.24,118,55.4,商业区,II类,0.38,0.965,0.95
2023-02-24,碑林区,文艺路站,31.46,112.43,49.1,75.61,2.04,55.5,98,67.4,工业区,IV类,0.38,0.979,0.963
2023-02-24,莲湖区,北院门站,25.78,175.67,48.27,53.29,2.93,152.31,141,63.3,工业区,II类,0.35,0.956,0.96
2023-02-24,莲湖区,红庙坡站,92.64,67.51,6.74,57.75,2.37,81.63,139,50.1,居住区,I类,0.35,0.98,0.942
