qc_id,po_id,material_id,supplier_id,inspection_date,total_quantity,inspected_quantity,defect_quantity,defect_rate,defect_type,severity,action_taken,inspector
QC002558,PO002558,MAT046,SUP005,2023-02-08,190,54,0,0.0027,无,无,接收,Inspector-4
QC002559,PO002559,MAT001,SUP005,2023-02-01,100,100,0,0.0019,无,无,接收,Inspector-3
QC002560,PO002560,MAT013,SUP020,2023-02-14,120,49,0,0.0018,无,无,接收,Inspector-4
QC002561,PO002561,MAT018,SUP010,2023-02-01,120,90,0,0.0001,无,无,接收,Inspector-5
QC002562,PO002562,MAT022,SUP008,2023-02-10,45,45,0,0.0044,无,无,接收,Inspector-3
QC002563,PO002563,MAT023,SUP012,2023-02-08,100,100,0,0.0047,无,无,接收,Inspector-4
QC002564,PO002564,MAT026,SUP016,2023-02-16,96,96,0,0.0005,无,无,接收,Inspector-5
QC002565,PO002565,MAT027,SUP005,2023-02-06,270,69,1,0.0048,轻微尺寸偏差,低,特殊批准使用,Inspector-5
QC002566,PO002566,MAT036,SUP006,2023-01-29,110,41,0,0.0042,无,无,接收,Inspector-3
QC002567,PO002567,MAT044,SUP007,2023-02-15,50,50,4,0.09,外观不符,高,特殊批准使用,Inspector-1
QC002568,PO002568,MAT014,SUP006,2023-02-08,80,80,0,0.0123,标签错误,低,特殊批准使用,Inspector-5
QC002569,PO002569,MAT016,SUP008,2023-02-15,160,95,10,0.0656,标签错误,低,退回,Inspector-1
QC002570,PO002570,MAT029,SUP001,2023-02-19,37,37,0,0.0045,无,无,接收,Inspector-5
QC002571,PO002571,MAT032,SUP017,2023-02-16,610,37,54,0.0886,外观不符,高,特殊批准使用,Inspector-5
QC002572,PO002572,MAT046,SUP005,2023-02-13,250,86,0,0.0032,无,无,接收,Inspector-4
QC002573,PO002573,MAT001,SUP005,2023-02-04,200,44,0,0.005,无,无,接收,Inspector-5
QC002574,PO002574,MAT034,SUP014,2023-02-14,100,100,5,0.0571,包装破损,低,折价接收,Inspector-5
QC002575,PO002575,MAT036,SUP006,2023-01-28,295,60,1,0.0037,轻微外观瑕疵,低,特殊批准使用,Inspector-3
QC002576,PO002576,MAT037,SUP006,2023-01-30,211,30,8,0.0381,外观不符,中,特殊批准使用,Inspector-4
QC002577,PO002577,MAT038,SUP014,2023-02-23,250,53,1,0.0046,轻微外观瑕疵,低,特殊批准使用,Inspector-5
QC002578,PO002578,MAT044,SUP001,2023-02-20,50,50,3,0.0668,外观不符,低,退回,Inspector-1
QC002579,PO002579,MAT049,SUP007,2023-02-17,130,33,0,0.0005,无,无,接收,Inspector-5
QC002580,PO002580,MAT002,SUP006,2023-02-04,200,84,0,0.0037,无,无,接收,Inspector-2
QC002581,PO002581,MAT003,SUP018,2023-02-09,80,80,0,0.0045,无,无,接收,Inspector-5
QC002582,PO002582,MAT007,SUP003,2023-02-25,200,70,0,0.002,无,无,接收,Inspector-5
QC002583,PO002583,MAT018,SUP010,2023-02-03,127,86,7,0.0597,尺寸偏差,中,供应商返工,Inspector-5
QC002584,PO002584,MAT019,SUP007,2023-02-15,200,43,0,0.0027,无,无,接收,Inspector-5
QC002585,PO002585,MAT027,SUP005,2023-02-10,260,55,1,0.004,轻微外观瑕疵,低,特殊批准使用,Inspector-1
QC002586,PO002586,MAT034,SUP014,2023-02-23,600,56,2,0.0035,轻微外观瑕疵,低,特殊批准使用,Inspector-1
QC002587,PO002587,MAT044,SUP001,2023-02-20,281,63,0,0.003,无,无,接收,Inspector-1
QC002588,PO002588,MAT045,SUP005,2023-02-07,200,59,0,0.0034,无,无,接收,Inspector-4
QC002589,PO002589,MAT046,SUP005,2023-02-03,280,56,0,0.0021,无,无,接收,Inspector-2
QC002590,PO002590,MAT050,SUP009,2023-02-19,100,100,0,0.0028,无,无,接收,Inspector-5
QC002591,PO002591,MAT001,SUP005,2023-02-10,100,100,0,0.0001,无,无,接收,Inspector-3
QC002592,PO002592,MAT004,SUP005,2023-02-08,150,73,0,0.0025,无,无,接收,Inspector-4
QC002593,PO002593,MAT005,SUP005,2023-02-09,70,70,0,0.0041,无,无,接收,Inspector-1
QC002594,PO002594,MAT008,SUP010,2023-02-04,143,92,0,0.0015,无,无,接收,Inspector-4
QC002595,PO002595,MAT011,SUP011,2023-02-10,90,90,7,0.0863,包装破损,中,供应商返工,Inspector-4
QC002596,PO002596,MAT013,SUP020,2023-02-15,117,34,0,0.0035,无,无,接收,Inspector-4
QC002597,PO002597,MAT025,SUP007,2023-02-16,40,40,0,0.0035,无,无,接收,Inspector-2
QC002598,PO002598,MAT026,SUP006,2023-02-09,500,34,0,0.0008,无,无,接收,Inspector-5
QC002599,PO002599,MAT027,SUP005,2023-02-12,280,67,1,0.004,轻微外观瑕疵,低,特殊批准使用,Inspector-5
QC002600,PO002600,MAT047,SUP019,2023-02-06,100,100,0,0.0034,无,无,接收,Inspector-2
QC002601,PO002601,MAT015,SUP005,2023-02-07,100,100,0,0.0024,无,无,接收,Inspector-4
QC002602,PO002602,MAT019,SUP001,2023-02-21,750,71,0,0.0002,无,无,接收,Inspector-3
QC002603,PO002603,MAT021,SUP005,2023-02-08,340,92,1,0.0044,轻微尺寸偏差,低,特殊批准使用,Inspector-4
QC002604,PO002604,MAT022,SUP008,2023-02-17,49,49,0,0.0011,无,无,接收,Inspector-5
QC002605,PO002605,MAT027,SUP005,2023-02-08,100,100,0,0.0022,无,无,接收,Inspector-2
QC002606,PO002606,MAT045,SUP005,2023-02-05,100,100,0,0.0035,无,无,接收,Inspector-5
QC002607,PO002607,MAT001,SUP005,2023-02-16,300,50,0,0.0019,无,无,接收,Inspector-4
QC002608,PO002608,MAT002,SUP006,2023-02-02,100,100,4,0.0443,材质问题,高,退回,Inspector-4
QC002609,PO002609,MAT006,SUP014,2023-02-24,150,56,0,0.0016,无,无,接收,Inspector-3
QC002610,PO002610,MAT009,SUP019,2023-02-11,100,100,0,0.0011,无,无,接收,Inspector-4
QC002611,PO002611,MAT018,SUP014,2023-02-18,100,100,0,0.0021,无,无,接收,Inspector-2
QC002612,PO002612,MAT022,SUP008,2023-02-15,34,34,0,0.002,无,无,接收,Inspector-5
QC002613,PO002613,MAT023,SUP012,2023-02-08,160,59,9,0.0584,清洁度不足,中,特殊批准使用,Inspector-2
QC002614,PO002614,MAT024,SUP005,2023-02-09,300,49,0,0.0007,无,无,接收,Inspector-5
QC002615,PO002615,MAT027,SUP005,2023-02-17,260,55,0,0.0036,无,无,接收,Inspector-4
QC002616,PO002616,MAT029,SUP001,2023-03-02,80,80,6,0.0755,标签错误,中,供应商返工,Inspector-2
QC002617,PO002617,MAT030,SUP020,2023-02-16,52,52,3,0.0743,清洁度不足,低,供应商返工,Inspector-2
QC002618,PO002618,MAT034,SUP014,2023-02-25,200,78,0,0.0007,无,无,接收,Inspector-1
QC002619,PO002619,MAT044,SUP007,2023-02-21,100,100,0,0.0041,无,无,接收,Inspector-2
QC002620,PO002620,MAT045,SUP005,2023-02-14,200,75,0,0.0009,无,无,接收,Inspector-1
QC002621,PO002621,MAT001,SUP005,2023-02-14,100,100,0,0.0013,无,无,接收,Inspector-1
QC002622,PO002622,MAT004,SUP005,2023-02-15,300,60,0,0.0013,无,无,接收,Inspector-2
QC002623,PO002623,MAT011,SUP004,2023-02-08,360,55,1,0.0048,轻微尺寸偏差,低,特殊批准使用,Inspector-2
QC002624,PO002624,MAT012,SUP004,2023-02-07,50,50,0,0.0043,无,无,接收,Inspector-5
QC002625,PO002625,MAT014,SUP006,2023-02-05,70,70,0,0.0028,无,无,接收,Inspector-5
QC002626,PO002626,MAT017,SUP002,2023-02-22,150,92,6,0.0455,功能缺陷,低,特殊批准使用,Inspector-1
QC002627,PO002627,MAT019,SUP001,2023-03-05,350,33,1,0.0037,轻微外观瑕疵,低,特殊批准使用,Inspector-2
QC002628,PO002628,MAT022,SUP008,2023-02-20,40,40,1,0.0301,外观不符,低,折价接收,Inspector-2
QC002629,PO002629,MAT023,SUP012,2023-02-13,100,100,0,0.0012,无,无,接收,Inspector-1
QC002630,PO002630,MAT025,SUP009,2023-02-19,60,60,0,0.004,无,无,接收,Inspector-2
QC002631,PO002631,MAT026,SUP006,2023-02-03,200,91,0,0.0046,无,无,接收,Inspector-2
QC002632,PO002632,MAT030,SUP020,2023-02-21,132,60,0,0.0044,无,无,接收,Inspector-2
QC002633,PO002633,MAT033,SUP013,2023-02-22,300,100,0,0.0003,无,无,接收,Inspector-3
QC002634,PO002634,MAT046,SUP005,2023-02-10,250,79,0,0.0023,无,无,接收,Inspector-2
QC002635,PO002635,MAT002,SUP010,2023-02-11,200,90,0,0.0017,无,无,接收,Inspector-4
QC002636,PO002636,MAT008,SUP006,2023-02-06,150,42,0,0.0037,无,无,接收,Inspector-2
QC002637,PO002637,MAT018,SUP010,2023-02-14,220,64,0,0.0021,无,无,接收,Inspector-2
QC002638,PO002638,MAT020,SUP003,2023-03-04,50,50,0,0.0049,无,无,接收,Inspector-5
QC002639,PO002639,MAT036,SUP006,2023-02-08,150,61,1,0.0113,外观不符,中,特殊批准使用,Inspector-2
QC002640,PO002640,MAT039,SUP016,2023-02-22,200,32,0,0.001,无,无,接收,Inspector-3
QC002641,PO002641,MAT050,SUP009,2023-02-20,160,44,15,0.0956,包装破损,低,退回,Inspector-3
QC002642,PO002642,MAT001,SUP005,2023-02-13,100,100,0,0.0046,无,无,接收,Inspector-5
QC002643,PO002643,MAT013,SUP020,2023-02-22,116,40,10,0.093,标签错误,中,供应商返工,Inspector-3
QC002644,PO002644,MAT014,SUP010,2023-02-09,50,50,0,0.0028,无,无,接收,Inspector-4
QC002645,PO002645,MAT015,SUP005,2023-02-16,120,54,0,0.0017,无,无,接收,Inspector-5
QC002646,PO002646,MAT022,SUP008,2023-02-20,62,62,0,0.002,无,无,接收,Inspector-2
QC002647,PO002647,MAT044,SUP001,2023-03-03,49,49,0,0.0023,无,无,接收,Inspector-3
QC002648,PO002648,MAT048,SUP007,2023-03-01,120,44,0,0.0031,无,无,接收,Inspector-5
QC002649,PO002649,MAT001,SUP005,2023-02-18,100,100,0,0.0043,无,无,接收,Inspector-2
QC002650,PO002650,MAT011,SUP011,2023-02-14,130,65,0,0.0011,无,无,接收,Inspector-5
QC002651,PO002651,MAT013,SUP016,2023-02-24,80,80,0,0.0022,无,无,接收,Inspector-4
QC002652,PO002652,MAT036,SUP006,2023-02-09,290,98,0,0.0011,无,无,接收,Inspector-4
QC002653,PO002653,MAT046,SUP005,2023-02-11,180,51,0,0.0026,无,无,接收,Inspector-4
QC002654,PO002654,MAT001,SUP005,2023-02-16,100,100,0,0.0013,无,无,接收,Inspector-5
QC002655,PO002655,MAT011,SUP004,2023-02-12,68,68,0,0.0035,无,无,接收,Inspector-1
QC002656,PO002656,MAT014,SUP006,2023-02-09,74,74,0,0.0039,无,无,接收,Inspector-1
QC002657,PO002657,MAT019,SUP001,2023-02-27,150,99,0,0.0046,无,无,接收,Inspector-5
QC002658,PO002658,MAT022,SUP008,2023-02-21,49,49,0,0.0009,无,无,接收,Inspector-5
QC002659,PO002659,MAT027,SUP005,2023-02-14,190,76,0,0.0036,无,无,接收,Inspector-2
QC002660,PO002660,MAT032,SUP002,2023-02-28,190,77,0,0.0029,无,无,接收,Inspector-4
QC002661,PO002661,MAT034,SUP014,2023-02-26,200,88,0,0.0017,无,无,接收,Inspector-2
QC002662,PO002662,MAT041,SUP006,2023-02-16,203,37,0,0.0034,无,无,接收,Inspector-3
QC002663,PO002663,MAT044,SUP001,2023-02-28,100,100,0,0.0008,无,无,接收,Inspector-5
QC002664,PO002664,MAT046,SUP005,2023-02-18,110,62,0,0.002,无,无,接收,Inspector-5
QC002665,PO002665,MAT002,SUP006,2023-02-15,300,43,18,0.0626,标签错误,低,退回,Inspector-5
QC002666,PO002666,MAT005,SUP005,2023-02-14,80,80,0,0.0002,无,无,接收,Inspector-3
QC002667,PO002667,MAT013,SUP020,2023-02-22,100,100,8,0.082,杂质混入,中,供应商返工,Inspector-4
QC002668,PO002668,MAT014,SUP006,2023-02-07,60,60,5,0.0963,外观不符,中,退回,Inspector-4
QC002669,PO002669,MAT043,SUP005,2023-02-23,45,45,0,0.001,无,无,接收,Inspector-1
QC002670,PO002670,MAT044,SUP001,2023-03-09,100,100,0,0.0047,无,无,接收,Inspector-1
QC002671,PO002671,MAT046,SUP005,2023-02-17,180,70,0,0.0022,无,无,接收,Inspector-2
QC002672,PO002672,MAT050,SUP009,2023-02-28,70,70,0,0.0046,无,无,接收,Inspector-1
QC002673,PO002673,MAT001,SUP005,2023-02-13,200,34,0,0.0038,无,无,接收,Inspector-5
QC002674,PO002674,MAT003,SUP012,2023-02-25,80,80,0,0.005,无,无,接收,Inspector-3
QC002675,PO002675,MAT009,SUP019,2023-02-16,289,41,0,0.0001,无,无,接收,Inspector-1
QC002676,PO002676,MAT013,SUP020,2023-02-21,57,57,0,0.0047,无,无,接收,Inspector-3
QC002677,PO002677,MAT019,SUP007,2023-02-22,350,100,20,0.0584,外观不符,高,折价接收,Inspector-2
QC002678,PO002678,MAT026,SUP016,2023-03-03,100,100,0,0.0029,无,无,接收,Inspector-1
QC002679,PO002679,MAT005,SUP005,2023-02-19,110,95,0,0.0011,无,无,接收,Inspector-1
QC002680,PO002680,MAT007,SUP003,2023-03-07,100,100,0,0.0038,无,无,接收,Inspector-2
QC002681,PO002681,MAT008,SUP010,2023-02-14,100,100,0,0.0044,无,无,接收,Inspector-4
QC002682,PO002682,MAT011,SUP004,2023-02-14,90,90,0,0.0046,无,无,接收,Inspector-2
QC002683,PO002683,MAT012,SUP004,2023-02-18,100,100,0,0.0009,无,无,接收,Inspector-2
QC002684,PO002684,MAT013,SUP016,2023-03-01,140,38,0,0.0046,无,无,接收,Inspector-1
QC002685,PO002685,MAT023,SUP012,2023-02-22,320,76,1,0.0045,轻微外观瑕疵,低,特殊批准使用,Inspector-5
QC002686,PO002686,MAT034,SUP014,2023-02-27,100,100,0,0.0008,无,无,接收,Inspector-1
QC002687,PO002687,MAT035,SUP010,2023-02-19,40,40,0,0.0027,无,无,接收,Inspector-4
QC002688,PO002688,MAT039,SUP016,2023-03-02,200,49,0,0.0037,无,无,接收,Inspector-4
QC002689,PO002689,MAT046,SUP005,2023-02-18,1210,53,2,0.0019,轻微尺寸偏差,低,特殊批准使用,Inspector-1
QC002690,PO002690,MAT050,SUP009,2023-03-01,220,33,0,0.0005,无,无,接收,Inspector-2
QC002691,PO002691,MAT001,SUP005,2023-02-23,100,100,0,0.0031,无,无,接收,Inspector-3
QC002692,PO002692,MAT020,SUP011,2023-02-21,100,100,0,0.004,无,无,接收,Inspector-2
QC002693,PO002693,MAT027,SUP005,2023-02-23,270,33,0,0.0019,无,无,接收,Inspector-2
QC002694,PO002694,MAT028,SUP017,2023-02-28,488,71,35,0.0735,材质问题,低,特殊批准使用,Inspector-5
QC002695,PO002695,MAT029,SUP007,2023-03-04,78,78,0,0.0014,无,无,接收,Inspector-5
QC002696,PO002696,MAT044,SUP001,2023-03-06,50,50,0,0.0024,无,无,接收,Inspector-5
QC002697,PO002697,MAT047,SUP015,2023-02-11,100,100,0,0.0013,无,无,接收,Inspector-3
QC002698,PO002698,MAT006,SUP020,2023-03-01,330,66,0,0.0026,无,无,接收,Inspector-2
QC002699,PO002699,MAT013,SUP020,2023-02-27,140,100,0,0.001,无,无,接收,Inspector-2
QC002700,PO002700,MAT018,SUP014,2023-03-05,100,100,0,0.0035,无,无,接收,Inspector-1
QC002701,PO002701,MAT036,SUP006,2023-02-12,325,54,0,0.0004,无,无,接收,Inspector-1
QC002702,PO002702,MAT043,SUP005,2023-02-19,35,35,0,0.0049,无,无,接收,Inspector-3
QC002703,PO002703,MAT045,SUP005,2023-02-23,200,61,0,0.0042,无,无,接收,Inspector-5
QC002704,PO002704,MAT048,SUP007,2023-02-26,320,84,0,0.0025,无,无,接收,Inspector-3
QC002705,PO002705,MAT050,SUP009,2023-03-04,190,88,0,0.0036,无,无,接收,Inspector-3
QC002706,PO002706,MAT001,SUP005,2023-02-24,100,100,0,0.0013,无,无,接收,Inspector-5
QC002707,PO002707,MAT008,SUP010,2023-02-23,150,37,0,0.0007,无,无,接收,Inspector-4
QC002708,PO002708,MAT013,SUP016,2023-03-04,60,60,0,0.001,无,无,接收,Inspector-2
QC002709,PO002709,MAT022,SUP008,2023-02-27,34,34,0,0.0042,无,无,接收,Inspector-2
QC002710,PO002710,MAT026,SUP006,2023-02-15,90,90,0,0.0041,无,无,接收,Inspector-1
QC002711,PO002711,MAT034,SUP014,2023-03-06,100,100,0,0.004,无,无,接收,Inspector-4
QC002712,PO002712,MAT044,SUP001,2023-03-02,45,45,0,0.0022,无,无,接收,Inspector-3
QC002713,PO002713,MAT007,SUP003,2023-02-28,100,100,7,0.077,杂质混入,低,折价接收,Inspector-5
QC002714,PO002714,MAT011,SUP011,2023-02-23,60,60,0,0.0019,无,无,接收,Inspector-3
QC002715,PO002715,MAT027,SUP005,2023-02-27,310,66,0,0.0027,无,无,接收,Inspector-4
QC002716,PO002716,MAT036,SUP006,2023-02-17,125,78,9,0.0772,材质问题,低,特殊批准使用,Inspector-2
QC002717,PO002717,MAT045,SUP005,2023-02-27,100,100,0,0.0032,无,无,接收,Inspector-4
QC002718,PO002718,MAT001,SUP005,2023-03-02,200,46,0,0.0012,无,无,接收,Inspector-1
QC002719,PO002719,MAT002,SUP010,2023-02-18,300,31,0,0.0008,无,无,接收,Inspector-3
QC002720,PO002720,MAT003,SUP012,2023-03-02,80,80,0,0.0039,无,无,接收,Inspector-4
QC002721,PO002721,MAT016,SUP008,2023-03-03,140,80,0,0.0018,无,无,接收,Inspector-1
QC002722,PO002722,MAT018,SUP014,2023-03-07,100,100,0,0.0033,无,无,接收,Inspector-2
QC002723,PO002723,MAT022,SUP008,2023-03-04,36,36,0,0.0031,无,无,接收,Inspector-4
QC002724,PO002724,MAT025,SUP001,2023-03-08,40,40,0,0.0032,无,无,接收,Inspector-1
QC002725,PO002725,MAT026,SUP006,2023-02-15,200,63,0,0.0034,无,无,接收,Inspector-1
QC002726,PO002726,MAT028,SUP017,2023-03-03,200,81,0,0.0046,无,无,接收,Inspector-4
QC002727,PO002727,MAT034,SUP014,2023-03-08,200,69,0,0.0021,无,无,接收,Inspector-2
QC002728,PO002728,MAT038,SUP006,2023-02-17,390,44,0,0.0022,无,无,接收,Inspector-3
QC002729,PO002729,MAT042,SUP007,2023-03-02,140,84,0,0.0002,无,无,接收,Inspector-3
QC002730,PO002730,MAT044,SUP001,2023-03-09,90,90,0,0.0009,无,无,接收,Inspector-3
QC002731,PO002731,MAT046,SUP005,2023-03-01,300,87,0,0.0024,无,无,接收,Inspector-2
QC002732,PO002732,MAT005,SUP005,2023-02-24,120,58,0,0.0035,无,无,接收,Inspector-3
QC002733,PO002733,MAT013,SUP016,2023-03-07,80,80,0,0.0014,无,无,接收,Inspector-1
QC002734,PO002734,MAT014,SUP006,2023-02-19,470,91,0,0.0017,无,无,接收,Inspector-1
QC002735,PO002735,MAT015,SUP005,2023-02-23,80,80,0,0.0032,无,无,接收,Inspector-3
QC002736,PO002736,MAT022,SUP008,2023-03-03,33,33,0,0.0027,无,无,接收,Inspector-5
QC002737,PO002737,MAT031,SUP001,2023-03-13,150,78,0,0.0042,无,无,接收,Inspector-5
QC002738,PO002738,MAT033,SUP004,2023-02-19,120,99,0,0.0046,无,无,接收,Inspector-2
QC002739,PO002739,MAT001,SUP005,2023-03-04,100,100,0,0.0035,无,无,接收,Inspector-1
QC002740,PO002740,MAT010,SUP011,2023-02-25,145,99,0,0.0003,无,无,接收,Inspector-2
QC002741,PO002741,MAT015,SUP005,2023-02-26,80,80,0,0.0,无,无,接收,Inspector-3
QC002742,PO002742,MAT019,SUP001,2023-03-15,250,72,0,0.0022,无,无,接收,Inspector-4
QC002743,PO002743,MAT023,SUP012,2023-03-03,280,83,1,0.004,轻微尺寸偏差,低,特殊批准使用,Inspector-4
QC002744,PO002744,MAT027,SUP005,2023-02-25,210,49,0,0.001,无,无,接收,Inspector-3
QC002745,PO002745,MAT036,SUP006,2023-02-20,125,66,0,0.001,无,无,接收,Inspector-1
QC002746,PO002746,MAT046,SUP005,2023-02-28,450,53,0,0.0,无,无,接收,Inspector-5
QC002747,PO002747,MAT047,SUP002,2023-02-28,50,50,0,0.0039,无,无,接收,Inspector-3
QC002748,PO002748,MAT050,SUP009,2023-02-26,193,48,0,0.0028,无,无,接收,Inspector-3
QC002749,PO002749,MAT008,SUP014,2023-03-12,100,100,0,0.0041,无,无,接收,Inspector-2
QC002750,PO002750,MAT013,SUP016,2023-03-08,120,89,0,0.0047,无,无,接收,Inspector-2
QC002751,PO002751,MAT018,SUP014,2023-03-15,80,80,0,0.0028,无,无,接收,Inspector-2
QC002752,PO002752,MAT033,SUP013,2023-03-07,371,34,30,0.081,标签错误,低,折价接收,Inspector-1
QC002753,PO002753,MAT036,SUP006,2023-02-22,415,40,1,0.0034,轻微外观瑕疵,低,特殊批准使用,Inspector-1
QC002754,PO002754,MAT001,SUP005,2023-02-28,100,100,0,0.0008,无,无,接收,Inspector-3
QC002755,PO002755,MAT022,SUP008,2023-03-06,89,89,0,0.0003,无,无,接收,Inspector-4
QC002756,PO002756,MAT029,SUP001,2023-03-14,85,85,8,0.0966,材质问题,高,供应商返工,Inspector-2
QC002757,PO002757,MAT032,SUP002,2023-03-03,220,78,8,0.0406,尺寸偏差,高,供应商返工,Inspector-3
QC002758,PO002758,MAT044,SUP001,2023-03-13,95,95,0,0.0025,无,无,接收,Inspector-5
QC002759,PO002759,MAT046,SUP005,2023-02-28,180,90,0,0.0015,无,无,接收,Inspector-3
QC002760,PO002760,MAT001,SUP005,2023-03-06,200,61,0,0.0016,无,无,接收,Inspector-4
QC002761,PO002761,MAT002,SUP006,2023-02-22,300,54,0,0.0026,无,无,接收,Inspector-1
QC002762,PO002762,MAT008,SUP010,2023-03-01,90,90,0,0.0009,无,无,接收,Inspector-2
QC002763,PO002763,MAT013,SUP020,2023-03-14,120,83,0,0.0047,无,无,接收,Inspector-4
QC002764,PO002764,MAT015,SUP005,2023-02-25,80,80,0,0.0046,无,无,接收,Inspector-4
QC002765,PO002765,MAT024,SUP005,2023-03-01,200,30,0,0.0015,无,无,接收,Inspector-1
QC002766,PO002766,MAT034,SUP014,2023-03-19,200,59,0,0.0038,无,无,接收,Inspector-3
QC002767,PO002767,MAT045,SUP005,2023-03-03,200,82,0,0.0033,无,无,接收,Inspector-3
QC002768,PO002768,MAT007,SUP003,2023-03-21,100,100,0,0.0022,无,无,接收,Inspector-2
QC002769,PO002769,MAT018,SUP014,2023-03-12,80,80,0,0.0032,无,无,接收,Inspector-2
QC002770,PO002770,MAT022,SUP008,2023-03-09,40,40,0,0.0036,无,无,接收,Inspector-4
QC002771,PO002771,MAT027,SUP005,2023-02-28,260,59,0,0.0036,无,无,接收,Inspector-3
QC002772,PO002772,MAT036,SUP006,2023-02-20,230,36,0,0.0034,无,无,接收,Inspector-3
QC002773,PO002773,MAT039,SUP020,2023-03-08,200,78,17,0.0883,清洁度不足,低,供应商返工,Inspector-5
QC002774,PO002774,MAT040,SUP002,2023-03-13,92,92,0,0.001,无,无,接收,Inspector-1
QC002775,PO002775,MAT001,SUP005,2023-03-06,700,98,2,0.0034,轻微外观瑕疵,低,特殊批准使用,Inspector-3
QC002776,PO002776,MAT011,SUP004,2023-02-25,120,32,0,0.0018,无,无,接收,Inspector-4
QC002777,PO002777,MAT013,SUP016,2023-03-15,160,72,0,0.0002,无,无,接收,Inspector-5
QC002778,PO002778,MAT015,SUP005,2023-03-09,160,85,0,0.0031,无,无,接收,Inspector-4
QC002779,PO002779,MAT017,SUP002,2023-03-15,95,95,0,0.0003,无,无,接收,Inspector-4
QC002780,PO002780,MAT019,SUP001,2023-03-20,300,57,0,0.0028,无,无,接收,Inspector-3
QC002781,PO002781,MAT022,SUP008,2023-03-11,58,58,0,0.0038,无,无,接收,Inspector-3
QC002782,PO002782,MAT026,SUP006,2023-02-22,200,57,0,0.005,无,无,接收,Inspector-4
QC002783,PO002783,MAT037,SUP006,2023-02-26,163,36,0,0.0012,无,无,接收,Inspector-3
QC002784,PO002784,MAT047,SUP002,2023-03-18,50,50,0,0.0033,无,无,接收,Inspector-2
QC002785,PO002785,MAT050,SUP009,2023-03-12,130,33,0,0.0022,无,无,接收,Inspector-4
QC002786,PO002786,MAT002,SUP006,2023-02-26,500,55,1,0.0034,轻微外观瑕疵,低,特殊批准使用,Inspector-5
QC002787,PO002787,MAT004,SUP005,2023-02-27,100,100,0,0.005,无,无,接收,Inspector-5
QC002788,PO002788,MAT008,SUP006,2023-02-22,142,51,0,0.0011,无,无,接收,Inspector-3
QC002789,PO002789,MAT012,SUP004,2023-02-28,50,50,0,0.0028,无,无,接收,Inspector-3
QC002790,PO002790,MAT014,SUP010,2023-02-28,60,60,0,0.0042,无,无,接收,Inspector-2
QC002791,PO002791,MAT015,SUP005,2023-03-01,60,60,0,0.0039,无,无,接收,Inspector-2
QC002792,PO002792,MAT034,SUP014,2023-03-18,100,100,0,0.0045,无,无,接收,Inspector-1
QC002793,PO002793,MAT044,SUP007,2023-03-15,100,100,0,0.0042,无,无,接收,Inspector-5
QC002794,PO002794,MAT046,SUP005,2023-02-28,180,34,0,0.0004,无,无,接收,Inspector-5
QC002795,PO002795,MAT047,SUP019,2023-02-26,50,50,0,0.0045,无,无,接收,Inspector-2
QC002796,PO002796,MAT049,SUP001,2023-03-16,127,40,7,0.0585,外观不符,高,折价接收,Inspector-2
QC002797,PO002797,MAT001,SUP005,2023-03-02,100,100,0,0.0029,无,无,接收,Inspector-1
QC002798,PO002798,MAT014,SUP010,2023-02-28,48,48,0,0.0038,无,无,接收,Inspector-2
QC002799,PO002799,MAT015,SUP005,2023-03-05,120,80,0,0.0024,无,无,接收,Inspector-2
QC002800,PO002800,MAT016,SUP008,2023-03-13,160,94,0,0.0014,无,无,接收,Inspector-1
QC002801,PO002801,MAT017,SUP015,2023-02-26,55,55,0,0.0045,无,无,接收,Inspector-5
QC002802,PO002802,MAT018,SUP010,2023-03-02,160,50,9,0.06,标签错误,低,特殊批准使用,Inspector-4
QC002803,PO002803,MAT023,SUP012,2023-03-06,300,42,0,0.0002,无,无,接收,Inspector-2
QC002804,PO002804,MAT025,SUP001,2023-03-18,45,45,0,0.003,无,无,接收,Inspector-5
QC002805,PO002805,MAT034,SUP014,2023-03-20,100,100,0,0.0037,无,无,接收,Inspector-2
QC002806,PO002806,MAT046,SUP005,2023-03-10,100,100,0,0.0,无,无,接收,Inspector-3
QC002807,PO002807,MAT001,SUP005,2023-03-06,100,100,0,0.0035,无,无,接收,Inspector-3
QC002808,PO002808,MAT003,SUP018,2023-02-25,78,78,0,0.0005,无,无,接收,Inspector-1
QC002809,PO002809,MAT005,SUP005,2023-03-06,60,60,0,0.0008,无,无,接收,Inspector-4
QC002810,PO002810,MAT013,SUP020,2023-03-13,100,100,0,0.0028,无,无,接收,Inspector-4
QC002811,PO002811,MAT014,SUP010,2023-03-02,37,37,2,0.0736,功能缺陷,低,折价接收,Inspector-4
QC002812,PO002812,MAT019,SUP009,2023-03-17,150,93,0,0.0004,无,无,接收,Inspector-1
QC002813,PO002813,MAT050,SUP009,2023-03-13,270,69,0,0.0016,无,无,接收,Inspector-5
QC002814,PO002814,MAT001,SUP005,2023-03-10,100,100,0,0.0014,无,无,接收,Inspector-3
QC002815,PO002815,MAT011,SUP011,2023-03-16,140,44,0,0.0018,无,无,接收,Inspector-1
QC002816,PO002816,MAT014,SUP006,2023-02-28,70,70,0,0.0041,无,无,接收,Inspector-2
QC002817,PO002817,MAT021,SUP005,2023-03-10,180,85,0,0.0013,无,无,接收,Inspector-2
