po_id,material_id,supplier_id,order_date,quantity,expected_delivery_date,actual_delivery_date,actual_quantity,unit_price,total_amount,actual_amount,delivery_status,quantity_status,status
PO003025,MAT028,SUP017,2023-03-12,150,2023-04-08,2023-04-08,150.0,156.62,23493.0,23493.0,On Time,Complete,Completed
PO003026,MAT032,SUP019,2023-03-12,110,2023-03-28,2023-03-28,110.0,180.92,19901.2,19901.2,On Time,Complete,Completed
PO003027,MAT033,SUP004,2023-03-12,220,2023-03-24,2023-03-24,220.0,538.46,118461.2,118461.2,On Time,Complete,Completed
PO003028,MAT036,SUP006,2023-03-12,315,2023-03-22,2023-03-22,315.0,14.3,4504.5,4504.5,On Time,Complete,Completed
PO003029,MAT044,SUP007,2023-03-12,50,2023-04-05,2023-04-05,50.0,10.64,532.0,532.0,On Time,Complete,Completed
PO003030,MAT045,SUP005,2023-03-12,200,2023-03-26,2023-03-26,200.0,138.06,27612.0,27612.0,On Time,Complete,Completed
PO003031,MAT046,SUP005,2023-03-12,330,2023-04-03,2023-04-03,330.0,341.98,112853.4,112853.4,On Time,Complete,Completed
PO003032,MAT048,SUP009,2023-03-12,340,2023-04-06,2023-04-06,314.0,35.57,12093.8,11168.98,On Time,Incomplete,Completed
PO003033,MAT049,SUP007,2023-03-12,290,2023-04-01,2023-04-01,274.0,37.0,10730.0,10138.0,On Time,Incomplete,Completed
PO003034,MAT001,SUP005,2023-03-13,200,2023-03-27,2023-03-27,200.0,201.65,40330.0,40330.0,On Time,Complete,Completed
PO003035,MAT005,SUP005,2023-03-13,110,2023-04-04,2023-04-04,110.0,351.67,38683.7,38683.7,On Time,Complete,Completed
PO003036,MAT007,SUP003,2023-03-13,100,2023-04-08,2023-04-08,100.0,400.86,40086.0,40086.0,On Time,Complete,Completed
PO003037,MAT008,SUP014,2023-03-13,200,2023-04-13,2023-04-13,200.0,16.38,3276.0,3276.0,On Time,Complete,Completed
PO003038,MAT013,SUP020,2023-03-13,60,2023-04-06,2023-04-06,60.0,26.65,1599.0,1599.0,On Time,Complete,Completed
PO003039,MAT019,SUP007,2023-03-13,150,2023-04-04,2023-04-13,150.0,51.01,7651.5,7651.5,Delayed,Complete,Completed
PO003040,MAT036,SUP006,2023-03-13,225,2023-03-22,2023-03-22,225.0,14.3,3217.5,3217.5,On Time,Complete,Completed
PO003041,MAT039,SUP016,2023-03-13,100,2023-04-10,2023-04-10,100.0,14.91,1491.0,1491.0,On Time,Complete,Completed
PO003042,MAT044,SUP007,2023-03-13,50,2023-04-02,2023-04-02,50.0,10.64,532.0,532.0,On Time,Complete,Completed
PO003043,MAT003,SUP012,2023-03-14,90,2023-03-30,2023-03-30,90.0,1040.54,93648.6,93648.6,On Time,Complete,Completed
PO003044,MAT010,SUP011,2023-03-14,215,2023-03-29,2023-04-05,215.0,423.13,90972.95,90972.95,Delayed,Complete,Completed
PO003045,MAT016,SUP008,2023-03-14,100,2023-04-06,2023-04-06,100.0,113.0,11300.0,11300.0,On Time,Complete,Completed
PO003046,MAT017,SUP008,2023-03-14,185,2023-04-06,2023-04-06,185.0,77.78,14389.3,14389.3,On Time,Complete,Completed
PO003047,MAT029,SUP001,2023-03-14,150,2023-04-08,2023-04-15,150.0,25.41,3811.5,3811.5,Delayed,Complete,Completed
PO003048,MAT034,SUP014,2023-03-14,200,2023-04-03,2023-04-03,200.0,15.4,3080.0,3080.0,On Time,Complete,Completed
PO003049,MAT042,SUP007,2023-03-14,120,2023-03-31,2023-03-31,118.0,40.25,4830.0,4749.5,On Time,Incomplete,Completed
PO003050,MAT001,SUP005,2023-03-15,100,2023-04-01,2023-04-01,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003051,MAT025,SUP007,2023-03-15,20,2023-04-04,2023-04-04,20.0,33.33,666.6,666.6,On Time,Complete,Completed
PO003052,MAT026,SUP016,2023-03-15,100,2023-04-10,2023-04-10,100.0,29.08,2908.0,2908.0,On Time,Complete,Completed
PO003053,MAT027,SUP005,2023-03-15,310,2023-04-03,2023-04-03,310.0,368.55,114250.5,114250.5,On Time,Complete,Completed
PO003054,MAT037,SUP006,2023-03-15,145,2023-03-24,2023-03-28,145.0,11.29,1637.05,1637.05,Delayed,Complete,Completed
PO003055,MAT044,SUP007,2023-03-15,50,2023-04-02,2023-04-02,50.0,10.64,532.0,532.0,On Time,Complete,Completed
PO003056,MAT045,SUP005,2023-03-15,100,2023-03-30,2023-03-30,100.0,138.06,13806.0,13806.0,On Time,Complete,Completed
PO003057,MAT050,SUP009,2023-03-15,200,2023-04-03,2023-04-03,200.0,17.2,3440.0,3440.0,On Time,Complete,Completed
PO003058,MAT001,SUP005,2023-03-16,100,2023-03-30,2023-03-30,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003059,MAT007,SUP003,2023-03-16,100,2023-04-18,2023-04-18,100.0,400.86,40086.0,40086.0,On Time,Complete,Completed
PO003060,MAT008,SUP006,2023-03-16,400,2023-03-27,2023-03-27,391.0,15.66,6264.0,6123.06,On Time,Incomplete,Completed
PO003061,MAT011,SUP004,2023-03-16,150,2023-03-27,2023-03-27,150.0,360.06,54009.0,54009.0,On Time,Complete,Completed
PO003062,MAT013,SUP020,2023-03-16,120,2023-04-07,2023-04-07,115.0,26.65,3198.0,3064.75,On Time,Incomplete,Completed
PO003063,MAT018,SUP014,2023-03-16,180,2023-04-16,2023-04-16,180.0,9.63,1733.4,1733.4,On Time,Complete,Completed
PO003064,MAT023,SUP012,2023-03-16,280,2023-04-06,2023-04-06,280.0,457.2,128016.0,128016.0,On Time,Complete,Completed
PO003065,MAT024,SUP005,2023-03-16,300,2023-04-07,2023-04-07,300.0,445.61,133683.0,133683.0,On Time,Complete,Completed
PO003066,MAT031,SUP001,2023-03-16,100,2023-04-16,2023-04-16,94.0,23.3,2330.0,2190.2,On Time,Incomplete,Completed
PO003067,MAT036,SUP006,2023-03-16,105,2023-03-25,2023-03-25,105.0,14.3,1501.5,1501.5,On Time,Complete,Completed
PO003068,MAT045,SUP005,2023-03-16,100,2023-04-04,2023-04-04,100.0,138.06,13806.0,13806.0,On Time,Complete,Completed
PO003069,MAT001,SUP005,2023-03-17,100,2023-04-08,2023-04-08,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003070,MAT002,SUP010,2023-03-17,200,2023-03-29,2023-03-29,200.0,23.2,4640.0,4640.0,On Time,Complete,Completed
PO003071,MAT013,SUP016,2023-03-17,60,2023-04-13,2023-04-13,60.0,26.32,1579.2,1579.2,On Time,Complete,Completed
PO003072,MAT019,SUP001,2023-03-17,300,2023-04-17,2023-04-23,300.0,48.68,14604.0,14604.0,Delayed,Complete,Completed
PO003073,MAT038,SUP006,2023-03-17,250,2023-03-28,2023-03-31,250.0,25.03,6257.5,6257.5,Delayed,Complete,Completed
PO003074,MAT039,SUP020,2023-03-17,200,2023-04-07,2023-04-07,182.0,17.3,3460.0,3148.6,On Time,Incomplete,Completed
PO003075,MAT044,SUP007,2023-03-17,150,2023-04-12,2023-04-13,150.0,10.64,1596.0,1596.0,Delayed,Complete,Completed
PO003076,MAT005,SUP005,2023-03-18,40,2023-03-31,2023-03-31,40.0,351.67,14066.8,14066.8,On Time,Complete,Completed
PO003077,MAT013,SUP020,2023-03-18,100,2023-04-12,2023-04-12,100.0,26.65,2665.0,2665.0,On Time,Complete,Completed
PO003078,MAT014,SUP010,2023-03-18,50,2023-03-30,2023-03-30,50.0,9.99,499.5,499.5,On Time,Complete,Completed
PO003079,MAT015,SUP005,2023-03-18,80,2023-04-08,2023-04-08,80.0,198.83,15906.4,15906.4,On Time,Complete,Completed
PO003080,MAT034,SUP014,2023-03-18,100,2023-04-09,2023-04-09,100.0,15.4,1540.0,1540.0,On Time,Complete,Completed
PO003081,MAT036,SUP006,2023-03-18,105,2023-03-26,2023-03-27,105.0,14.3,1501.5,1501.5,Delayed,Complete,Completed
PO003082,MAT045,SUP005,2023-03-18,200,2023-04-09,2023-04-09,200.0,138.06,27612.0,27612.0,On Time,Complete,Completed
PO003083,MAT046,SUP005,2023-03-18,180,2023-04-06,2023-04-06,180.0,341.98,61556.4,61556.4,On Time,Complete,Completed
PO003084,MAT001,SUP005,2023-03-19,100,2023-04-09,2023-04-09,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003085,MAT014,SUP010,2023-03-19,70,2023-04-01,2023-04-11,70.0,9.99,699.3,699.3,Delayed,Complete,Completed
PO003086,MAT015,SUP005,2023-03-19,80,2023-04-01,2023-04-01,80.0,198.83,15906.4,15906.4,On Time,Complete,Completed
PO003087,MAT022,SUP008,2023-03-19,45,2023-04-11,2023-04-11,45.0,91.34,4110.3,4110.3,On Time,Complete,Completed
PO003088,MAT034,SUP014,2023-03-19,100,2023-04-13,2023-04-13,100.0,15.4,1540.0,1540.0,On Time,Complete,Completed
PO003089,MAT047,SUP002,2023-03-19,50,2023-04-18,2023-04-28,45.0,157.29,7864.5,7078.05,Delayed,Incomplete,Completed
PO003090,MAT001,SUP005,2023-03-20,100,2023-04-07,2023-04-07,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003091,MAT005,SUP005,2023-03-20,100,2023-04-10,2023-04-10,100.0,351.67,35167.0,35167.0,On Time,Complete,Completed
PO003092,MAT006,SUP016,2023-03-20,150,2023-04-17,2023-04-17,150.0,17.93,2689.5,2689.5,On Time,Complete,Completed
PO003093,MAT007,SUP003,2023-03-20,200,2023-04-17,2023-04-17,200.0,400.86,80172.0,80172.0,On Time,Complete,Completed
PO003094,MAT008,SUP006,2023-03-20,100,2023-03-30,2023-03-30,100.0,15.66,1566.0,1566.0,On Time,Complete,Completed
PO003095,MAT011,SUP011,2023-03-20,140,2023-04-04,2023-04-04,140.0,337.07,47189.8,47189.8,On Time,Complete,Completed
PO003096,MAT013,SUP020,2023-03-20,160,2023-04-13,2023-04-13,160.0,26.65,4264.0,4264.0,On Time,Complete,Completed
PO003097,MAT025,SUP007,2023-03-20,40,2023-04-14,2023-04-19,40.0,33.33,1333.2,1333.2,Delayed,Complete,Completed
PO003098,MAT026,SUP006,2023-03-20,100,2023-03-30,2023-03-31,100.0,28.39,2839.0,2839.0,Delayed,Complete,Completed
PO003099,MAT027,SUP005,2023-03-20,180,2023-04-01,2023-04-01,180.0,368.55,66339.0,66339.0,On Time,Complete,Completed
PO003100,MAT033,SUP013,2023-03-20,200,2023-04-15,2023-04-15,200.0,498.23,99646.0,99646.0,On Time,Complete,Completed
PO003101,MAT036,SUP006,2023-03-20,220,2023-03-29,2023-03-29,220.0,14.3,3146.0,3146.0,On Time,Complete,Completed
PO003102,MAT041,SUP020,2023-03-20,170,2023-04-13,2023-04-13,170.0,28.45,4836.5,4836.5,On Time,Complete,Completed
PO003103,MAT044,SUP001,2023-03-20,50,2023-04-19,2023-04-19,50.0,11.37,568.5,568.5,On Time,Complete,Completed
PO003104,MAT046,SUP005,2023-03-20,310,2023-04-03,2023-04-03,310.0,341.98,106013.8,106013.8,On Time,Complete,Completed
PO003105,MAT050,SUP009,2023-03-20,110,2023-04-14,2023-04-14,110.0,17.2,1892.0,1892.0,On Time,Complete,Completed
PO003106,MAT001,SUP005,2023-03-21,100,2023-04-04,2023-04-04,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003107,MAT002,SUP014,2023-03-21,200,2023-04-11,2023-04-11,200.0,21.12,4224.0,4224.0,On Time,Complete,Completed
PO003108,MAT015,SUP005,2023-03-21,80,2023-04-07,2023-04-07,80.0,198.83,15906.4,15906.4,On Time,Complete,Completed
PO003109,MAT019,SUP007,2023-03-21,400,2023-04-19,2023-04-19,367.0,51.01,20404.0,18720.67,On Time,Incomplete,Completed
PO003110,MAT021,SUP005,2023-03-21,320,2023-04-10,2023-04-10,320.0,380.35,121712.0,121712.0,On Time,Complete,Completed
PO003111,MAT030,SUP020,2023-03-21,134,2023-04-12,2023-04-12,134.0,31.32,4196.88,4196.88,On Time,Complete,Completed
PO003112,MAT034,SUP014,2023-03-21,100,2023-04-14,2023-04-14,100.0,15.4,1540.0,1540.0,On Time,Complete,Completed
PO003113,MAT018,SUP014,2023-03-22,220,2023-04-23,2023-04-23,220.0,9.63,2118.6,2118.6,On Time,Complete,Completed
PO003114,MAT022,SUP008,2023-03-22,17,2023-04-14,2023-04-14,17.0,91.34,1552.78,1552.78,On Time,Complete,Completed
PO003115,MAT023,SUP012,2023-03-22,160,2023-04-07,2023-04-07,160.0,457.2,73152.0,73152.0,On Time,Complete,Completed
PO003116,MAT026,SUP006,2023-03-22,100,2023-03-30,2023-03-30,100.0,28.39,2839.0,2839.0,On Time,Complete,Completed
PO003117,MAT044,SUP007,2023-03-22,100,2023-04-20,2023-04-20,100.0,10.64,1064.0,1064.0,On Time,Complete,Completed
PO003118,MAT045,SUP005,2023-03-22,200,2023-04-04,2023-04-04,200.0,138.06,27612.0,27612.0,On Time,Complete,Completed
PO003119,MAT047,SUP019,2023-03-22,50,2023-04-03,2023-04-06,50.0,162.06,8103.0,8103.0,Delayed,Complete,Completed
PO003120,MAT001,SUP005,2023-03-23,200,2023-04-05,2023-04-05,200.0,201.65,40330.0,40330.0,On Time,Complete,Completed
PO003121,MAT008,SUP010,2023-03-23,150,2023-04-05,2023-04-12,150.0,15.98,2397.0,2397.0,Delayed,Complete,Completed
PO003122,MAT012,SUP004,2023-03-23,50,2023-04-03,2023-04-11,50.0,382.16,19108.0,19108.0,Delayed,Complete,Completed
PO003123,MAT013,SUP016,2023-03-23,140,2023-04-20,2023-04-20,140.0,26.32,3684.8,3684.8,On Time,Complete,Completed
PO003124,MAT014,SUP010,2023-03-23,40,2023-04-05,2023-04-15,40.0,9.99,399.6,399.6,Delayed,Complete,Completed
PO003125,MAT022,SUP008,2023-03-23,84,2023-04-15,2023-04-15,84.0,91.34,7672.56,7672.56,On Time,Complete,Completed
PO003126,MAT032,SUP002,2023-03-23,100,2023-04-25,2023-04-25,100.0,190.74,19074.0,19074.0,On Time,Complete,Completed
PO003127,MAT034,SUP014,2023-03-23,100,2023-04-17,2023-04-17,100.0,15.4,1540.0,1540.0,On Time,Complete,Completed
PO003128,MAT003,SUP003,2023-03-24,100,2023-04-21,2023-04-21,100.0,883.34,88334.0,88334.0,On Time,Complete,Completed
PO003129,MAT009,SUP015,2023-03-24,300,2023-04-01,2023-04-01,279.0,103.21,30963.0,28795.59,On Time,Incomplete,Completed
PO003130,MAT022,SUP008,2023-03-24,124,2023-04-18,2023-04-18,124.0,91.34,11326.16,11326.16,On Time,Complete,Completed
PO003131,MAT027,SUP005,2023-03-24,200,2023-04-12,2023-04-12,200.0,368.55,73710.0,73710.0,On Time,Complete,Completed
PO003132,MAT028,SUP017,2023-03-24,250,2023-04-13,2023-04-13,250.0,156.62,39155.0,39155.0,On Time,Complete,Completed
PO003133,MAT039,SUP016,2023-03-24,200,2023-04-20,2023-04-20,200.0,14.91,2982.0,2982.0,On Time,Complete,Completed
PO003134,MAT046,SUP005,2023-03-24,340,2023-04-09,2023-04-09,340.0,341.98,116273.2,116273.2,On Time,Complete,Completed
PO003135,MAT001,SUP005,2023-03-25,100,2023-04-11,2023-04-11,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003136,MAT011,SUP011,2023-03-25,90,2023-04-09,2023-04-09,90.0,337.07,30336.3,30336.3,On Time,Complete,Completed
PO003137,MAT013,SUP020,2023-03-25,140,2023-04-15,2023-04-15,140.0,26.65,3731.0,3731.0,On Time,Complete,Completed
PO003138,MAT022,SUP008,2023-03-25,42,2023-04-17,2023-04-17,41.0,91.34,3836.28,3744.94,On Time,Incomplete,Completed
PO003139,MAT029,SUP007,2023-03-25,130,2023-04-11,2023-04-11,130.0,23.54,3060.2,3060.2,On Time,Complete,Completed
PO003140,MAT034,SUP014,2023-03-25,300,2023-04-16,2023-04-16,300.0,15.4,4620.0,4620.0,On Time,Complete,Completed
PO003141,MAT045,SUP005,2023-03-25,100,2023-04-09,2023-04-09,100.0,138.06,13806.0,13806.0,On Time,Complete,Completed
PO003142,MAT050,SUP009,2023-03-25,160,2023-04-13,2023-04-13,147.0,17.2,2752.0,2528.4,On Time,Incomplete,Completed
PO003143,MAT001,SUP005,2023-03-26,100,2023-04-14,2023-04-14,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003144,MAT002,SUP006,2023-03-26,400,2023-04-06,2023-04-10,400.0,21.54,8616.0,8616.0,Delayed,Complete,Completed
PO003145,MAT003,SUP012,2023-03-26,30,2023-04-11,2023-04-11,30.0,1040.54,31216.2,31216.2,On Time,Complete,Completed
PO003146,MAT023,SUP012,2023-03-26,160,2023-04-18,2023-04-18,160.0,457.2,73152.0,73152.0,On Time,Complete,Completed
PO003147,MAT026,SUP016,2023-03-26,200,2023-04-22,2023-04-22,200.0,29.08,5816.0,5816.0,On Time,Complete,Completed
PO003148,MAT036,SUP006,2023-03-26,95,2023-04-03,2023-04-03,95.0,14.3,1358.5,1358.5,On Time,Complete,Completed
PO003149,MAT044,SUP001,2023-03-26,50,2023-04-25,2023-04-25,50.0,11.37,568.5,568.5,On Time,Complete,Completed
PO003150,MAT005,SUP005,2023-03-27,120,2023-04-11,2023-04-11,120.0,351.67,42200.4,42200.4,On Time,Complete,Completed
PO003151,MAT011,SUP011,2023-03-27,110,2023-04-13,2023-04-13,110.0,337.07,37077.7,37077.7,On Time,Complete,Completed
PO003152,MAT012,SUP004,2023-03-27,150,2023-04-08,2023-04-08,150.0,382.16,57324.0,57324.0,On Time,Complete,Completed
PO003153,MAT013,SUP020,2023-03-27,60,2023-04-16,2023-04-16,60.0,26.65,1599.0,1599.0,On Time,Complete,Completed
PO003154,MAT015,SUP005,2023-03-27,180,2023-04-17,2023-04-17,180.0,198.83,35789.4,35789.4,On Time,Complete,Completed
PO003155,MAT018,SUP010,2023-03-27,400,2023-04-09,2023-04-09,366.0,9.73,3892.0,3561.18,On Time,Incomplete,Completed
PO003156,MAT022,SUP008,2023-03-27,50,2023-04-20,2023-04-20,50.0,91.34,4567.0,4567.0,On Time,Complete,Completed
PO003157,MAT027,SUP005,2023-03-27,100,2023-04-09,2023-04-09,100.0,368.55,36855.0,36855.0,On Time,Complete,Completed
PO003158,MAT037,SUP014,2023-03-27,224,2023-04-19,2023-04-19,224.0,11.81,2645.44,2645.44,On Time,Complete,Completed
PO003159,MAT049,SUP009,2023-03-27,140,2023-04-14,2023-04-14,140.0,31.88,4463.2,4463.2,On Time,Complete,Completed
PO003160,MAT001,SUP005,2023-03-28,200,2023-04-11,2023-04-11,200.0,201.65,40330.0,40330.0,On Time,Complete,Completed
PO003161,MAT003,SUP003,2023-03-28,30,2023-04-30,2023-04-30,30.0,883.34,26500.2,26500.2,On Time,Complete,Completed
PO003162,MAT008,SUP014,2023-03-28,250,2023-04-30,2023-04-30,250.0,16.38,4095.0,4095.0,On Time,Complete,Completed
PO003163,MAT019,SUP007,2023-03-28,200,2023-04-20,2023-04-24,200.0,51.01,10202.0,10202.0,Delayed,Complete,Completed
PO003164,MAT020,SUP003,2023-03-28,100,2023-05-01,2023-05-01,100.0,580.29,58029.0,58029.0,On Time,Complete,Completed
PO003165,MAT022,SUP008,2023-03-28,34,2023-04-21,2023-04-21,32.0,91.34,3105.56,2922.88,On Time,Incomplete,Completed
PO003166,MAT034,SUP014,2023-03-28,100,2023-04-30,2023-04-30,100.0,15.4,1540.0,1540.0,On Time,Complete,Completed
PO003167,MAT036,SUP006,2023-03-28,195,2023-04-06,2023-04-06,195.0,14.3,2788.5,2788.5,On Time,Complete,Completed
PO003168,MAT044,SUP007,2023-03-28,100,2023-04-20,2023-04-20,100.0,10.64,1064.0,1064.0,On Time,Complete,Completed
PO003169,MAT046,SUP005,2023-03-28,150,2023-04-14,2023-04-14,150.0,341.98,51297.0,51297.0,On Time,Complete,Completed
PO003170,MAT050,SUP009,2023-03-28,80,2023-04-24,2023-04-24,78.0,17.2,1376.0,1341.6,On Time,Incomplete,Completed
PO003171,MAT011,SUP004,2023-03-29,120,2023-04-09,2023-04-09,120.0,360.06,43207.2,43207.2,On Time,Complete,Completed
PO003172,MAT013,SUP020,2023-03-29,120,2023-04-22,2023-04-22,109.0,26.65,3198.0,2904.85,On Time,Incomplete,Completed
PO003173,MAT027,SUP005,2023-03-29,130,2023-04-19,2023-04-19,130.0,368.55,47911.5,47911.5,On Time,Complete,Completed
PO003174,MAT029,SUP001,2023-03-29,115,2023-04-22,2023-04-22,115.0,25.41,2922.15,2922.15,On Time,Complete,Completed
PO003175,MAT030,SUP016,2023-03-29,64,2023-04-25,2023-04-25,64.0,28.17,1802.88,1802.88,On Time,Complete,Completed
PO003176,MAT033,SUP011,2023-03-29,120,2023-04-15,2023-04-15,120.0,571.18,68541.6,68541.6,On Time,Complete,Completed
PO003177,MAT038,SUP006,2023-03-29,200,2023-04-09,2023-04-09,200.0,25.03,5006.0,5006.0,On Time,Complete,Completed
PO003178,MAT045,SUP005,2023-03-29,600,2023-04-15,2023-04-15,600.0,138.06,82836.0,82836.0,On Time,Complete,Completed
PO003179,MAT046,SUP005,2023-03-29,260,2023-04-16,2023-04-16,260.0,341.98,88914.8,88914.8,On Time,Complete,Completed
PO003180,MAT048,SUP009,2023-03-29,360,2023-04-25,2023-04-26,329.0,35.57,12805.2,11702.53,Delayed,Incomplete,Completed
PO003181,MAT001,SUP005,2023-03-30,100,2023-04-22,2023-04-22,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003182,MAT003,SUP018,2023-03-30,30,2023-04-08,2023-04-08,27.0,1001.11,30033.3,27029.97,On Time,Incomplete,Completed
PO003183,MAT011,SUP011,2023-03-30,90,2023-04-17,2023-04-17,90.0,337.07,30336.3,30336.3,On Time,Complete,Completed
PO003184,MAT028,SUP017,2023-03-30,170,2023-04-22,2023-04-22,166.0,156.62,26625.4,25998.92,On Time,Incomplete,Completed
PO003185,MAT034,SUP014,2023-03-30,200,2023-05-03,2023-05-03,200.0,15.4,3080.0,3080.0,On Time,Complete,Completed
PO003186,MAT047,SUP019,2023-03-30,50,2023-04-15,2023-04-15,50.0,162.06,8103.0,8103.0,On Time,Complete,Completed
PO003187,MAT050,SUP009,2023-03-30,130,2023-04-21,2023-04-21,130.0,17.2,2236.0,2236.0,On Time,Complete,Completed
PO003188,MAT001,SUP005,2023-03-31,100,2023-04-17,2023-04-17,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003189,MAT019,SUP001,2023-03-31,250,2023-04-30,2023-04-30,250.0,48.68,12170.0,12170.0,On Time,Complete,Completed
PO003190,MAT025,SUP001,2023-03-31,50,2023-04-25,2023-04-25,50.0,33.45,1672.5,1672.5,On Time,Complete,Completed
PO003191,MAT031,SUP001,2023-03-31,50,2023-04-30,2023-04-30,50.0,23.3,1165.0,1165.0,On Time,Complete,Completed
PO003192,MAT036,SUP006,2023-03-31,190,2023-04-09,2023-04-18,190.0,14.3,2717.0,2717.0,Delayed,Complete,Completed
PO003193,MAT039,SUP020,2023-03-31,200,2023-04-25,2023-04-25,200.0,17.3,3460.0,3460.0,On Time,Complete,Completed
PO003194,MAT002,SUP014,2023-04-01,100,2023-04-30,2023-04-30,100.0,21.12,2112.0,2112.0,On Time,Complete,Completed
PO003195,MAT007,SUP003,2023-04-01,150,2023-04-23,2023-04-23,150.0,400.86,60129.0,60129.0,On Time,Complete,Completed
PO003196,MAT013,SUP020,2023-04-01,160,2023-04-23,2023-04-23,160.0,26.65,4264.0,4264.0,On Time,Complete,Completed
PO003197,MAT021,SUP005,2023-04-01,240,2023-04-19,2023-04-19,240.0,380.35,91284.0,91284.0,On Time,Complete,Completed
PO003198,MAT023,SUP012,2023-04-01,240,2023-04-21,2023-04-21,240.0,457.2,109728.0,109728.0,On Time,Complete,Completed
PO003199,MAT044,SUP001,2023-04-01,100,2023-05-03,2023-05-03,100.0,11.37,1137.0,1137.0,On Time,Complete,Completed
PO003200,MAT045,SUP005,2023-04-01,100,2023-04-21,2023-04-21,100.0,138.06,13806.0,13806.0,On Time,Complete,Completed
PO003201,MAT046,SUP005,2023-04-01,90,2023-04-21,2023-04-21,90.0,341.98,30778.2,30778.2,On Time,Complete,Completed
PO003202,MAT001,SUP005,2023-04-02,100,2023-04-25,2023-04-25,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003203,MAT003,SUP018,2023-04-02,60,2023-04-09,2023-04-09,58.0,1001.11,60066.6,58064.38,On Time,Incomplete,Completed
PO003204,MAT022,SUP008,2023-04-02,24,2023-04-24,2023-04-24,22.0,91.34,2192.16,2009.48,On Time,Incomplete,Completed
PO003205,MAT030,SUP006,2023-04-02,89,2023-04-12,2023-04-12,89.0,31.27,2783.03,2783.03,On Time,Complete,Completed
PO003206,MAT034,SUP014,2023-04-02,100,2023-04-22,2023-04-22,100.0,15.4,1540.0,1540.0,On Time,Complete,Completed
PO003207,MAT040,SUP002,2023-04-02,200,2023-04-24,2023-04-24,200.0,107.79,21558.0,21558.0,On Time,Complete,Completed
PO003208,MAT046,SUP005,2023-04-02,180,2023-04-20,2023-04-20,180.0,341.98,61556.4,61556.4,On Time,Complete,Completed
PO003209,MAT047,SUP002,2023-04-02,50,2023-04-27,2023-04-27,45.0,157.29,7864.5,7078.05,On Time,Incomplete,Completed
PO003210,MAT001,SUP005,2023-04-03,100,2023-04-25,2023-04-25,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003211,MAT012,SUP004,2023-04-03,100,2023-04-14,2023-04-14,100.0,382.16,38216.0,38216.0,On Time,Complete,Completed
PO003212,MAT016,SUP008,2023-04-03,160,2023-04-28,2023-04-28,160.0,113.0,18080.0,18080.0,On Time,Complete,Completed
PO003213,MAT018,SUP010,2023-04-03,240,2023-04-15,2023-04-15,240.0,9.73,2335.2,2335.2,On Time,Complete,Completed
PO003214,MAT026,SUP016,2023-04-03,100,2023-05-01,2023-05-01,100.0,29.08,2908.0,2908.0,On Time,Complete,Completed
PO003215,MAT027,SUP005,2023-04-03,200,2023-04-23,2023-04-23,200.0,368.55,73710.0,73710.0,On Time,Complete,Completed
PO003216,MAT032,SUP019,2023-04-03,110,2023-04-14,2023-04-14,110.0,180.92,19901.2,19901.2,On Time,Complete,Completed
PO003217,MAT033,SUP013,2023-04-03,220,2023-05-03,2023-05-04,220.0,498.23,109610.6,109610.6,Delayed,Complete,Completed
PO003218,MAT036,SUP006,2023-04-03,300,2023-04-14,2023-04-20,300.0,14.3,4290.0,4290.0,Delayed,Complete,Completed
PO003219,MAT050,SUP009,2023-04-03,180,2023-04-23,2023-04-23,180.0,17.2,3096.0,3096.0,On Time,Complete,Completed
PO003220,MAT001,SUP005,2023-04-04,100,2023-04-26,2023-04-26,100.0,201.65,20165.0,20165.0,On Time,Complete,Completed
PO003221,MAT002,SUP014,2023-04-04,200,2023-04-26,2023-04-26,183.0,21.12,4224.0,3864.96,On Time,Incomplete,Completed
PO003222,MAT008,SUP010,2023-04-04,100,2023-04-17,2023-04-17,91.0,15.98,1598.0,1454.18,On Time,Incomplete,Completed
PO003223,MAT019,SUP001,2023-04-04,350,2023-05-03,2023-05-03,332.0,48.68,17038.0,16161.76,On Time,Incomplete,Completed
PO003224,MAT022,SUP008,2023-04-04,16,2023-04-29,2023-04-29,16.0,91.34,1461.44,1461.44,On Time,Complete,Completed
PO003225,MAT024,SUP005,2023-04-04,300,2023-04-20,2023-04-20,300.0,445.61,133683.0,133683.0,On Time,Complete,Completed
PO003226,MAT034,SUP014,2023-04-04,100,2023-04-30,2023-04-30,100.0,15.4,1540.0,1540.0,On Time,Complete,Completed
PO003227,MAT043,SUP005,2023-04-04,55,2023-04-20,2023-04-20,55.0,422.46,23235.3,23235.3,On Time,Complete,Completed
