date,material_id,beginning_inventory,demand,replenishment,ending_inventory
2023-03-15,MAT008,178,36,0,142
2023-03-15,MAT009,150,0,0,150
2023-03-15,MAT010,274,10,0,264
2023-03-15,MAT011,68,0,0,68
2023-03-15,MAT012,93,0,0,93
2023-03-15,MAT013,80,16,0,64
2023-03-15,MAT014,41,0,0,41
2023-03-15,MAT015,126,69,0,57
2023-03-15,MAT016,157,0,0,157
2023-03-15,MAT017,180,0,0,180
2023-03-15,MAT018,89,18,0,71
2023-03-15,MAT019,154,0,0,154
2023-03-15,MAT020,118,0,0,118
2023-03-15,MAT021,234,45,0,189
2023-03-15,MAT022,22,0,0,22
2023-03-15,MAT023,143,0,0,143
2023-03-15,MAT024,117,20,0,97
2023-03-15,MAT025,20,7,20,33
2023-03-15,MAT026,73,47,100,126
2023-03-15,MAT027,83,69,310,324
2023-03-15,MAT028,129,0,0,129
2023-03-15,MAT029,153,3,0,150
2023-03-15,MAT030,103,22,0,81
2023-03-15,MAT031,85,16,0,69
2023-03-15,MAT032,126,29,0,97
2023-03-15,MAT033,235,19,0,216
2023-03-15,MAT034,194,0,0,194
2023-03-15,MAT035,93,0,0,93
2023-03-15,MAT036,189,45,0,144
2023-03-15,MAT037,88,29,145,204
2023-03-15,MAT038,127,29,0,98
2023-03-15,MAT039,101,28,0,73
2023-03-15,MAT040,171,0,0,171
2023-03-15,MAT041,133,67,0,66
2023-03-15,MAT042,132,0,0,132
2023-03-15,MAT043,67,0,0,67
2023-03-15,MAT044,35,25,50,60
2023-03-15,MAT045,56,74,100,82
2023-03-15,MAT046,200,0,0,200
2023-03-15,MAT047,21,0,0,21
2023-03-15,MAT048,393,22,0,371
2023-03-15,MAT049,131,0,0,131
2023-03-15,MAT050,93,72,200,221
2023-03-16,MAT001,86,83,100,103
2023-03-16,MAT002,177,64,0,113
2023-03-16,MAT003,98,13,0,85
2023-03-16,MAT004,177,0,0,177
2023-03-16,MAT005,99,0,0,99
2023-03-16,MAT006,125,0,0,125
2023-03-16,MAT007,72,32,100,140
2023-03-16,MAT008,142,344,400,198
2023-03-16,MAT009,150,0,0,150
2023-03-16,MAT010,264,0,0,264
2023-03-16,MAT011,68,93,150,125
2023-03-16,MAT012,93,0,0,93
2023-03-16,MAT013,64,61,120,123
2023-03-16,MAT014,41,0,0,41
2023-03-16,MAT015,57,0,0,57
2023-03-16,MAT016,157,0,0,157
2023-03-16,MAT017,180,32,0,148
2023-03-16,MAT018,71,21,180,230
2023-03-16,MAT019,154,17,0,137
2023-03-16,MAT020,118,0,0,118
2023-03-16,MAT021,189,0,0,189
2023-03-16,MAT022,22,0,0,22
2023-03-16,MAT023,143,107,280,316
2023-03-16,MAT024,97,29,300,368
2023-03-16,MAT025,33,2,0,31
2023-03-16,MAT026,126,0,0,126
2023-03-16,MAT027,324,0,0,324
2023-03-16,MAT028,129,0,0,129
2023-03-16,MAT029,150,0,0,150
2023-03-16,MAT030,81,0,0,81
2023-03-16,MAT031,69,54,100,115
2023-03-16,MAT032,97,0,0,97
2023-03-16,MAT033,216,26,0,190
2023-03-16,MAT034,194,73,0,121
2023-03-16,MAT035,93,16,0,77
2023-03-16,MAT036,144,63,105,186
2023-03-16,MAT037,204,13,0,191
2023-03-16,MAT038,98,21,0,77
2023-03-16,MAT039,73,24,0,49
2023-03-16,MAT040,171,0,0,171
2023-03-16,MAT041,66,0,0,66
2023-03-16,MAT042,132,0,0,132
2023-03-16,MAT043,67,0,0,67
2023-03-16,MAT044,60,26,0,34
2023-03-16,MAT045,82,77,100,105
2023-03-16,MAT046,200,0,0,200
2023-03-16,MAT047,21,0,0,21
2023-03-16,MAT048,371,27,0,344
2023-03-16,MAT049,131,5,0,126
2023-03-16,MAT050,221,29,0,192
2023-03-17,MAT001,103,87,100,116
2023-03-17,MAT002,113,62,200,251
2023-03-17,MAT003,85,0,0,85
2023-03-17,MAT004,177,49,0,128
2023-03-17,MAT005,99,38,0,61
2023-03-17,MAT006,125,0,0,125
2023-03-17,MAT007,140,33,0,107
2023-03-17,MAT008,198,34,0,164
2023-03-17,MAT009,150,0,0,150
2023-03-17,MAT010,264,9,0,255
2023-03-17,MAT011,125,0,0,125
2023-03-17,MAT012,93,20,0,73
2023-03-17,MAT013,123,108,60,75
2023-03-17,MAT014,41,0,0,41
2023-03-17,MAT015,57,0,0,57
2023-03-17,MAT016,157,0,0,157
2023-03-17,MAT017,148,0,0,148
2023-03-17,MAT018,230,36,0,194
2023-03-17,MAT019,137,57,300,380
2023-03-17,MAT020,118,11,0,107
2023-03-17,MAT021,189,55,0,134
2023-03-17,MAT022,22,0,0,22
2023-03-17,MAT023,316,52,0,264
2023-03-17,MAT024,368,0,0,368
2023-03-17,MAT025,31,8,0,23
2023-03-17,MAT026,126,0,0,126
2023-03-17,MAT027,324,57,0,267
2023-03-17,MAT028,129,0,0,129
2023-03-17,MAT029,150,9,0,141
2023-03-17,MAT030,81,0,0,81
2023-03-17,MAT031,115,0,0,115
2023-03-17,MAT032,97,0,0,97
2023-03-17,MAT033,190,25,0,165
2023-03-17,MAT034,121,63,0,58
2023-03-17,MAT035,77,0,0,77
2023-03-17,MAT036,186,54,0,132
2023-03-17,MAT037,191,9,0,182
2023-03-17,MAT038,77,27,250,300
2023-03-17,MAT039,49,23,200,226
2023-03-17,MAT040,171,0,0,171
2023-03-17,MAT041,66,0,0,66
2023-03-17,MAT042,132,0,0,132
2023-03-17,MAT043,67,0,0,67
2023-03-17,MAT044,34,96,150,88
2023-03-17,MAT045,105,78,0,27
2023-03-17,MAT046,200,66,0,134
2023-03-17,MAT047,21,0,0,21
2023-03-17,MAT048,344,26,0,318
2023-03-17,MAT049,126,0,0,126
2023-03-17,MAT050,192,42,0,150
2023-03-18,MAT001,116,83,0,33
2023-03-18,MAT002,251,52,0,199
2023-03-18,MAT003,85,0,0,85
2023-03-18,MAT004,128,0,0,128
2023-03-18,MAT005,61,36,40,65
2023-03-18,MAT006,125,0,0,125
2023-03-18,MAT007,107,33,0,74
2023-03-18,MAT008,164,39,0,125
2023-03-18,MAT009,150,0,0,150
2023-03-18,MAT010,255,0,0,255
2023-03-18,MAT011,125,79,0,46
2023-03-18,MAT012,73,23,0,50
2023-03-18,MAT013,75,60,100,115
2023-03-18,MAT014,41,49,50,42
2023-03-18,MAT015,57,58,80,79
2023-03-18,MAT016,157,12,0,145
2023-03-18,MAT017,148,0,0,148
2023-03-18,MAT018,194,40,0,154
2023-03-18,MAT019,380,27,0,353
2023-03-18,MAT020,107,0,0,107
2023-03-18,MAT021,134,0,0,134
2023-03-18,MAT022,22,0,0,22
2023-03-18,MAT023,264,0,0,264
2023-03-18,MAT024,368,31,0,337
2023-03-18,MAT025,23,4,0,19
2023-03-18,MAT026,126,44,0,82
2023-03-18,MAT027,267,67,0,200
2023-03-18,MAT028,129,62,0,67
2023-03-18,MAT029,141,55,0,86
2023-03-18,MAT030,81,0,0,81
2023-03-18,MAT031,115,0,0,115
2023-03-18,MAT032,97,0,0,97
2023-03-18,MAT033,165,19,0,146
2023-03-18,MAT034,58,66,100,92
2023-03-18,MAT035,77,0,0,77
2023-03-18,MAT036,132,51,105,186
2023-03-18,MAT037,182,0,0,182
2023-03-18,MAT038,300,7,0,293
2023-03-18,MAT039,226,20,0,206
2023-03-18,MAT040,171,0,0,171
2023-03-18,MAT041,66,0,0,66
2023-03-18,MAT042,132,0,0,132
2023-03-18,MAT043,67,20,0,47
2023-03-18,MAT044,88,27,0,61
2023-03-18,MAT045,27,80,200,147
2023-03-18,MAT046,134,60,180,254
2023-03-18,MAT047,21,0,0,21
2023-03-18,MAT048,318,0,0,318
2023-03-18,MAT049,126,20,0,106
2023-03-18,MAT050,150,22,0,128
2023-03-19,MAT001,33,67,100,66
2023-03-19,MAT002,199,48,0,151
2023-03-19,MAT003,85,0,0,85
2023-03-19,MAT004,128,0,0,128
2023-03-19,MAT005,65,35,0,30
2023-03-19,MAT006,125,0,0,125
2023-03-19,MAT007,74,0,0,74
2023-03-19,MAT008,125,37,0,88
2023-03-19,MAT009,150,66,0,84
2023-03-19,MAT010,255,0,0,255
2023-03-19,MAT011,46,0,0,46
2023-03-19,MAT012,50,0,0,50
2023-03-19,MAT013,115,60,0,55
2023-03-19,MAT014,42,58,70,54
2023-03-19,MAT015,79,75,80,84
2023-03-19,MAT016,145,0,0,145
2023-03-19,MAT017,148,0,0,148
2023-03-19,MAT018,154,23,0,131
2023-03-19,MAT019,353,0,0,353
2023-03-19,MAT020,107,0,0,107
2023-03-19,MAT021,134,0,0,134
2023-03-19,MAT022,22,34,45,33
2023-03-19,MAT023,264,57,0,207
2023-03-19,MAT024,337,12,0,325
2023-03-19,MAT025,19,3,0,16
2023-03-19,MAT026,82,52,0,30
2023-03-19,MAT027,200,65,0,135
2023-03-19,MAT028,67,0,0,67
2023-03-19,MAT029,86,16,0,70
2023-03-19,MAT030,81,0,0,81
2023-03-19,MAT031,115,0,0,115
2023-03-19,MAT032,97,0,0,97
2023-03-19,MAT033,146,26,0,120
2023-03-19,MAT034,92,62,100,130
2023-03-19,MAT035,77,0,0,77
2023-03-19,MAT036,186,67,0,119
2023-03-19,MAT037,182,0,0,182
2023-03-19,MAT038,293,0,0,293
2023-03-19,MAT039,206,31,0,175
2023-03-19,MAT040,171,0,0,171
2023-03-19,MAT041,66,0,0,66
2023-03-19,MAT042,132,0,0,132
2023-03-19,MAT043,47,0,0,47
2023-03-19,MAT044,61,26,0,35
2023-03-19,MAT045,147,82,0,65
2023-03-19,MAT046,254,90,0,164
2023-03-19,MAT047,21,34,50,37
2023-03-19,MAT048,318,0,0,318
2023-03-19,MAT049,106,23,0,83
2023-03-19,MAT050,128,49,0,79
2023-03-20,MAT001,66,82,100,84
2023-03-20,MAT002,151,45,0,106
2023-03-20,MAT003,85,14,0,71
2023-03-20,MAT004,128,0,0,128
2023-03-20,MAT005,30,37,100,93
2023-03-20,MAT006,125,88,150,187
2023-03-20,MAT007,74,33,200,241
2023-03-20,MAT008,88,40,100,148
2023-03-20,MAT009,84,0,0,84
2023-03-20,MAT010,255,9,0,246
2023-03-20,MAT011,46,92,140,94
2023-03-20,MAT012,50,18,0,32
2023-03-20,MAT013,55,64,160,151
2023-03-20,MAT014,54,0,0,54
2023-03-20,MAT015,84,8,0,76
2023-03-20,MAT016,145,5,0,140
2023-03-20,MAT017,148,0,0,148
2023-03-20,MAT018,131,25,0,106
2023-03-20,MAT019,353,97,0,256
2023-03-20,MAT020,107,0,0,107
2023-03-20,MAT021,134,0,0,134
2023-03-20,MAT022,33,0,0,33
2023-03-20,MAT023,207,0,0,207
2023-03-20,MAT024,325,0,0,325
2023-03-20,MAT025,16,7,40,49
2023-03-20,MAT026,30,43,100,87
2023-03-20,MAT027,135,66,180,249
2023-03-20,MAT028,67,0,0,67
2023-03-20,MAT029,70,7,0,63
2023-03-20,MAT030,81,24,0,57
2023-03-20,MAT031,115,0,0,115
2023-03-20,MAT032,97,0,0,97
2023-03-20,MAT033,120,25,200,295
2023-03-20,MAT034,130,55,0,75
2023-03-20,MAT035,77,0,0,77
2023-03-20,MAT036,119,58,220,281
2023-03-20,MAT037,182,25,0,157
2023-03-20,MAT038,293,44,0,249
2023-03-20,MAT039,175,34,0,141
2023-03-20,MAT040,171,0,0,171
2023-03-20,MAT041,66,50,170,186
2023-03-20,MAT042,132,0,0,132
2023-03-20,MAT043,47,0,0,47
2023-03-20,MAT044,35,27,50,58
2023-03-20,MAT045,65,0,0,65
2023-03-20,MAT046,164,136,310,338
2023-03-20,MAT047,37,0,0,37
2023-03-20,MAT048,318,25,0,293
2023-03-20,MAT049,83,10,0,73
2023-03-20,MAT050,79,28,110,161
2023-03-21,MAT001,84,72,100,112
2023-03-21,MAT002,106,30,200,276
2023-03-21,MAT003,71,13,0,58
2023-03-21,MAT004,128,0,0,128
2023-03-21,MAT005,93,0,0,93
2023-03-21,MAT006,187,0,0,187
2023-03-21,MAT007,241,33,0,208
2023-03-21,MAT008,148,37,0,111
2023-03-21,MAT009,84,0,0,84
2023-03-21,MAT010,246,8,0,238
2023-03-21,MAT011,94,0,0,94
2023-03-21,MAT012,32,0,0,32
2023-03-21,MAT013,151,46,0,105
2023-03-21,MAT014,54,0,0,54
2023-03-21,MAT015,76,68,80,88
2023-03-21,MAT016,140,9,0,131
2023-03-21,MAT017,148,0,0,148
2023-03-21,MAT018,106,20,0,86
2023-03-21,MAT019,256,234,400,422
2023-03-21,MAT020,107,14,0,93
2023-03-21,MAT021,134,63,320,391
2023-03-21,MAT022,33,0,0,33
2023-03-21,MAT023,207,92,0,115
2023-03-21,MAT024,325,29,0,296
2023-03-21,MAT025,49,6,0,43
2023-03-21,MAT026,87,46,0,41
2023-03-21,MAT027,249,67,0,182
2023-03-21,MAT028,67,0,0,67
2023-03-21,MAT029,63,0,0,63
2023-03-21,MAT030,57,19,134,172
2023-03-21,MAT031,115,11,0,104
2023-03-21,MAT032,97,0,0,97
2023-03-21,MAT033,295,28,0,267
2023-03-21,MAT034,75,64,100,111
2023-03-21,MAT035,77,0,0,77
2023-03-21,MAT036,281,0,0,281
2023-03-21,MAT037,157,37,0,120
2023-03-21,MAT038,249,0,0,249
2023-03-21,MAT039,141,39,0,102
2023-03-21,MAT040,171,0,0,171
2023-03-21,MAT041,186,77,0,109
2023-03-21,MAT042,132,0,0,132
2023-03-21,MAT043,47,0,0,47
2023-03-21,MAT044,58,35,0,23
2023-03-21,MAT045,65,36,0,29
2023-03-21,MAT046,338,0,0,338
2023-03-21,MAT047,37,0,0,37
2023-03-21,MAT048,293,28,0,265
2023-03-21,MAT049,73,0,0,73
2023-03-21,MAT050,161,24,0,137
2023-03-22,MAT001,112,88,0,24
2023-03-22,MAT002,276,40,0,236
2023-03-22,MAT003,58,14,0,44
2023-03-22,MAT004,128,0,0,128
2023-03-22,MAT005,93,0,0,93
2023-03-22,MAT006,187,0,0,187
2023-03-22,MAT007,208,34,0,174
2023-03-22,MAT008,111,32,0,79
2023-03-22,MAT009,84,0,0,84
2023-03-22,MAT010,238,9,0,229
2023-03-22,MAT011,94,0,0,94
2023-03-22,MAT012,32,0,0,32
2023-03-22,MAT013,105,32,0,73
2023-03-22,MAT014,54,0,0,54
2023-03-22,MAT015,88,0,0,88
2023-03-22,MAT016,131,9,0,122
2023-03-22,MAT017,148,0,0,148
2023-03-22,MAT018,86,16,220,290
2023-03-22,MAT019,422,72,0,350
2023-03-22,MAT020,93,10,0,83
2023-03-22,MAT021,391,0,0,391
2023-03-22,MAT022,33,28,17,22
2023-03-22,MAT023,115,111,160,164
2023-03-22,MAT024,296,16,0,280
2023-03-22,MAT025,43,3,0,40
2023-03-22,MAT026,41,53,100,88
2023-03-22,MAT027,182,0,0,182
2023-03-22,MAT028,67,0,0,67
2023-03-22,MAT029,63,0,0,63
2023-03-22,MAT030,172,17,0,155
2023-03-22,MAT031,104,0,0,104
2023-03-22,MAT032,97,0,0,97
2023-03-22,MAT033,267,26,0,241
2023-03-22,MAT034,111,57,0,54
2023-03-22,MAT035,77,14,0,63
2023-03-22,MAT036,281,59,0,222
2023-03-22,MAT037,120,28,0,92
2023-03-22,MAT038,249,0,0,249
2023-03-22,MAT039,102,20,0,82
2023-03-22,MAT040,171,16,0,155
2023-03-22,MAT041,109,0,0,109
2023-03-22,MAT042,132,0,0,132
2023-03-22,MAT043,47,0,0,47
2023-03-22,MAT044,23,27,100,96
2023-03-22,MAT045,29,49,200,180
2023-03-22,MAT046,338,98,0,240
2023-03-22,MAT047,37,39,50,48
2023-03-22,MAT048,265,26,0,239
2023-03-22,MAT049,73,0,0,73
2023-03-22,MAT050,137,69,0,68
2023-03-23,MAT001,24,85,200,139
2023-03-23,MAT002,236,11,0,225
2023-03-23,MAT003,44,0,0,44
2023-03-23,MAT004,128,0,0,128
2023-03-23,MAT005,93,0,0,93
2023-03-23,MAT006,187,0,0,187
2023-03-23,MAT007,174,0,0,174
2023-03-23,MAT008,79,37,150,192
2023-03-23,MAT009,84,0,0,84
2023-03-23,MAT010,229,8,0,221
2023-03-23,MAT011,94,0,0,94
2023-03-23,MAT012,32,20,50,62
2023-03-23,MAT013,73,93,140,120
2023-03-23,MAT014,54,56,40,38
2023-03-23,MAT015,88,0,0,88
2023-03-23,MAT016,122,0,0,122
2023-03-23,MAT017,148,0,0,148
2023-03-23,MAT018,290,33,0,257
2023-03-23,MAT019,350,37,0,313
2023-03-23,MAT020,83,15,0,68
2023-03-23,MAT021,391,53,0,338
2023-03-23,MAT022,22,73,84,33
2023-03-23,MAT023,164,0,0,164
2023-03-23,MAT024,280,0,0,280
2023-03-23,MAT025,40,3,0,37
2023-03-23,MAT026,88,0,0,88
2023-03-23,MAT027,182,69,0,113
2023-03-23,MAT028,67,0,0,67
2023-03-23,MAT029,63,10,0,53
2023-03-23,MAT030,155,24,0,131
2023-03-23,MAT031,104,0,0,104
2023-03-23,MAT032,97,10,100,187
2023-03-23,MAT033,241,23,0,218
2023-03-23,MAT034,54,60,100,94
2023-03-23,MAT035,63,0,0,63
2023-03-23,MAT036,222,74,0,148
2023-03-23,MAT037,92,0,0,92
2023-03-23,MAT038,249,22,0,227
2023-03-23,MAT039,82,32,0,50
2023-03-23,MAT040,155,15,0,140
2023-03-23,MAT041,109,0,0,109
2023-03-23,MAT042,132,0,0,132
2023-03-23,MAT043,47,20,0,27
2023-03-23,MAT044,96,24,0,72
2023-03-23,MAT045,180,83,0,97
2023-03-23,MAT046,240,127,0,113
2023-03-23,MAT047,48,0,0,48
2023-03-23,MAT048,239,0,0,239
2023-03-23,MAT049,73,10,0,63
2023-03-23,MAT050,68,13,0,55
2023-03-24,MAT001,139,75,0,64
2023-03-24,MAT002,225,43,0,182
2023-03-24,MAT003,44,96,100,48
2023-03-24,MAT004,128,0,0,128
2023-03-24,MAT005,93,0,0,93
2023-03-24,MAT006,187,0,0,187
2023-03-24,MAT007,174,37,0,137
2023-03-24,MAT008,192,41,0,151
2023-03-24,MAT009,84,63,300,321
2023-03-24,MAT010,221,7,0,214
2023-03-24,MAT011,94,0,0,94
2023-03-24,MAT012,62,16,0,46
2023-03-24,MAT013,120,29,0,91
2023-03-24,MAT014,38,0,0,38
2023-03-24,MAT015,88,0,0,88
2023-03-24,MAT016,122,0,0,122
2023-03-24,MAT017,148,0,0,148
2023-03-24,MAT018,257,29,0,228
2023-03-24,MAT019,313,69,0,244
2023-03-24,MAT020,68,0,0,68
2023-03-24,MAT021,338,62,0,276
2023-03-24,MAT022,33,135,124,22
2023-03-24,MAT023,164,0,0,164
2023-03-24,MAT024,280,0,0,280
2023-03-24,MAT025,37,0,0,37
2023-03-24,MAT026,88,52,0,36
2023-03-24,MAT027,113,65,200,248
2023-03-24,MAT028,67,67,250,250
2023-03-24,MAT029,53,6,0,47
2023-03-24,MAT030,131,0,0,131
2023-03-24,MAT031,104,0,0,104
2023-03-24,MAT032,187,0,0,187
2023-03-24,MAT033,218,30,0,188
2023-03-24,MAT034,94,0,0,94
2023-03-24,MAT035,63,0,0,63
2023-03-24,MAT036,148,0,0,148
2023-03-24,MAT037,92,0,0,92
2023-03-24,MAT038,227,30,0,197
2023-03-24,MAT039,50,32,200,218
2023-03-24,MAT040,140,0,0,140
2023-03-24,MAT041,109,0,0,109
2023-03-24,MAT042,132,0,0,132
2023-03-24,MAT043,27,0,0,27
2023-03-24,MAT044,72,25,0,47
2023-03-24,MAT045,97,42,0,55
2023-03-24,MAT046,113,119,340,334
2023-03-24,MAT047,48,0,0,48
2023-03-24,MAT048,239,21,0,218
2023-03-24,MAT049,63,0,0,63
2023-03-24,MAT050,55,0,0,55
2023-03-25,MAT001,64,78,100,86
2023-03-25,MAT002,182,25,0,157
2023-03-25,MAT003,48,12,0,36
2023-03-25,MAT004,128,0,0,128
2023-03-25,MAT005,93,44,0,49
2023-03-25,MAT006,187,0,0,187
2023-03-25,MAT007,137,0,0,137
2023-03-25,MAT008,151,37,0,114
2023-03-25,MAT009,321,0,0,321
2023-03-25,MAT010,214,0,0,214
2023-03-25,MAT011,94,92,90,92
2023-03-25,MAT012,46,0,0,46
2023-03-25,MAT013,91,75,140,156
2023-03-25,MAT014,38,0,0,38
2023-03-25,MAT015,88,0,0,88
2023-03-25,MAT016,122,11,0,111
2023-03-25,MAT017,148,0,0,148
2023-03-25,MAT018,228,28,0,200
2023-03-25,MAT019,244,34,0,210
2023-03-25,MAT020,68,13,0,55
2023-03-25,MAT021,276,0,0,276
2023-03-25,MAT022,22,31,42,33
2023-03-25,MAT023,164,84,0,80
2023-03-25,MAT024,280,16,0,264
2023-03-25,MAT025,37,0,0,37
2023-03-25,MAT026,36,0,0,36
2023-03-25,MAT027,248,51,0,197
2023-03-25,MAT028,250,0,0,250
2023-03-25,MAT029,47,100,130,77
2023-03-25,MAT030,131,24,0,107
2023-03-25,MAT031,104,0,0,104
2023-03-25,MAT032,187,13,0,174
2023-03-25,MAT033,188,15,0,173
2023-03-25,MAT034,94,196,300,198
2023-03-25,MAT035,63,0,0,63
2023-03-25,MAT036,148,0,0,148
2023-03-25,MAT037,92,0,0,92
2023-03-25,MAT038,197,40,0,157
2023-03-25,MAT039,218,24,0,194
2023-03-25,MAT040,140,18,0,122
2023-03-25,MAT041,109,0,0,109
2023-03-25,MAT042,132,0,0,132
2023-03-25,MAT043,27,0,0,27
2023-03-25,MAT044,47,29,0,18
2023-03-25,MAT045,55,45,100,110
2023-03-25,MAT046,334,152,0,182
2023-03-25,MAT047,48,0,0,48
2023-03-25,MAT048,218,0,0,218
2023-03-25,MAT049,63,12,0,51
2023-03-25,MAT050,55,48,160,167
2023-03-26,MAT001,86,73,100,113
2023-03-26,MAT002,157,198,400,359
2023-03-26,MAT003,36,14,30,52
2023-03-26,MAT004,128,0,0,128
2023-03-26,MAT005,49,0,0,49
2023-03-26,MAT006,187,0,0,187
2023-03-26,MAT007,137,0,0,137
2023-03-26,MAT008,114,40,0,74
2023-03-26,MAT009,321,56,0,265
2023-03-26,MAT010,214,0,0,214
2023-03-26,MAT011,92,0,0,92
2023-03-26,MAT012,46,17,0,29
2023-03-26,MAT013,156,89,0,67
2023-03-26,MAT014,38,0,0,38
2023-03-26,MAT015,88,35,0,53
2023-03-26,MAT016,111,0,0,111
2023-03-26,MAT017,148,0,0,148
2023-03-26,MAT018,200,18,0,182
2023-03-26,MAT019,210,62,0,148
2023-03-26,MAT020,55,17,0,38
2023-03-26,MAT021,276,0,0,276
2023-03-26,MAT022,33,0,0,33
2023-03-26,MAT023,80,79,160,161
2023-03-26,MAT024,264,34,0,230
2023-03-26,MAT025,37,3,0,34
2023-03-26,MAT026,36,42,200,194
2023-03-26,MAT027,197,52,0,145
2023-03-26,MAT028,250,0,0,250
2023-03-26,MAT029,77,12,0,65
2023-03-26,MAT030,107,18,0,89
2023-03-26,MAT031,104,31,0,73
2023-03-26,MAT032,174,0,0,174
2023-03-26,MAT033,173,25,0,148
2023-03-26,MAT034,198,50,0,148
2023-03-26,MAT035,63,0,0,63
2023-03-26,MAT036,148,57,95,186
2023-03-26,MAT037,92,16,0,76
2023-03-26,MAT038,157,26,0,131
2023-03-26,MAT039,194,22,0,172
2023-03-26,MAT040,122,0,0,122
2023-03-26,MAT041,109,0,0,109
2023-03-26,MAT042,132,0,0,132
2023-03-26,MAT043,27,0,0,27
2023-03-26,MAT044,18,22,50,46
2023-03-26,MAT045,110,0,0,110
2023-03-26,MAT046,182,97,0,85
2023-03-26,MAT047,48,0,0,48
2023-03-26,MAT048,218,29,0,189
2023-03-26,MAT049,51,0,0,51
2023-03-26,MAT050,167,29,0,138
2023-03-27,MAT001,113,81,0,32
2023-03-27,MAT002,359,48,0,311
2023-03-27,MAT003,52,16,0,36
2023-03-27,MAT004,128,0,0,128
2023-03-27,MAT005,49,41,120,128
2023-03-27,MAT006,187,0,0,187
2023-03-27,MAT007,137,0,0,137
2023-03-27,MAT008,74,0,0,74
2023-03-27,MAT009,265,0,0,265
2023-03-27,MAT010,214,11,0,203
2023-03-27,MAT011,92,80,110,122
2023-03-27,MAT012,29,108,150,71
2023-03-27,MAT013,67,37,60,90
2023-03-27,MAT014,38,0,0,38
2023-03-27,MAT015,53,70,180,163
2023-03-27,MAT016,111,11,0,100
2023-03-27,MAT017,148,0,0,148
2023-03-27,MAT018,182,351,400,231
2023-03-27,MAT019,148,28,0,120
2023-03-27,MAT020,38,0,0,38
2023-03-27,MAT021,276,58,0,218
2023-03-27,MAT022,33,39,50,44
2023-03-27,MAT023,161,0,0,161
2023-03-27,MAT024,230,22,0,208
2023-03-27,MAT025,34,0,0,34
2023-03-27,MAT026,194,0,0,194
2023-03-27,MAT027,145,76,100,169
2023-03-27,MAT028,250,0,0,250
2023-03-27,MAT029,65,5,0,60
2023-03-27,MAT030,89,41,0,48
2023-03-27,MAT031,73,0,0,73
2023-03-27,MAT032,174,38,0,136
2023-03-27,MAT033,148,17,0,131
2023-03-27,MAT034,148,65,0,83
2023-03-27,MAT035,63,0,0,63
2023-03-27,MAT036,186,59,0,127
2023-03-27,MAT037,76,28,224,272
2023-03-27,MAT038,131,40,0,91
2023-03-27,MAT039,172,21,0,151
2023-03-27,MAT040,122,7,0,115
2023-03-27,MAT041,109,0,0,109
2023-03-27,MAT042,132,0,0,132
2023-03-27,MAT043,27,0,0,27
2023-03-27,MAT044,46,28,0,18
2023-03-27,MAT045,110,0,0,110
2023-03-27,MAT046,85,0,0,85
2023-03-27,MAT047,48,0,0,48
2023-03-27,MAT048,189,35,0,154
2023-03-27,MAT049,51,22,140,169
2023-03-27,MAT050,138,25,0,113
2023-03-28,MAT001,32,89,200,143
2023-03-28,MAT002,311,73,0,238
2023-03-28,MAT003,36,16,30,50
2023-03-28,MAT004,128,0,0,128
2023-03-28,MAT005,128,0,0,128
2023-03-28,MAT006,187,73,0,114
2023-03-28,MAT007,137,26,0,111
2023-03-28,MAT008,74,36,250,288
2023-03-28,MAT009,265,0,0,265
2023-03-28,MAT010,203,6,0,197
2023-03-28,MAT011,122,84,0,38
2023-03-28,MAT012,71,0,0,71
2023-03-28,MAT013,90,0,0,90
2023-03-28,MAT014,38,0,0,38
2023-03-28,MAT015,163,48,0,115
2023-03-28,MAT016,100,0,0,100
2023-03-28,MAT017,148,0,0,148
2023-03-28,MAT018,231,24,0,207
2023-03-28,MAT019,120,102,200,218
2023-03-28,MAT020,38,9,100,129
2023-03-28,MAT021,218,72,0,146
2023-03-28,MAT022,44,45,34,33
2023-03-28,MAT023,161,0,0,161
2023-03-28,MAT024,208,21,0,187
2023-03-28,MAT025,34,3,0,31
2023-03-28,MAT026,194,0,0,194
2023-03-28,MAT027,169,63,0,106
2023-03-28,MAT028,250,68,0,182
2023-03-28,MAT029,60,8,0,52
2023-03-28,MAT030,48,0,0,48
2023-03-28,MAT031,73,27,0,46
2023-03-28,MAT032,136,0,0,136
2023-03-28,MAT033,131,21,0,110
2023-03-28,MAT034,83,56,100,127
2023-03-28,MAT035,63,0,0,63
2023-03-28,MAT036,127,39,195,283
2023-03-28,MAT037,272,0,0,272
2023-03-28,MAT038,91,24,0,67
2023-03-28,MAT039,151,24,0,127
2023-03-28,MAT040,115,0,0,115
2023-03-28,MAT041,109,0,0,109
2023-03-28,MAT042,132,0,0,132
2023-03-28,MAT043,27,0,0,27
2023-03-28,MAT044,18,24,100,94
2023-03-28,MAT045,110,42,0,68
2023-03-28,MAT046,85,69,150,166
2023-03-28,MAT047,48,0,0,48
2023-03-28,MAT048,154,41,0,113
2023-03-28,MAT049,169,0,0,169
2023-03-28,MAT050,113,81,80,112
2023-03-29,MAT001,143,73,0,70
2023-03-29,MAT002,238,63,0,175
2023-03-29,MAT003,50,14,0,36
2023-03-29,MAT004,128,0,0,128
2023-03-29,MAT005,128,0,0,128
