name,historical_period,building_type,administrative_region,latitude,longitude,protection_batch,construction_year,preservation_status,architectural_style,floor_area,height,description
西城区东道观,明朝,道观,北京市西城区,39.13791168920716,106.73668356234889,2,1466,完好,地方特色风格,3991.521819580289,15.76157807520925,这是一座建于明朝（公元1466年）的道观，位于北京市西城区，建筑风格为地方特色风格。建筑面积3991平方米，高15米，目前保存状况完好。是第2批重点文物保护单位。
绍兴市东钟楼,唐朝,钟楼,浙江省绍兴市,37.52856556594314,103.6542597856764,3,729,较好,传统建筑风格,3429.499121763933,19.951938715060052,这是一座建于唐朝（公元729年）的钟楼，位于浙江省绍兴市，建筑风格为传统建筑风格。建筑面积3429平方米，高19米，目前保存状况较好。是第3批重点文物保护单位。
泉州市西园林,唐朝,园林,福建省泉州市,38.852822090523546,104.1066269482449,8,652,一般,岭南园林风格,4699.349849225253,9.707931942908262,这是一座建于唐朝（公元652年）的园林，位于福建省泉州市，建筑风格为岭南园林风格。建筑面积4699平方米，高9米，目前保存状况一般。
汉中市西书院,宋朝,书院,陕西省汉中市,24.98949541379761,119.98437940785729,3,979,较好,地方特色风格,4953.509165272574,14.076250591017702,这是一座建于宋朝（公元979年）的书院，位于陕西省汉中市，建筑风格为地方特色风格。建筑面积4953平方米，高14米，目前保存状况较好。是第3批重点文物保护单位。
镇江市东戏台,明朝,戏台,江苏省镇江市,33.210040632210514,114.77659799538577,7,1512,较差,地方特色风格,2944.057834772758,15.997124620610425,这是一座建于明朝（公元1512年）的戏台，位于江苏省镇江市，建筑风格为地方特色风格。建筑面积2944平方米，高15米，目前保存状况较差。
泉州市西民居,清朝,民居,福建省泉州市,36.74340912919678,104.45077132657569,7,1795,一般,江南水乡民居风格,714.0723032572942,6.416521235451535,这是一座建于清朝（公元1795年）的民居，位于福建省泉州市，建筑风格为江南水乡民居风格。建筑面积714平方米，高6米，目前保存状况一般。
延安市东园林,元朝,园林,陕西省延安市,35.9972832541992,100.88460784804077,2,1273,完好,北方园林风格,2683.224106365912,11.49926548130399,这是一座建于元朝（公元1273年）的园林，位于陕西省延安市，建筑风格为北方园林风格。建筑面积2683平方米，高11米，目前保存状况完好。是第2批重点文物保护单位。
咸阳市北古城墙,清朝,古城墙,陕西省咸阳市,38.03471170208391,100.1732005129513,7,1715,较好,传统建筑风格,4668.939891516705,10.60146023886235,这是一座建于清朝（公元1715年）的古城墙，位于陕西省咸阳市，建筑风格为传统建筑风格。建筑面积4668平方米，高10米，目前保存状况较好。
延安市中塔楼,元朝,塔楼,陕西省延安市,25.96442720973397,110.45600614953372,1,1285,完好,地方特色风格,4255.330796354949,11.751095404513132,这是一座建于元朝（公元1285年）的塔楼，位于陕西省延安市，建筑风格为地方特色风格。建筑面积4255平方米，高11米，目前保存状况完好。是第1批重点文物保护单位。
厦门市中民居,唐朝,民居,福建省厦门市,39.12313538036516,112.25258779680455,1,625,较好,北方四合院风格,708.8920956379329,9.855204603467921,这是一座建于唐朝（公元625年）的民居，位于福建省厦门市，建筑风格为北方四合院风格。建筑面积708平方米，高9米，目前保存状况较好。是第1批重点文物保护单位。
镇江市南驿站,唐朝,驿站,江苏省镇江市,22.594025724018568,113.23355741666421,1,841,较好,地方特色风格,4459.546347215393,14.892739314733143,这是一座建于唐朝（公元841年）的驿站，位于江苏省镇江市，建筑风格为地方特色风格。建筑面积4459平方米，高14米，目前保存状况较好。是第1批重点文物保护单位。
晋中市南钟楼,宋朝,钟楼,山西省晋中市,38.65307121250696,108.80331307845213,1,1146,较好,传统建筑风格,1355.6247619806063,18.033871785488166,这是一座建于宋朝（公元1146年）的钟楼，位于山西省晋中市，建筑风格为传统建筑风格。建筑面积1355平方米，高18米，目前保存状况较好。是第1批重点文物保护单位。
延安市西桥梁,宋朝,桥梁,陕西省延安市,22.05677818784158,104.60462822018691,2,1009,完好,地方特色风格,2788.0267987741804,15.565787961623414,这是一座建于宋朝（公元1009年）的桥梁，位于陕西省延安市，建筑风格为地方特色风格。建筑面积2788平方米，高15米，目前保存状况完好。是第2批重点文物保护单位。
晋中市南戏台,元朝,戏台,山西省晋中市,30.374168436216152,100.49648913607372,8,1344,一般,地方特色风格,735.3814630362899,12.555621789037918,这是一座建于元朝（公元1344年）的戏台，位于山西省晋中市，建筑风格为地方特色风格。建筑面积735平方米，高12米，目前保存状况一般。
福州市南会馆,元朝,会馆,福建省福州市,31.97268799892973,107.1129965493156,4,1339,完好,传统建筑风格,4923.690691270846,9.239871937404295,这是一座建于元朝（公元1339年）的会馆，位于福建省福州市，建筑风格为传统建筑风格。建筑面积4923平方米，高9米，目前保存状况完好。是第4批重点文物保护单位。
延安市东钟楼,宋朝,钟楼,陕西省延安市,31.377621104259006,103.11384065845115,5,1254,较差,传统建筑风格,1522.6675246354478,17.962631055560127,这是一座建于宋朝（公元1254年）的钟楼，位于陕西省延安市，建筑风格为传统建筑风格。建筑面积1522平方米，高17米，目前保存状况较差。
咸阳市东钟楼,唐朝,钟楼,陕西省咸阳市,35.73411441072382,117.38123867542078,3,804,完好,传统建筑风格,4578.58559110259,13.651931404148717,这是一座建于唐朝（公元804年）的钟楼，位于陕西省咸阳市，建筑风格为传统建筑风格。建筑面积4578平方米，高13米，目前保存状况完好。是第3批重点文物保护单位。
福州市东宫殿,唐朝,宫殿,福建省福州市,35.627000512849335,117.6388367251204,3,820,完好,宫廷建筑风格,6552.713128984345,28.560113264073383,这是一座建于唐朝（公元820年）的宫殿，位于福建省福州市，建筑风格为宫廷建筑风格。建筑面积6552平方米，高28米，目前保存状况完好。是第3批重点文物保护单位。
晋中市东城门,元朝,城门,山西省晋中市,28.073113169849613,119.93623471654172,8,1349,一般,传统建筑风格,2238.143162378912,15.383304022453348,这是一座建于元朝（公元1349年）的城门，位于山西省晋中市，建筑风格为传统建筑风格。建筑面积2238平方米，高15米，目前保存状况一般。
汉中市北庙宇,唐朝,庙宇,陕西省汉中市,34.78532212068077,113.28371337773233,5,637,一般,传统建筑风格,3425.0924545065254,15.253946175992954,这是一座建于唐朝（公元637年）的庙宇，位于陕西省汉中市，建筑风格为传统建筑风格。建筑面积3425平方米，高15米，目前保存状况一般。
福州市西桥梁,明朝,桥梁,福建省福州市,23.804068018033618,115.77846576525098,2,1387,完好,地方特色风格,649.3219900005658,13.644163102628585,这是一座建于明朝（公元1387年）的桥梁，位于福建省福州市，建筑风格为地方特色风格。建筑面积649平方米，高13米，目前保存状况完好。是第2批重点文物保护单位。
宁波市北钟楼,清朝,钟楼,浙江省宁波市,35.821358952484744,102.31776356212947,8,1807,较好,地方特色风格,610.9286244867735,9.163829796554243,这是一座建于清朝（公元1807年）的钟楼，位于浙江省宁波市，建筑风格为地方特色风格。建筑面积610平方米，高9米，目前保存状况较好。
苏州市中官邸,清朝,官邸,江苏省苏州市,27.185993058718463,102.34773126325254,6,1677,一般,传统建筑风格,3356.057010399439,15.191631284917904,这是一座建于清朝（公元1677年）的官邸，位于江苏省苏州市，建筑风格为传统建筑风格。建筑面积3356平方米，高15米，目前保存状况一般。
宁波市中桥梁,清朝,桥梁,浙江省宁波市,20.919035591429605,108.21786165758141,7,1645,一般,地方特色风格,1526.551833493157,11.372779219001417,这是一座建于清朝（公元1645年）的桥梁，位于浙江省宁波市，建筑风格为地方特色风格。建筑面积1526平方米，高11米，目前保存状况一般。
东城区中宫殿,元朝,宫殿,北京市东城区,34.05212484095123,113.52467493492195,3,1348,完好,重檐歇山顶风格,38370.647582567755,22.388408773082404,这是一座建于元朝（公元1348年）的宫殿，位于北京市东城区，建筑风格为重檐歇山顶风格。建筑面积38370平方米，高22米，目前保存状况完好。是第3批重点文物保护单位。
大同市西书院,唐朝,书院,山西省大同市,26.59485650633202,113.6065028780178,3,774,较好,传统建筑风格,1867.9990157868483,18.378723452750982,这是一座建于唐朝（公元774年）的书院，位于山西省大同市，建筑风格为传统建筑风格。建筑面积1867平方米，高18米，目前保存状况较好。是第3批重点文物保护单位。
汉中市北牌坊,宋朝,牌坊,陕西省汉中市,30.47295873610158,111.70786917214008,1,1102,较好,传统建筑风格,1575.435377637681,11.675333241582532,这是一座建于宋朝（公元1102年）的牌坊，位于陕西省汉中市，建筑风格为传统建筑风格。建筑面积1575平方米，高11米，目前保存状况较好。是第1批重点文物保护单位。
海淀区东寺庙,元朝,寺庙,北京市海淀区,33.742183608977456,114.48638815932767,4,1305,较好,宋代佛寺风格,22127.658412125442,24.530098667249295,这是一座建于元朝（公元1305年）的寺庙，位于北京市海淀区，建筑风格为宋代佛寺风格。建筑面积22127平方米，高24米，目前保存状况较好。是第4批重点文物保护单位。
扬州市西钟楼,元朝,钟楼,江苏省扬州市,20.21446363731635,111.9404927126787,8,1314,较差,地方特色风格,1584.2263153894455,9.335921839217843,这是一座建于元朝（公元1314年）的钟楼，位于江苏省扬州市，建筑风格为地方特色风格。建筑面积1584平方米，高9米，目前保存状况较差。
福州市西古城墙,明朝,古城墙,福建省福州市,36.951211226127086,107.39507957282395,7,1561,完好,地方特色风格,3379.268485192567,11.61639697827513,这是一座建于明朝（公元1561年）的古城墙，位于福建省福州市，建筑风格为地方特色风格。建筑面积3379平方米，高11米，目前保存状况完好。
宁波市北桥梁,宋朝,桥梁,浙江省宁波市,37.296298112844,106.45026700215212,3,991,完好,地方特色风格,1972.4535059895143,15.445488937050786,这是一座建于宋朝（公元991年）的桥梁，位于浙江省宁波市，建筑风格为地方特色风格。建筑面积1972平方米，高15米，目前保存状况完好。是第3批重点文物保护单位。
大同市西民居,元朝,民居,山西省大同市,33.89535277649468,118.10918921316369,3,1296,较好,江南水乡民居风格,1904.1328574919862,11.430022698699823,这是一座建于元朝（公元1296年）的民居，位于山西省大同市，建筑风格为江南水乡民居风格。建筑面积1904平方米，高11米，目前保存状况较好。是第3批重点文物保护单位。
朝阳区南塔楼,宋朝,塔楼,北京市朝阳区,39.122738523666996,104.62039431903978,7,1218,一般,地方特色风格,1045.4682939503393,8.060943410528678,这是一座建于宋朝（公元1218年）的塔楼，位于北京市朝阳区，建筑风格为地方特色风格。建筑面积1045平方米，高8米，目前保存状况一般。
平遥县中会馆,清朝,会馆,山西省平遥县,39.29712070673645,107.75194505513988,5,1876,较好,地方特色风格,3884.300745250874,15.831593007385852,这是一座建于清朝（公元1876年）的会馆，位于山西省平遥县，建筑风格为地方特色风格。建筑面积3884平方米，高15米，目前保存状况较好。
泉州市中宫殿,元朝,宫殿,福建省泉州市,31.724098761865477,110.81292703911915,8,1342,一般,重檐歇山顶风格,37182.04892215503,19.185142515549913,这是一座建于元朝（公元1342年）的宫殿，位于福建省泉州市，建筑风格为重檐歇山顶风格。建筑面积37182平方米，高19米，目前保存状况一般。
太原市南宫殿,元朝,宫殿,山西省太原市,24.42731258009534,101.73854960505257,1,1333,较好,宫廷建筑风格,32463.293425741405,15.307995593981293,这是一座建于元朝（公元1333年）的宫殿，位于山西省太原市，建筑风格为宫廷建筑风格。建筑面积32463平方米，高15米，目前保存状况较好。是第1批重点文物保护单位。
晋中市南佛塔,唐朝,佛塔,山西省晋中市,35.89868813383525,106.35810979122964,2,711,完好,传统建筑风格,3623.3035763162784,17.29449998578982,这是一座建于唐朝（公元711年）的佛塔，位于山西省晋中市，建筑风格为传统建筑风格。建筑面积3623平方米，高17米，目前保存状况完好。是第2批重点文物保护单位。
西城区南民居,明朝,民居,北京市西城区,37.28440446904908,110.62188125853363,6,1383,一般,福建土楼风格,401.2752087808507,7.71073356533109,这是一座建于明朝（公元1383年）的民居，位于北京市西城区，建筑风格为福建土楼风格。建筑面积401平方米，高7米，目前保存状况一般。
西安市中民居,元朝,民居,陕西省西安市,33.94855706652393,117.18770375113934,5,1296,一般,徽派民居风格,834.0435870875125,9.085191436115998,这是一座建于元朝（公元1296年）的民居，位于陕西省西安市，建筑风格为徽派民居风格。建筑面积834平方米，高9米，目前保存状况一般。
汉中市西宫殿,宋朝,宫殿,陕西省汉中市,26.694482269227333,103.51542900787427,4,1022,较好,宫廷建筑风格,40045.830501453696,28.177156030055404,这是一座建于宋朝（公元1022年）的宫殿，位于陕西省汉中市，建筑风格为宫廷建筑风格。建筑面积40045平方米，高28米，目前保存状况较好。是第4批重点文物保护单位。
宁波市中佛塔,唐朝,佛塔,浙江省宁波市,21.74954742151749,100.03109161672634,5,715,一般,传统建筑风格,1584.5194260690757,15.570439984115453,这是一座建于唐朝（公元715年）的佛塔，位于浙江省宁波市，建筑风格为传统建筑风格。建筑面积1584平方米，高15米，目前保存状况一般。
绍兴市西城门,唐朝,城门,浙江省绍兴市,28.14918853805805,118.56193635260723,3,790,较好,传统建筑风格,2882.2155972314918,10.205500624746314,这是一座建于唐朝（公元790年）的城门，位于浙江省绍兴市，建筑风格为传统建筑风格。建筑面积2882平方米，高10米，目前保存状况较好。是第3批重点文物保护单位。
海淀区西城门,唐朝,城门,北京市海淀区,30.238519332372366,109.37022455636165,1,708,较好,地方特色风格,3084.56494808069,11.553816376145667,这是一座建于唐朝（公元708年）的城门，位于北京市海淀区，建筑风格为地方特色风格。建筑面积3084平方米，高11米，目前保存状况较好。是第1批重点文物保护单位。
扬州市西庙宇,清朝,庙宇,江苏省扬州市,21.094648197421073,107.24429757956686,7,1692,较差,地方特色风格,3726.5270415212385,13.11188041211945,这是一座建于清朝（公元1692年）的庙宇，位于江苏省扬州市，建筑风格为地方特色风格。建筑面积3726平方米，高13米，目前保存状况较差。
南京市东祠堂,明朝,祠堂,江苏省南京市,35.21475736220137,101.72336890788159,6,1603,较差,徽派建筑风格,1559.703003099638,9.209722571491234,这是一座建于明朝（公元1603年）的祠堂，位于江苏省南京市，建筑风格为徽派建筑风格。建筑面积1559平方米，高9米，目前保存状况较差。
朝阳区北钟楼,明朝,钟楼,北京市朝阳区,39.818950994193514,103.63606117126456,8,1568,较好,传统建筑风格,2560.3833557665826,9.907382909580011,这是一座建于明朝（公元1568年）的钟楼，位于北京市朝阳区，建筑风格为传统建筑风格。建筑面积2560平方米，高9米，目前保存状况较好。
平遥县南民居,唐朝,民居,山西省平遥县,23.362999437722074,108.35259250901554,3,897,较好,江南水乡民居风格,1376.324604737967,7.101796485648162,这是一座建于唐朝（公元897年）的民居，位于山西省平遥县，建筑风格为江南水乡民居风格。建筑面积1376平方米，高7米，目前保存状况较好。是第3批重点文物保护单位。
漳州市西园林,清朝,园林,福建省漳州市,37.06379533169223,111.03726418127978,7,1799,较好,岭南园林风格,1533.9505292695396,8.632382195438476,这是一座建于清朝（公元1799年）的园林，位于福建省漳州市，建筑风格为岭南园林风格。建筑面积1533平方米，高8米，目前保存状况较好。
镇江市东钟楼,清朝,钟楼,江苏省镇江市,24.92106591722282,112.94291831452664,6,1880,较好,传统建筑风格,1986.0261141268622,11.923061491858295,这是一座建于清朝（公元1880年）的钟楼，位于江苏省镇江市，建筑风格为传统建筑风格。建筑面积1986平方米，高11米，目前保存状况较好。
苏州市东戏台,宋朝,戏台,江苏省苏州市,34.87807631648238,102.64091364852817,3,1246,较好,传统建筑风格,748.389008001056,18.98424839308096,这是一座建于宋朝（公元1246年）的戏台，位于江苏省苏州市，建筑风格为传统建筑风格。建筑面积748平方米，高18米，目前保存状况较好。是第3批重点文物保护单位。
漳州市西寺庙,宋朝,寺庙,福建省漳州市,26.915395862293092,109.77941416408143,2,1170,完好,藏传佛教风格,5761.726912108081,17.62499056040786,这是一座建于宋朝（公元1170年）的寺庙，位于福建省漳州市，建筑风格为藏传佛教风格。建筑面积5761平方米，高17米，目前保存状况完好。是第2批重点文物保护单位。
汉中市南宫殿,唐朝,宫殿,陕西省汉中市,20.180710968885474,114.16027033971268,1,812,较好,宫廷建筑风格,46780.781074001075,23.288505991189293,这是一座建于唐朝（公元812年）的宫殿，位于陕西省汉中市，建筑风格为宫廷建筑风格。建筑面积46780平方米，高23米，目前保存状况较好。是第1批重点文物保护单位。
平遥县东钟楼,明朝,钟楼,山西省平遥县,33.735556947177834,102.71899245379925,5,1592,较好,传统建筑风格,3600.647895438652,11.615566015821555,这是一座建于明朝（公元1592年）的钟楼，位于山西省平遥县，建筑风格为传统建筑风格。建筑面积3600平方米，高11米，目前保存状况较好。
湖州市中道观,元朝,道观,浙江省湖州市,27.586786117753952,114.09395968997732,5,1289,较差,传统建筑风格,1110.2303525055818,15.510644054960425,这是一座建于元朝（公元1289年）的道观，位于浙江省湖州市，建筑风格为传统建筑风格。建筑面积1110平方米，高15米，目前保存状况较差。
漳州市西宫殿,唐朝,宫殿,福建省漳州市,31.84026581650256,109.64687496079789,2,624,完好,宫廷建筑风格,13861.996129394762,19.141519563172398,这是一座建于唐朝（公元624年）的宫殿，位于福建省漳州市，建筑风格为宫廷建筑风格。建筑面积13861平方米，高19米，目前保存状况完好。是第2批重点文物保护单位。
大同市南寺庙,宋朝,寺庙,山西省大同市,21.50435809204468,113.16262798381908,3,1181,较好,唐代佛寺风格,29282.345717609962,19.39616457552519,这是一座建于宋朝（公元1181年）的寺庙，位于山西省大同市，建筑风格为唐代佛寺风格。建筑面积29282平方米，高19米，目前保存状况较好。是第3批重点文物保护单位。
平遥县北道观,元朝,道观,山西省平遥县,20.681881514307456,108.65777298005861,1,1304,较好,地方特色风格,4689.248814197884,12.421370262899565,这是一座建于元朝（公元1304年）的道观，位于山西省平遥县，建筑风格为地方特色风格。建筑面积4689平方米，高12米，目前保存状况较好。是第1批重点文物保护单位。
汉中市中宫殿,元朝,宫殿,陕西省汉中市,33.26284304074245,105.35235330959327,6,1305,一般,宫廷建筑风格,44457.11664144781,29.28906509377579,这是一座建于元朝（公元1305年）的宫殿，位于陕西省汉中市，建筑风格为宫廷建筑风格。建筑面积44457平方米，高29米，目前保存状况一般。
延安市西民居,元朝,民居,陕西省延安市,37.2276524642361,108.8156770462419,1,1279,完好,江南水乡民居风格,946.4741092964799,8.017277383270812,这是一座建于元朝（公元1279年）的民居，位于陕西省延安市，建筑风格为江南水乡民居风格。建筑面积946平方米，高8米，目前保存状况完好。是第1批重点文物保护单位。
镇江市南道观,唐朝,道观,江苏省镇江市,20.493339894361736,115.59298978924804,3,646,较好,地方特色风格,4862.392623393448,17.74902100431681,这是一座建于唐朝（公元646年）的道观，位于江苏省镇江市，建筑风格为地方特色风格。建筑面积4862平方米，高17米，目前保存状况较好。是第3批重点文物保护单位。
漳州市中寺庙,元朝,寺庙,福建省漳州市,28.598682689157027,115.77582127048973,6,1353,较差,藏传佛教风格,22921.451071128417,29.987671574143278,这是一座建于元朝（公元1353年）的寺庙，位于福建省漳州市，建筑风格为藏传佛教风格。建筑面积22921平方米，高29米，目前保存状况较差。
朝阳区东道观,宋朝,道观,北京市朝阳区,22.062146437361793,101.29562242970583,4,1186,完好,传统建筑风格,1258.46173294152,16.899213555808352,这是一座建于宋朝（公元1186年）的道观，位于北京市朝阳区，建筑风格为传统建筑风格。建筑面积1258平方米，高16米，目前保存状况完好。是第4批重点文物保护单位。
镇江市西庙宇,宋朝,庙宇,江苏省镇江市,30.069343035304833,107.94854299083349,8,1107,一般,地方特色风格,4914.495939653067,9.758040904897571,这是一座建于宋朝（公元1107年）的庙宇，位于江苏省镇江市，建筑风格为地方特色风格。建筑面积4914平方米，高9米，目前保存状况一般。
咸阳市南戏台,唐朝,戏台,陕西省咸阳市,21.425118789229384,106.40539756965576,3,858,较好,传统建筑风格,2151.867606402626,19.945296003688064,这是一座建于唐朝（公元858年）的戏台，位于陕西省咸阳市，建筑风格为传统建筑风格。建筑面积2151平方米，高19米，目前保存状况较好。是第3批重点文物保护单位。
西安市南寺庙,唐朝,寺庙,陕西省西安市,26.356508947515827,119.57312028780217,3,650,较好,藏传佛教风格,49650.99242987216,26.46646559204484,这是一座建于唐朝（公元650年）的寺庙，位于陕西省西安市，建筑风格为藏传佛教风格。建筑面积49650平方米，高26米，目前保存状况较好。是第3批重点文物保护单位。
湖州市东桥梁,元朝,桥梁,浙江省湖州市,30.972299393393527,103.06120886729278,6,1321,一般,传统建筑风格,4289.471360171991,15.960887322799817,这是一座建于元朝（公元1321年）的桥梁，位于浙江省湖州市，建筑风格为传统建筑风格。建筑面积4289平方米，高15米，目前保存状况一般。
东城区南祠堂,元朝,祠堂,北京市东城区,34.60635873451827,117.95664854273801,6,1355,较差,徽派建筑风格,1489.2322256502177,11.638554566039963,这是一座建于元朝（公元1355年）的祠堂，位于北京市东城区，建筑风格为徽派建筑风格。建筑面积1489平方米，高11米，目前保存状况较差。
厦门市中钟楼,清朝,钟楼,福建省厦门市,28.881774058620024,107.92594172470275,8,1651,完好,地方特色风格,2808.1103915360873,15.788310624073,这是一座建于清朝（公元1651年）的钟楼，位于福建省厦门市，建筑风格为地方特色风格。建筑面积2808平方米，高15米，目前保存状况完好。
绍兴市西古城墙,清朝,古城墙,浙江省绍兴市,23.386915397653766,115.37292249583133,7,1811,完好,地方特色风格,2280.384063158507,17.587869535015944,这是一座建于清朝（公元1811年）的古城墙，位于浙江省绍兴市，建筑风格为地方特色风格。建筑面积2280平方米，高17米，目前保存状况完好。
西安市北官邸,明朝,官邸,陕西省西安市,26.904588525914352,104.87275278873462,1,1376,较好,地方特色风格,806.1776958492642,18.900625782291012,这是一座建于明朝（公元1376年）的官邸，位于陕西省西安市，建筑风格为地方特色风格。建筑面积806平方米，高18米，目前保存状况较好。是第1批重点文物保护单位。
海淀区东宫殿,清朝,宫殿,北京市海淀区,26.93409108821214,100.40737933628094,6,1713,较好,宫廷建筑风格,47931.386701097894,24.025422424890806,这是一座建于清朝（公元1713年）的宫殿，位于北京市海淀区，建筑风格为宫廷建筑风格。建筑面积47931平方米，高24米，目前保存状况较好。
湖州市南桥梁,清朝,桥梁,浙江省湖州市,22.846145841177492,109.10564382836334,5,1862,较好,传统建筑风格,2583.522702946124,12.321090279778637,这是一座建于清朝（公元1862年）的桥梁，位于浙江省湖州市，建筑风格为传统建筑风格。建筑面积2583平方米，高12米，目前保存状况较好。
大同市南牌坊,唐朝,牌坊,山西省大同市,32.05397771331097,102.1194895290355,4,848,较好,传统建筑风格,2285.5344895952103,15.507865959299021,这是一座建于唐朝（公元848年）的牌坊，位于山西省大同市，建筑风格为传统建筑风格。建筑面积2285平方米，高15米，目前保存状况较好。是第4批重点文物保护单位。
太原市北民居,明朝,民居,山西省太原市,37.49955318529941,104.68883200366488,6,1593,较好,福建土楼风格,214.48484009536864,10.606926388503481,这是一座建于明朝（公元1593年）的民居，位于山西省太原市，建筑风格为福建土楼风格。建筑面积214平方米，高10米，目前保存状况较好。
咸阳市西城门,明朝,城门,陕西省咸阳市,31.358050171639253,115.51757823640355,8,1556,较好,传统建筑风格,3202.05474072281,14.270888743161823,这是一座建于明朝（公元1556年）的城门，位于陕西省咸阳市，建筑风格为传统建筑风格。建筑面积3202平方米，高14米，目前保存状况较好。
杭州市北官邸,清朝,官邸,浙江省杭州市,36.47122392004016,105.33817443936114,5,1807,较好,传统建筑风格,2825.2632548331076,8.044262109464382,这是一座建于清朝（公元1807年）的官邸，位于浙江省杭州市，建筑风格为传统建筑风格。建筑面积2825平方米，高8米，目前保存状况较好。
苏州市东桥梁,唐朝,桥梁,江苏省苏州市,21.462844094652777,117.63801878180726,1,750,较好,地方特色风格,944.418168255222,16.283225444085737,这是一座建于唐朝（公元750年）的桥梁，位于江苏省苏州市，建筑风格为地方特色风格。建筑面积944平方米，高16米，目前保存状况较好。是第1批重点文物保护单位。
平遥县南会馆,宋朝,会馆,山西省平遥县,20.845297985815826,106.73846719449796,2,1128,较好,地方特色风格,1874.4910040752961,15.630134606885694,这是一座建于宋朝（公元1128年）的会馆，位于山西省平遥县，建筑风格为地方特色风格。建筑面积1874平方米，高15米，目前保存状况较好。是第2批重点文物保护单位。
海淀区南戏台,宋朝,戏台,北京市海淀区,25.816645007404944,101.78508740874511,4,1012,较好,地方特色风格,3296.9566829793616,10.604616018474376,这是一座建于宋朝（公元1012年）的戏台，位于北京市海淀区，建筑风格为地方特色风格。建筑面积3296平方米，高10米，目前保存状况较好。是第4批重点文物保护单位。
西安市东宫殿,明朝,宫殿,陕西省西安市,29.17311101065674,119.75189052563161,7,1640,较好,攒尖顶风格,17287.954204790592,16.25052486775333,这是一座建于明朝（公元1640年）的宫殿，位于陕西省西安市，建筑风格为攒尖顶风格。建筑面积17287平方米，高16米，目前保存状况较好。
东城区北戏台,唐朝,戏台,北京市东城区,30.017004504958546,102.717368039448,7,716,较差,地方特色风格,4782.619379916417,18.41379027242347,这是一座建于唐朝（公元716年）的戏台，位于北京市东城区，建筑风格为地方特色风格。建筑面积4782平方米，高18米，目前保存状况较差。
西城区东戏台,清朝,戏台,北京市西城区,33.80765922722765,110.42657928911228,5,1867,一般,传统建筑风格,2430.094787591245,17.78478299531009,这是一座建于清朝（公元1867年）的戏台，位于北京市西城区，建筑风格为传统建筑风格。建筑面积2430平方米，高17米，目前保存状况一般。
海淀区南桥梁,唐朝,桥梁,北京市海淀区,20.70185873845136,113.42480679037105,5,827,一般,传统建筑风格,1142.0379558992345,11.622923707520613,这是一座建于唐朝（公元827年）的桥梁，位于北京市海淀区，建筑风格为传统建筑风格。建筑面积1142平方米，高11米，目前保存状况一般。
湖州市西佛塔,元朝,佛塔,浙江省湖州市,38.2032958916849,118.31963154638828,7,1328,一般,地方特色风格,4602.55983622071,13.515858017314077,这是一座建于元朝（公元1328年）的佛塔，位于浙江省湖州市，建筑风格为地方特色风格。建筑面积4602平方米，高13米，目前保存状况一般。
宁波市南驿站,清朝,驿站,浙江省宁波市,22.55364794833897,114.7504457648717,5,1905,较好,地方特色风格,4390.643946975658,14.420774662482001,这是一座建于清朝（公元1905年）的驿站，位于浙江省宁波市，建筑风格为地方特色风格。建筑面积4390平方米，高14米，目前保存状况较好。
东城区东佛塔,唐朝,佛塔,北京市东城区,35.35403329616075,107.01895617208807,4,806,较好,传统建筑风格,1748.7408096737468,14.66500888231987,这是一座建于唐朝（公元806年）的佛塔，位于北京市东城区，建筑风格为传统建筑风格。建筑面积1748平方米，高14米，目前保存状况较好。是第4批重点文物保护单位。
绍兴市北寺庙,清朝,寺庙,浙江省绍兴市,27.360257095370454,112.91039240805478,5,1669,较好,唐代佛寺风格,41098.9715639654,29.866141520820605,这是一座建于清朝（公元1669年）的寺庙，位于浙江省绍兴市，建筑风格为唐代佛寺风格。建筑面积41098平方米，高29米，目前保存状况较好。
平遥县东寺庙,清朝,寺庙,山西省平遥县,23.120167864460136,115.58097354323567,8,1828,较好,唐代佛寺风格,14967.657473873438,29.53060222994648,这是一座建于清朝（公元1828年）的寺庙，位于山西省平遥县，建筑风格为唐代佛寺风格。建筑面积14967平方米，高29米，目前保存状况较好。
漳州市东会馆,宋朝,会馆,福建省漳州市,35.45422281490402,109.30576115945723,4,983,完好,地方特色风格,1048.8061311619522,14.85310584893277,这是一座建于宋朝（公元983年）的会馆，位于福建省漳州市，建筑风格为地方特色风格。建筑面积1048平方米，高14米，目前保存状况完好。是第4批重点文物保护单位。
太原市南鼓楼,清朝,鼓楼,山西省太原市,21.929511825962948,113.77595166567369,7,1875,完好,地方特色风格,3127.5208865706873,16.17563383693235,这是一座建于清朝（公元1875年）的鼓楼，位于山西省太原市，建筑风格为地方特色风格。建筑面积3127平方米，高16米，目前保存状况完好。
苏州市中鼓楼,清朝,鼓楼,江苏省苏州市,33.982867928371604,101.61000941408602,5,1900,完好,地方特色风格,4500.426328675365,19.752438341664277,这是一座建于清朝（公元1900年）的鼓楼，位于江苏省苏州市，建筑风格为地方特色风格。建筑面积4500平方米，高19米，目前保存状况完好。
大同市南祠堂,宋朝,祠堂,山西省大同市,24.692786472341083,114.82914304046643,3,1019,较好,徽派建筑风格,1681.1005245636527,8.219599977041755,这是一座建于宋朝（公元1019年）的祠堂，位于山西省大同市，建筑风格为徽派建筑风格。建筑面积1681平方米，高8米，目前保存状况较好。是第3批重点文物保护单位。
